horse_no,date,detail,cleared_date
E434,11/05/2022,發燒,06/06/2022
E434,27/03/2024,在運往跑馬地馬場途中一對後腿有傷口，因而退出賽事,17/04/2024
E434,12/06/2024,賽後右前腿不良於行及一對後腿割傷,21/08/2024
E434,11/08/2025,於季終時年屆八歲或以上,16/09/2025
