horse_no,date,detail,cleared_date
K285,09/06/2025,發生競賽事件後接受賽後藥物治療,28/10/2025
K285,17/06/2025,左前腿肌腱受傷,28/10/2025
K285,10/11/2025,左前腿肱骨受傷,20/02/2026
