horse_no,date,detail,cleared_date
K229,16/02/2025,入閘後煩躁不安，頭部撞到閘廂前門，導致頭頂部位割傷，因而退出賽事,25/02/2025
K229,12/06/2025,左眼受傷,03/10/2025
