horse_no,date,detail,cleared_date
H002,12/09/2022,左後腿不良於行,16/01/2023
H002,28/02/2023,左前腿不良於行,20/06/2023
H002,07/06/2023,過去十二個月並無出賽,20/06/2023
H002,03/07/2023,賽後內窺鏡檢查發現氣管內有大量痰液,-
H002,19/04/2024,左前腿腫脹，因而退出賽事,03/05/2024
H002,24/09/2024,右後腿不良於行,21/10/2024
