date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2017-09-13,跑馬地,1,1,2,紅星 (V273),1:09.84,2,4,23.86,2,4,22.84,1-1/4,1,23.14,,,,,,,,,
2017-09-13,跑馬地,1,2,1,幸運興隆 (V076),1:10.05,2-3/4,5,23.98,2-1/2,5,22.80,1-1/4,2,23.27,,,,,,,,,
2017-09-13,跑馬地,1,3,3,越跑越好 (T140),1:10.29,4-3/4,8,24.30,4-1/4,7,22.76,2-3/4,3,23.23,,,,,,,,,
2017-09-13,跑馬地,1,4,6,必定掂 (A107),1:10.44,1-1/4,3,23.74,1-1/4,3,22.84,3-3/4,4,23.86,,,,,,,,,
2017-09-13,跑馬地,1,5,4,魅力之子 (T373),1:10.50,4-1/2,7,24.26,4-3/4,8,22.88,4-1/4,5,23.36,,,,,,,,,
2017-09-13,跑馬地,1,6,7,要風得鋒 (P063),1:10.71,N,1,23.54,1,1,22.84,5-1/2,6,24.33,,,,,,,,,
2017-09-13,跑馬地,1,7,8,快樂火龍 (V108),1:10.93,N,2,23.58,1,2,22.96,6-3/4,7,24.39,,,,,,,,,
2017-09-13,跑馬地,1,8,5,特務飛龍 (P388),1:11.81,3-1/2,6,24.10,3-3/4,6,22.88,12-1/4,8,24.83,,,,,,,,,
2017-09-13,跑馬地,2,1,2,你知我意 (A052),1:10.59,1/2,2,23.92,3/4,2,23.05,NOSE,1,23.62,,,,,,,,,
2017-09-13,跑馬地,2,2,7,笑眼光 (S291),1:10.60,2-3/4,5,24.28,2-1/2,5,22.97,NOSE,2,23.35,,,,,,,,,
2017-09-13,跑馬地,2,3,3,旅英駿爵 (T080),1:10.70,1-1/4,3,24.04,1-1/4,3,23.01,1/2,3,23.65,,,,,,,,,
2017-09-13,跑馬地,2,4,1,大英雄 (V278),1:10.74,2-1/4,4,24.20,2,4,22.97,3/4,4,23.57,,,,,,,,,
2017-09-13,跑馬地,2,5,9,敬無極 (V117),1:10.78,6,8,24.80,5-1/4,8,22.89,1-1/4,5,23.09,,,,,,,,,
2017-09-13,跑馬地,2,6,6,中華壹號 (T207),1:10.85,4-3/4,6,24.60,4,7,22.89,1-3/4,6,23.36,,,,,,,,,
