date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2017-04-17,沙田,1,1,6,妙力之城 (A210),祈普敦,B1,居好位。六百米處取得領先。四百米處被超越時內閃離開外欄。奮起力拼，最後數步取得領先。
2017-04-17,沙田,1,2,3,幸運大師 (A200),史卓豐,--,早段領放。即將跑離分支直路時被超越，落後短距離。其後重新發力，二百五十米處再度領先，僅於接近終點時被超越。
2017-04-17,沙田,1,3,1,紅褲兵 (A243),郭能,--,居好位。四百米處在催策下一度取得領先。最後二百米力竭。
2017-04-17,沙田,1,4,5,關關雎 (A198),梁家俊,B1/H1/TT1,居好位。自六百米處起受催策，但轉弱。
2017-04-17,沙田,1,5,4,晧天甘霖 (A199),羅理雅,B1/H1/TT1,受鞭策，但瞬即遙居尾列。從未有力一爭。
2017-04-17,沙田,1,6,2,超群心聲 (A020),李寶利,--,一度與領先馬匹並跑。自半程起迅速墮退。
2017-04-17,沙田,2,1,1,常妙星 (N432),郭能,B/TT,受推策居中間位置，固守內欄。三百米處逐漸上前，勝出賽事。
2017-04-17,沙田,2,2,12,銘記心中 (T258),李寶利,--,受催策上前，居包廂位置，快步速不合發揮。四百米處衝刺強勁。一百五十米處取得領先。最後數步僅敗。
2017-04-17,沙田,2,3,6,駿馬翹楚 (T401),祈普敦,B/TT,受推策居中間之前位置，走第二疊。以佳勢上前至終點，跑獲季軍。
2017-04-17,沙田,2,4,5,競駿千里 (T378),蔣嘉琦,B/TT,受力策，移入內欄，以快步速領放。走勢強勁，一百五十米處被超越。五十米處勒避。
2017-04-17,沙田,2,5,13,永恆光輝 (V141),田泰安,SR/TT,收慢留後，移入內欄。快步速有利發揮。三百米處穩步上前。
2017-04-17,沙田,2,6,14,電訊大炮 (V144),黃皓楠,B,受推策佔取中間較前位置，走第三疊。快步速不合發揮。二百米處洩氣。
2017-04-17,沙田,2,7,2,駕迅 (T063),羅理雅,V,早段受推策，但未能加速，居後列，走第二疊。快步速有利發揮。二百米處略為上前。
