date,venue,race_no,pool,combination,dividend_hkd
2017-09-16,沙田,1,獨贏,1,23.50
2017-09-16,沙田,1,位置,1,12.00
2017-09-16,沙田,1,連贏,"1,6",127.50
2017-09-16,沙田,1,位置Q,"1,6",50.50
2017-09-16,沙田,1,3揀1（組合獨贏）,A1,13.00
2017-09-16,沙田,1,三重彩,"1,6,2","1,129.00"
2017-09-16,沙田,1,單T,"1,2,6",195.00
2017-09-16,沙田,1,四連環,"1,2,6,9",108.00
2017-09-16,沙田,1,四重彩,"1,6,2,9","3,008.00"
2017-09-16,沙田,2,獨贏,10,140.50
2017-09-16,沙田,2,位置,10,32.00
2017-09-16,沙田,2,連贏,"6,10",765.00
2017-09-16,沙田,2,位置Q,"6,10",177.50
2017-09-16,沙田,2,3揀1（組合獨贏）,A1,未能勝出
2017-09-16,沙田,2,三重彩,"10,6,8","22,837.00"
2017-09-16,沙田,2,單T,"6,8,10","2,993.00"
2017-09-16,沙田,2,四連環,"6,7,8,10","2,590.00"
2017-09-16,沙田,2,四重彩,"10,6,8,7","61,862.00"
2017-09-16,沙田,2,第一口孖寶,1/10,698.00
2017-09-16,沙田,3,獨贏,7,38.50
2017-09-16,沙田,3,位置,7,17.00
2017-09-16,沙田,3,連贏,"7,8",127.50
2017-09-16,沙田,3,位置Q,"7,8",52.50
2017-09-16,沙田,3,3揀1（組合獨贏）,A1,24.00
2017-09-16,沙田,3,三重彩,"7,8,3","1,497.00"
2017-09-16,沙田,3,單T,"3,7,8",376.00
2017-09-16,沙田,3,四連環,"3,6,7,8","1,381.00"
2017-09-16,沙田,3,四重彩,"7,8,3,6","22,554.00"
2017-09-16,沙田,3,第二口孖寶,10/7,"1,043.00"
2017-09-16,沙田,4,獨贏,10,142.00
2017-09-16,沙田,4,位置,10,42.00
2017-09-16,沙田,4,連贏,"10,12",343.50
2017-09-16,沙田,4,位置Q,"10,12",106.50
2017-09-16,沙田,4,3揀1（組合獨贏）,A1,未能勝出
2017-09-16,沙田,4,三重彩,"10,12,2","3,800.00"
2017-09-16,沙田,4,單T,"2,10,12",423.00
2017-09-16,沙田,4,四連環,"2,9,10,12",606.00
2017-09-16,沙田,4,四重彩,"10,12,2,9","17,635.00"
2017-09-16,沙田,4,第三口孖寶,7/10,471.00
2017-09-16,沙田,4,第一口孖T,"3,7,8/2,10,12","18,434.00"
2017-09-16,沙田,5,獨贏,5,26.50
2017-09-16,沙田,5,位置,5,15.00
2017-09-16,沙田,5,連贏,"5,9",115.00
2017-09-16,沙田,5,位置Q,"5,9",49.50
2017-09-16,沙田,5,3揀1（組合獨贏）,A1,19.50
2017-09-16,沙田,5,三重彩,"5,9,8","1,129.00"
2017-09-16,沙田,5,單T,"5,8,9",299.00
2017-09-16,沙田,5,四連環,"5,8,9,10",948.00
2017-09-16,沙田,5,四重彩,"5,9,8,10","11,240.00"
2017-09-16,沙田,5,第四口孖寶,10/5,383.00
