date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2017-10-29,跑馬地,1,1,2,心有靈犀 (P405),2:18.77,4-1/4,9,14.89,4-3/4,6,23.50,5-1/4,5,24.46,3,5,25.74,2-1/4,5,25.34,1-1/4,1,24.84
2017-10-29,跑馬地,1,2,1,乘勝追擊 (V369),2:18.99,2-1/2,6,14.61,5-1/4,7,23.86,7-1/2,7,24.74,5-1/4,8,25.74,SH,1,24.62,1-1/4,2,25.42
2017-10-29,跑馬地,1,3,3,糖黐豆 (S205),2:19.00,3-3/4,8,14.81,6-1/2,8,23.86,7-3/4,8,24.58,4-1/4,7,25.54,3-3/4,8,25.38,1-1/2,3,24.83
2017-10-29,跑馬地,1,4,8,頌義 (S354),2:19.05,1-3/4,5,14.49,2-1/4,4,23.50,2-1/4,3,24.38,1-1/2,3,25.98,1-1/4,3,25.42,1-3/4,4,25.28
2017-10-29,跑馬地,1,5,6,非凡者 (T089),2:19.43,N,2,14.25,1/2,1,23.38,1-1/2,1,24.38,1-1/4,1,26.10,SH,2,25.46,4-1/4,5,25.86
2017-10-29,跑馬地,1,6,9,超自然 (V063),2:19.46,3-1/2,7,14.77,7-1/2,9,24.06,10-1/4,9,24.82,6-1/4,9,25.46,3-3/4,9,25.06,4-1/4,6,25.29
2017-10-29,跑馬地,1,7,5,飛雲寶 (V392),2:19.85,N,1,14.21,1-3/4,3,23.70,3-1/2,4,24.66,2-1/2,4,25.94,3-1/4,7,25.58,6-3/4,7,25.76
2017-10-29,跑馬地,1,8,7,鼓浪飛星 (S423),2:20.17,1-1/2,4,14.45,1/2,2,23.26,1-1/2,2,24.54,1-1/4,2,26.06,2,4,25.58,8-3/4,8,26.28
2017-10-29,跑馬地,1,9,4,皇龍大師 (P128),2:20.23,1,3,14.37,4,5,23.90,5-1/4,6,24.58,4,6,25.90,2-1/2,6,25.22,9,9,26.26
2017-10-29,跑馬地,2,1,7,白鷺飛翔 (A127),1:10.78,3-1/4,5,24.64,2-3/4,6,23.37,1/2,1,22.77,,,,,,,,,
