date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2017-12-13,跑馬地,1,1,4,歐洲之星 (T336),莫雷拉,B/TT,出閘一般，瞬即取得領先，以快步速領放。入直路時帶離對手，在未受挑戰下勝出。
2017-12-13,跑馬地,1,2,6,金碧光芒 (T431),祈普敦,B/TT,出閘一般，大多居中間位置，走內欄。入直路時向外移出，展開挑戰。保持走勢，未能構成威脅。
2017-12-13,跑馬地,1,3,7,滿載而來 (V182),潘明輝,CP1/TT,逐漸留居後列，但持續在沒有遮擋下走外疊直至八百米處。入直路時移出最外疊，開始發力。直路上在靠近跑道中央位置持續上前，取得季軍。
2017-12-13,跑馬地,1,4,10,飛壹般 (T280),沈拿,PC,出閘迅速，受催策上前，瞬即追上領放馬，居第二疊第二位。首次轉彎時居第三位。趨近直路彎時失位。在催策下保持穩勢，未能加速。
2017-12-13,跑馬地,1,5,9,電訊大炮 (V144),潘頓,B,出閘迅速。首次轉彎時走第三疊，沒有遮擋。千一米處推進，追上領放馬。入直路彎時追迫領放馬。直路上再無餘力。
2017-12-13,跑馬地,1,6,11,多多囍 (V032),賴維銘,B-/TT,出閘迅速，落後領放馬不逾兩個馬位，走內欄。末段受催策，但逐漸力竭。
2017-12-13,跑馬地,1,7,8,架勢堂 (V309),蔡明紹,CP,出閘普通，居後列，走內欄。轉直路彎時略為追近。保持穩勢，未能加速。
2017-12-13,跑馬地,1,8,3,騏名燈 (T031),杜利萊,P-/TT,早段受催策，居第五位，落後稍逾兩個馬位。跑過九百米處時略為收慢，居第六位，落後三個馬位。自入直路起墮退。
2017-12-13,跑馬地,1,9,5,萬里雄風 (A106),梁家俊,--,自外檔出閘，瞬即留後。從未見具爭勝機會。
2017-12-13,跑馬地,1,10,1,快趣的 (S424),韋達,B,居中間之後位置。直路彎已洩氣。
2017-12-13,跑馬地,1,11,12,紅太陽 (V145),巴度,--,沿途居後列，自五百米處起居包尾位置。
2017-12-13,跑馬地,2,1,2,再石磨藍 (S323),巴度,V/XB,收慢，居中間位置，沿途走第三疊，步速中等。四百五十米處以穩勢上前，勝出賽事。
2017-12-13,跑馬地,2,2,7,八太子 (A426),梁家俊,TT,收慢留後，走第二疊，步速中等。三百米處衝刺良佳，跑獲亞軍。
2017-12-13,跑馬地,2,3,9,航天勇將 (V010),莫雷拉,--,沿欄居中間位置，步速中等。四百米處缺乏空位。二百五十米處以穩勢上前。
2017-12-13,跑馬地,2,4,3,精算八方 (A221),李寶利,P1,受力策上前，走第二疊，步速中等。三百米處取得領先。一百五十米處再無餘力。
2017-12-13,跑馬地,2,5,4,盈華盛甲 (A179),潘頓,H/B1,居中間之前位置，走第二疊，步速中等。直路上僅能保持位置。
2017-12-13,跑馬地,2,6,5,大笑大少 (P297),賴維銘,B,出閘十分緩慢，受力策，居後列，走第二疊。直路上缺乏空位。穩步上前。
2017-12-13,跑馬地,2,7,11,美好家園 (T347),潘明輝,H/P/TT,收慢，居中間位置，沿途走第三疊。二百五十米處轉弱。
2017-12-13,跑馬地,2,8,10,喝采 (A023),沈拿,H,收慢留後，沿途走第三至第四疊，步速中等。走勢尚可。
2017-12-13,跑馬地,2,9,1,加州勇將 (A117),吳嘉晉,B/H/TT,受力策以佔取包廂位置，步速中等。直路上大多受阻，未能全力施為。
2017-12-13,跑馬地,2,10,12,葵涌老友 (A012),蔡明紹,B/TT,早段受力策，但未能加速，沿欄居後列，步速中等。直路上缺乏空位，未能全力施為。
2017-12-13,跑馬地,2,11,6,鵰神 (B023),韋達,B1/H1/TT1,受推策切入內欄，以中等步速領放。三百五十米處瞬即力竭。
2017-12-13,跑馬地,2,12,8,天皇行者 (A225),巫顯東,B1,居後列，從未有力一爭。
2017-12-13,跑馬地,3,1,1,金碧輝煌 (T076),潘明輝,B/TT,出閘迅速，居領先馬匹之後位置。趨近三百五十米處時受催策，走勢甚佳，在未受挑戰下勝出。
2017-12-13,跑馬地,3,2,11,路路發 (N186),巴度,--,居中間位置。直路彎上前。入直路時走外疊。跑過一百米處時加速，末段衝刺強勁。
2017-12-13,跑馬地,3,3,9,創意寶 (S185),柏寶,B-/TT,起步時受擠迫，因而嚴重失去平衡，其後瞬即被碰撞，在受擠碰時失去平衡，沿欄居中間位置。直路上逐漸追前，末段衝刺強勁。
2017-12-13,跑馬地,3,4,3,雷超 (V414),梁家俊,TT,居中間之後位置。跑過三百五十米處時開始上前。末段略為追前，衝刺良佳。
2017-12-13,跑馬地,3,5,12,金威利 (S087),巫顯東,--,在催策下進佔前列位置。跑過六百米處時取得領先。跑過一百五十米處時墮退。
2017-12-13,跑馬地,3,6,4,青梅竹馬 (A153),潘頓,B/XB,在催策下居前列位置。趨近三百五十米處時嘗試上前。跑過一百米處時墮退。
2017-12-13,跑馬地,3,7,5,喜盈盈 (T054),何澤堯,B,在閘廂內四蹄滯立，因而失地，其後奮力追前。入直路時走最外疊。直路上保持同速。必須試閘及格後才可再次出賽。
2017-12-13,跑馬地,3,8,6,笑傲非凡 (A144),莫雷拉,B/H/TT,出閘後嚴重失去平衡，居中間位置。跑過六百米處時受催策。跑過二百米處時墮退。
2017-12-13,跑馬地,3,9,10,好富有 (A026),李寶利,B,在催策下取得領先。跑過七百米處時墮居包廂位置，沿欄持續推進。跑過一百米處時轉弱，未能保持走勢。
2017-12-13,跑馬地,3,10,8,菠蘿油 (V015),蔡明紹,B/H/TT,起步後留後。受催策，但毫無反應。沿途居後列。
2017-12-13,跑馬地,3,11,2,哥哥仔 (V074),沈拿,CP/XB/TT,起步時嚴重失去平衡，沿欄居中間之後位置。沿途受催策。末段衝刺乏力。
2017-12-13,跑馬地,3,12,7,盈喜悅 (S130),杜利萊,B/TT,趨近七百米處時在沒遮擋下走外疊。從未參與競逐。氣管內有血。
2017-12-13,跑馬地,4,1,6,榮冠大道 (V378),李寶利,V,出閘後不久收慢，向內移入以取得遮擋，墮居最後兩位。慢步速不合發揮。自首個彎位起發力上前，走第四疊。入直路時居第三位。保持勁勢，接近終點時勝出賽事。
2017-12-13,跑馬地,4,2,2,勁有波幅 (V081),羅理雅,B,受催策上前，以慢步速領放。轉直路彎時帶離六個馬位。跑過一百米處時再無餘力。接近終點時被超越。
2017-12-13,跑馬地,4,3,9,友瑩采 (V213),韋達,B/TT,早段留居後列，走第二疊。入直路時移出外疊。在跑道中央以佳勢衝刺。
2017-12-13,跑馬地,4,4,10,肇慶威威 (S379),莫雷拉,B,出閘迅速，受催策上前，落後領放馬三個馬位，走第二疊。首個彎位失位，墮居中間之後位置。直路彎走第四疊。持續力拼。
2017-12-13,跑馬地,4,5,7,君子承諾 (V042),賴維銘,XB,受催策上前。首個彎位前居領放馬之後位置，走第二疊。對面直路上失位，墮居中間位置。直路彎收慢。入直路時移出外疊。力拼上前。（起步時失去左前蹄的蹄鐵。）
2017-12-13,跑馬地,4,6,1,飛馬再威 (T338),潘頓,--,缺乏前速，居後列，走內欄。轉直路彎時勒避。入直路時移出外疊。走勢普通。
2017-12-13,跑馬地,4,7,8,奇妙星光 (V408),梁家俊,H,大部分途程居中間位置，走內欄。直路彎勒避。直路上固守內欄。走勢普通。
2017-12-13,跑馬地,4,8,11,港林福星 (A307),潘明輝,--,出閘普通，受催策，落後領放馬三個馬位，固守內欄。跟隨領放馬至入直路。直路上僅能保持同速。
2017-12-13,跑馬地,4,9,3,事必獲利 (T002),杜利萊,TT,出閘迅速，慢步速不合發揮及搶口，墮居中間之後位置。趨近直路彎時難以穩定走勢。直路上再無餘力。
2017-12-13,跑馬地,4,10,5,馬狀元 (S378),祈普敦,V/TT,自外檔出閘後受催策上前。千三米處居中間之後位置，走外疊。直路彎獲許推進至領放馬外側，走第三疊。入直路時受催策，力竭。
2017-12-13,跑馬地,4,11,4,為善聚樂 (A249),吳嘉晉,P-/H2,起步緩慢，墮居後列。對面直路上居包尾位置。從未參與競逐。
2017-12-13,跑馬地,4,12,12,電訊朝陽 (A070),巫顯東,B,受催策以佔取前列位置。首個彎位走外疊。千三米處獲許推進至領放馬外側。六百米處受催策，迅速墮退。心律不正常。
2017-12-13,跑馬地,5,1,2,勁嘉輝 (T236),羅理雅,B,與對手同步出閘，落後約四個馬位，走內欄。直路彎前居相同位置，直路上衝刺十分強勁，勝出賽事。
2017-12-13,跑馬地,5,2,8,玩得喜 (A239),杜利萊,B-,自外檔出閘，留居中間之後位置，走第二至第三疊，有遮擋。自四百米處起推進，入直路時走大外疊。衝刺十分強勁，過終點時最為接近。
