date,venue,race_no,pool,combination,dividend_hkd
2017-12-17,沙田,1,獨贏,7,39.00
2017-12-17,沙田,1,位置,7,19.00
2017-12-17,沙田,1,連贏,"2,7",449.00
2017-12-17,沙田,1,位置Q,"2,7",154.50
2017-12-17,沙田,1,3揀1（組合獨贏）,A1,17.50
2017-12-17,沙田,1,三重彩,"7,2,12","5,237.00"
2017-12-17,沙田,1,單T,"2,7,12","1,221.00"
2017-12-17,沙田,1,四連環,"2,7,12,14","2,092.00"
2017-12-17,沙田,1,四重彩,"7,2,12,14","38,894.00"
2017-12-17,沙田,2,獨贏,3,36.00
2017-12-17,沙田,2,位置,3,14.50
2017-12-17,沙田,2,連贏,"3,4",490.50
2017-12-17,沙田,2,位置Q,"3,4",168.50
2017-12-17,沙田,2,3揀1（組合獨贏）,A1,18.00
2017-12-17,沙田,2,三重彩,"3,4,11","3,849.00"
2017-12-17,沙田,2,單T,"3,4,11",926.00
2017-12-17,沙田,2,四連環,"1,3,4,11","1,272.00"
2017-12-17,沙田,2,四重彩,"3,4,11,1","23,350.00"
2017-12-17,沙田,2,第一口孖寶,7/3,130.00
2017-12-17,沙田,3,獨贏,1,274.00
2017-12-17,沙田,3,位置,1,67.00
2017-12-17,沙田,3,連贏,"1,3",568.50
2017-12-17,沙田,3,位置Q,"1,3",181.00
2017-12-17,沙田,3,3揀1（組合獨贏）,A1,未能勝出
2017-12-17,沙田,3,三重彩,"1,3,2","5,213.00"
2017-12-17,沙田,3,單T,"1,2,3",860.00
2017-12-17,沙田,3,四連環,"1,2,3,11","1,542.00"
2017-12-17,沙田,3,四重彩,"1,3,2,11","43,050.00"
2017-12-17,沙田,3,第二口孖寶,3/1,881.50
2017-12-17,沙田,4,獨贏,6,27.50
2017-12-17,沙田,4,位置,6,12.00
2017-12-17,沙田,4,連贏,"6,11",243.50
2017-12-17,沙田,4,位置Q,"6,11",68.00
2017-12-17,沙田,4,3揀1（組合獨贏）,A1,14.00
2017-12-17,沙田,4,三重彩,"6,11,8","2,927.00"
2017-12-17,沙田,4,單T,"6,8,11","1,037.00"
2017-12-17,沙田,4,四連環,"1,6,8,11",794.00
2017-12-17,沙田,4,四重彩,"6,11,8,1","10,538.00"
2017-12-17,沙田,4,第三口孖寶,1/6,865.00
2017-12-17,沙田,4,第一口孖T,"1,2,3/6,8,11","56,194.00"
2017-12-17,沙田,5,獨贏,4,133.50
2017-12-17,沙田,5,位置,4,29.50
2017-12-17,沙田,5,連贏,"4,12",113.50
2017-12-17,沙田,5,位置Q,"4,12",45.50
2017-12-17,沙田,5,3揀1（組合獨贏）,A1,未能勝出
2017-12-17,沙田,5,三重彩,"4,12,7","1,696.00"
2017-12-17,沙田,5,單T,"4,7,12",178.00
2017-12-17,沙田,5,四連環,"4,7,11,12",141.00
2017-12-17,沙田,5,四重彩,"4,12,7,11","5,293.00"
2017-12-17,沙田,5,第四口孖寶,6/4,351.00
2017-12-17,沙田,6,獨贏,10,29.50
2017-12-17,沙田,6,位置,10,14.00
2017-12-17,沙田,6,連贏,"10,13",193.00
2017-12-17,沙田,6,位置Q,"10,13",64.00
2017-12-17,沙田,6,3揀1（組合獨贏）,A1,14.00
2017-12-17,沙田,6,三重彩,"10,13,1","2,002.00"
