date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,1,1,紫雲星 (A351),黃皓楠,徐雨石,126,1096,7,-,5 5 1,0:57.55,8.7
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,2,11,霽月高風 (V385),莫雷拉,容天鵬,123,1047,3,頸位,4 3 2,0:57.60,4.2
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,3,7,和平開心 (T091),韋達,方嘉柏,127,1090,6,1,2 2 3,0:57.72,7.2
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,4,9,勁皇子 (V143),柏寶,蔡約翰,126,1093,1,1-1/2,3 4 4,0:57.79,4.7
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,5,4,珍珠寶 (B117),郭能,蘇偉賢,128,1085,4,2-1/4,6 6 5,0:57.89,18
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,6,10,金飯碗 (T289),田泰安,霍利時,126,1112,11,2-3/4,7 7 6,0:57.98,6.2
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,7,3,神州俊馬 (A282),祈普敦,蘇保羅,128,1156,10,3-1/2,11 10 7,0:58.10,34
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,8,6,盈華盛甲 (A179),潘頓,賀賢,127,1084,12,3-3/4,10 8 8,0:58.14,8.2
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,9,8,首驫 (B022),楊明綸,李易達,124,1140,5,4-1/4,1 1 9,0:58.24,26
2018-01-31,跑馬地,1,383,花墟讓賽,第四班,1000,60-40,好地,"草地 - ""C+3"" 賽道",880000,(12.78) (35.09) (57.55),12.78 22.31 22.46,10,5,七星拱照 (B121),羅理雅,麥菲文,128,1051,9,6-3/4,8 9 10,0:58.62,12
