date,venue,race_no,pool,combination,dividend_hkd
2018-01-31,跑馬地,1,獨贏,1,87.00
2018-01-31,跑馬地,1,位置,1,29.50
2018-01-31,跑馬地,1,連贏,"1,11",167.00
2018-01-31,跑馬地,1,位置Q,"1,11",58.50
2018-01-31,跑馬地,1,3揀1（組合獨贏）,A1,未能勝出
2018-01-31,跑馬地,1,三重彩,"1,11,7","2,141.00"
2018-01-31,跑馬地,1,單T,"1,7,11",322.00
2018-01-31,跑馬地,1,四連環,"1,7,9,11",280.00
2018-01-31,跑馬地,1,四重彩,"1,11,7,9","7,464.00"
2018-01-31,跑馬地,2,獨贏,11,96.50
2018-01-31,跑馬地,2,位置,11,37.50
2018-01-31,跑馬地,2,連贏,"5,11",639.50
2018-01-31,跑馬地,2,位置Q,"5,11",209.50
2018-01-31,跑馬地,2,3揀1（組合獨贏）,A1,未能勝出
2018-01-31,跑馬地,2,三重彩,"11,5,2","11,516.00"
2018-01-31,跑馬地,2,單T,"2,5,11","1,785.00"
2018-01-31,跑馬地,2,四連環,"2,5,9,11","7,387.00"
2018-01-31,跑馬地,2,四重彩,"11,5,2,9","190,945.00"
2018-01-31,跑馬地,2,第一口孖寶,1/11,821.50
2018-01-31,跑馬地,3,獨贏,10,96.50
2018-01-31,跑馬地,3,位置,10,31.50
2018-01-31,跑馬地,3,連贏,"10,12",636.00
2018-01-31,跑馬地,3,位置Q,"10,12",202.50
2018-01-31,跑馬地,3,3揀1（組合獨贏）,A1,未能勝出
2018-01-31,跑馬地,3,三重彩,"10,12,5","6,430.00"
2018-01-31,跑馬地,3,單T,"5,10,12","1,337.00"
2018-01-31,跑馬地,3,四連環,"5,9,10,12","11,062.00"
2018-01-31,跑馬地,3,四重彩,"10,12,5,9","159,381.00"
2018-01-31,跑馬地,3,第二口孖寶,11/10,538.00
2018-01-31,跑馬地,4,獨贏,8,153.00
2018-01-31,跑馬地,4,位置,8,38.50
2018-01-31,跑馬地,4,連贏,"4,8",865.50
2018-01-31,跑馬地,4,位置Q,"4,8",244.50
2018-01-31,跑馬地,4,3揀1（組合獨贏）,A1,未能勝出
2018-01-31,跑馬地,4,三重彩,"8,4,12","12,824.00"
2018-01-31,跑馬地,4,單T,"4,8,12","1,828.00"
2018-01-31,跑馬地,4,四連環,"1,4,8,12","2,665.00"
2018-01-31,跑馬地,4,四重彩,"8,4,12,1","89,043.00"
2018-01-31,跑馬地,4,第三口孖寶,10/8,"1,427.50"
2018-01-31,跑馬地,4,第一口孖T,"5,10,12/4,8,12","264,466.00"
2018-01-31,跑馬地,5,獨贏,1,77.50
2018-01-31,跑馬地,5,位置,1,23.00
2018-01-31,跑馬地,5,連贏,"1,2",168.00
2018-01-31,跑馬地,5,位置Q,"1,2",64.50
2018-01-31,跑馬地,5,3揀1（組合獨贏）,A1,未能勝出
2018-01-31,跑馬地,5,三重彩,"1,2,5","2,427.00"
2018-01-31,跑馬地,5,單T,"1,2,5",329.00
2018-01-31,跑馬地,5,四連環,"1,2,4,5",160.00
2018-01-31,跑馬地,5,四重彩,"1,2,5,4","6,020.00"
2018-01-31,跑馬地,5,第四口孖寶,8/1,"1,030.00"
2018-01-31,跑馬地,6,獨贏,8,218.00
2018-01-31,跑馬地,6,位置,8,56.50
2018-01-31,跑馬地,6,連贏,"6,8",531.00
2018-01-31,跑馬地,6,位置Q,"6,8",155.00
2018-01-31,跑馬地,6,3揀1（組合獨贏）,A1,未能勝出
2018-01-31,跑馬地,6,三重彩,"8,6,12","14,750.00"
2018-01-31,跑馬地,6,單T,"6,8,12","2,358.00"
2018-01-31,跑馬地,6,四連環,"3,6,8,12","6,268.00"
2018-01-31,跑馬地,6,四重彩,"8,6,12,3","155,122.00"
2018-01-31,跑馬地,6,第五口孖寶,1/8,"1,502.00"
2018-01-31,跑馬地,6,三T(安慰獎),"4,8,12/1,2,5/任何組合","13,253.00"
2018-01-31,跑馬地,7,獨贏,6,49.50
2018-01-31,跑馬地,7,位置,6,13.50
2018-01-31,跑馬地,7,連贏,"2,6",78.00
2018-01-31,跑馬地,7,位置Q,"2,6",31.50
2018-01-31,跑馬地,7,3揀1（組合獨贏）,A1,19.00
2018-01-31,跑馬地,7,三重彩,"6,2,10","1,579.00"
2018-01-31,跑馬地,7,單T,"2,6,10",358.00
2018-01-31,跑馬地,7,四連環,"1,2,6,10",425.00
2018-01-31,跑馬地,7,四重彩,"6,2,10,1","8,794.00"
2018-01-31,跑馬地,7,第六口孖寶,8/6,"1,323.50"
2018-01-31,跑馬地,7,第二口孖T,"6,8,12/2,6,10","114,989.00"
2018-01-31,跑馬地,8,獨贏,9,50.50
2018-01-31,跑馬地,8,位置,9,18.50
2018-01-31,跑馬地,8,連贏,"8,9",741.50
2018-01-31,跑馬地,8,位置Q,"8,9",227.00
2018-01-31,跑馬地,8,3揀1（組合獨贏）,A1,30.50
2018-01-31,跑馬地,8,三重彩,"9,8,6","10,215.00"
2018-01-31,跑馬地,8,單T,"6,8,9","1,735.00"
2018-01-31,跑馬地,8,四連環,"6,7,8,9","10,210.00"
2018-01-31,跑馬地,8,四重彩,"9,8,6,7","216,486.00"
2018-01-31,跑馬地,8,第七口孖寶,6/9,234.00
2018-01-31,跑馬地,8,三寶,8/6/9,"7,646.00"
2018-01-31,跑馬地,8,六環彩,"10,12/4,8/1,2/6,8/2,6/8,9","47,115.00"
2018-01-31,跑馬地,8,騎師王 1,1 [莫雷拉],詳情
