date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2018-06-10,沙田,1,1,6,常感恩 (B312),0:56.99,2,6,13.58,3/4,5,20.70,3-1/2,1,22.71,,,,,,,,,
2018-06-10,沙田,1,2,5,龍城勝將 (B178),0:57.55,3/4,4,13.38,N,3,20.82,3-1/2,2,23.35,,,,,,,,,
2018-06-10,沙田,1,3,3,合衷共濟 (B250),0:57.60,SH,3,13.26,N,1,20.90,3-3/4,3,23.44,,,,,,,,,
2018-06-10,沙田,1,4,1,寶貝兒 (B365),0:57.97,2-1/2,7,13.66,1-1/4,6,20.70,6-1/4,4,23.61,,,,,,,,,
2018-06-10,沙田,1,5,4,七寶 (B314),0:58.46,1-1/4,5,13.46,1-1/2,7,20.94,9-1/4,5,24.06,,,,,,,,,
2018-06-10,沙田,1,6,2,盈多福 (B375),0:58.53,SH,1,13.26,N,2,20.94,9-3/4,6,24.33,,,,,,,,,
2018-06-10,沙田,1,7,7,搶攻威威 (B346),0:58.56,SH,2,13.26,1/2,4,20.98,9-3/4,7,24.32,,,,,,,,,
2018-06-10,沙田,2,1,8,勇晉神駒 (T233),1:39.42,1,3,28.52,1-1/2,2,23.04,1/2,2,23.05,1/2,1,24.81,,,,,,
2018-06-10,沙田,2,2,7,料事如神 (A191),1:39.52,N,1,28.36,1-3/4,3,23.24,3,4,23.41,1/2,2,24.51,,,,,,
2018-06-10,沙田,2,3,6,萬霸駒 (A186),1:39.56,3-1/4,9,28.88,4,7,23.08,4-1/2,5,23.29,3/4,3,24.31,,,,,,
2018-06-10,沙田,2,4,11,漸信名駒 (T253),1:39.61,1-3/4,4,28.64,2,4,23.00,1-3/4,3,23.17,1-1/4,4,24.80,,,,,,
2018-06-10,沙田,2,5,2,駕喜 (S244),1:39.98,1-3/4,5,28.64,3,6,23.16,4-3/4,6,23.49,3-1/2,5,24.69,,,,,,
2018-06-10,沙田,2,6,5,勇福星 (B035),1:40.25,5-1/2,12,29.24,5-3/4,10,23.00,7-3/4,9,23.53,5-1/4,6,24.48,,,,,,
2018-06-10,沙田,2,7,10,泡泡達人 (T346),1:40.29,2-1/4,6,28.72,2-3/4,5,23.04,5,7,23.57,5-1/2,7,24.96,,,,,,
2018-06-10,沙田,2,8,3,通勝 (S246),1:40.38,7,13,29.48,7-3/4,13,23.08,9-1/4,11,23.45,6,8,24.37,,,,,,
2018-06-10,沙田,2,9,13,魔幻神駿 (V317),1:40.91,5-1/2,11,29.24,6-1/4,11,23.08,9-1/4,10,23.69,9-1/4,9,24.90,,,,,,
2018-06-10,沙田,2,10,9,奇妙星光 (V408),1:40.98,8-3/4,14,29.76,7-3/4,14,22.80,11-1/2,14,23.81,9-3/4,10,24.61,,,,,,
2018-06-10,沙田,2,11,14,勁伶利 (V377),1:41.23,N,2,28.40,1-1/2,1,22.92,1/2,1,23.21,11-1/4,11,26.70,,,,,,
2018-06-10,沙田,2,12,1,運來威力 (B120),1:41.28,3-1/4,8,28.88,4-1/2,9,23.16,7,8,23.61,11-3/4,12,25.63,,,,,,
2018-06-10,沙田,2,13,4,開心美麗 (V375),1:41.78,2-1/2,7,28.76,4-1/4,8,23.24,9-3/4,12,24.09,14-3/4,13,25.69,,,,,,
2018-06-10,沙田,2,14,12,大道至公 (T329),1:41.85,4,10,29.00,6-1/4,12,23.32,10-1/2,13,23.89,15-1/4,14,25.64,,,,,,
2018-06-10,沙田,3,1,14,洪荒駿駒 (A031),1:21.53,SH,2,13.43,3/4,2,21.54,N,1,23.22,2,1,23.34,,,,,,
2018-06-10,沙田,3,2,8,笑傲非凡 (A144),1:21.83,SH,1,13.43,1-1/4,3,21.62,1-1/4,4,23.34,2,2,23.44,,,,,,
2018-06-10,沙田,3,3,6,荷蘭風車 (T288),1:21.86,2-1/4,7,13.79,4,8,21.70,3-1/2,9,23.26,2,3,23.11,,,,,,
2018-06-10,沙田,3,4,3,銘記心中 (T258),1:21.95,2-3/4,8,13.87,3-3/4,7,21.58,2-1/4,5,23.10,2-3/4,4,23.40,,,,,,
2018-06-10,沙田,3,5,5,電訊太神 (A018),1:22.04,4-3/4,13,14.19,6-3/4,13,21.74,5-1/4,13,23.10,3-1/4,5,23.01,,,,,,
2018-06-10,沙田,3,6,2,好叻仔 (V102),1:22.20,3,9,13.91,4-1/4,9,21.62,3,7,23.14,4-1/4,6,23.53,,,,,,
2018-06-10,沙田,3,7,13,天賦致寶 (S417),1:22.24,3-3/4,11,14.03,5-1/2,11,21.70,4,10,23.10,4-1/2,7,23.41,,,,,,
2018-06-10,沙田,3,8,7,小奇妙 (T298),1:22.31,N,3,13.47,3/4,1,21.38,N,2,23.38,5,8,24.08,,,,,,
2018-06-10,沙田,3,9,12,金叻星 (S113),1:22.36,4-1/2,12,14.15,6-3/4,12,21.78,5,12,23.06,5-1/4,9,23.37,,,,,,
2018-06-10,沙田,3,10,10,哥哥仔 (V074),1:22.70,1,6,13.59,2-1/2,5,21.66,1-1/4,3,23.14,7-1/4,10,24.31,,,,,,
2018-06-10,沙田,3,11,1,金飯碗 (T289),1:22.79,3-1/2,10,13.99,5-1/4,10,21.70,4-1/2,11,23.22,8,11,23.88,,,,,,
2018-06-10,沙田,3,12,11,金鹿 (P121),1:23.21,6-1/4,14,14.43,9-1/2,14,21.94,5-3/4,14,22.74,10-1/2,12,24.10,,,,,,
2018-06-10,沙田,3,13,4,好準確 (V215),1:23.25,3/4,5,13.55,2-1/4,4,21.66,2-3/4,6,23.42,10-3/4,13,24.62,,,,,,
2018-06-10,沙田,3,14,9,大天龍 (T339),1:24.11,3/4,4,13.55,2-3/4,6,21.74,3,8,23.38,16-1/4,14,25.44,,,,,,
