date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,1,9,勇福星 (B035),貝湯美,容天鵬,124,1203,1,-,8 8 5 1,1:39.72,12
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,2,5,劍二十 (A330),吳嘉晉,告東尼,127,1014,12,3/4,1 1 1 2,1:39.83,67
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,3,10,小奇妙 (T298),潘明輝,文家良,118,1213,14,1-1/2,9 9 11 3,1:39.95,47
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,4,11,漸信名駒 (T253),潘頓,葉楚航,121,1092,9,2-1/2,10 10 7 4,1:40.11,8.4
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,5,1,皇牌 (T199),莫雷拉,苗禮德,133,1168,4,2-1/2,7 7 6 5,1:40.13,2.9
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,6,12,明昇 (A318),田泰安,方嘉柏,119,1228,10,4,13 12 9 6,1:40.37,17
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,7,4,五星特工 (V001),杜利萊,蔡約翰,130,1085,3,6,2 2 2 7,1:40.70,6.1
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,8,8,駕喜 (S244),沈拿,李易達,130,1217,7,6-1/4,12 13 12 8,1:40.73,9.4
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,9,2,魅力之子 (T373),梁家俊,徐雨石,132,1072,13,9-1/4,14 14 13 9,1:41.20,72
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,10,14,雄獅動力 (A122),楊明綸,高伯新,112,1091,8,10,6 6 10 10,1:41.31,30
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,11,13,升力 (N294),賴維銘,鄭俊偉,114,1117,2,10-1/4,3 4 4 11,1:41.34,32
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,12,6,大地威龍 (A233),蘇狄雄,何良,127,1056,6,11,11 11 14 12,1:41.49,47
2018-07-01,沙田,1,760,馬照跑１６５０米讓賽,第五班,1650,40-0,好地,全天候跑道,660000,(27.66) (51.87) (1:15.68) (1:39.72),27.66 24.21 23.81 24.04,13,7,勇晉神駒 (T233),黃俊,霍利時,120,1043,5,12-3/4,4 5 8 13,1:41.74,11
