date,venue,race_no,pool,combination,dividend_hkd
2018-03-07,跑馬地,1,獨贏,4,31.50
2018-03-07,跑馬地,1,位置,4,15.00
2018-03-07,跑馬地,1,連贏,"4,9",157.00
2018-03-07,跑馬地,1,位置Q,"4,9",59.00
2018-03-07,跑馬地,1,3揀1（組合獨贏）,A1,23.50
2018-03-07,跑馬地,1,三重彩,"4,9,2",846.00
2018-03-07,跑馬地,1,單T,"2,4,9",169.00
2018-03-07,跑馬地,1,四連環,"2,4,9,11",503.00
2018-03-07,跑馬地,1,四重彩,"4,9,2,11","7,347.00"
2018-03-07,跑馬地,2,獨贏,2,15.00
2018-03-07,跑馬地,2,位置,2,10.10
2018-03-07,跑馬地,2,連贏,"2,3",33.00
2018-03-07,跑馬地,2,位置Q,"2,3",15.00
2018-03-07,跑馬地,2,3揀1（組合獨贏）,A1,15.00
2018-03-07,跑馬地,2,三重彩,"2,3,7",290.00
2018-03-07,跑馬地,2,單T,"2,3,7",109.00
2018-03-07,跑馬地,2,四連環,"2,3,5,7",58.00
2018-03-07,跑馬地,2,四重彩,"2,3,7,5",684.00
2018-03-07,跑馬地,2,第一口孖寶,4/2,46.50
2018-03-07,跑馬地,3,獨贏,4,42.50
2018-03-07,跑馬地,3,位置,4,17.50
2018-03-07,跑馬地,3,連贏,"4,8",398.50
2018-03-07,跑馬地,3,位置Q,"4,8",99.00
2018-03-07,跑馬地,3,3揀1（組合獨贏）,A1,未能勝出
2018-03-07,跑馬地,3,三重彩,"4,8,10","2,876.00"
2018-03-07,跑馬地,3,單T,"4,8,10",682.00
2018-03-07,跑馬地,3,四連環,"4,8,9,10","1,597.00"
2018-03-07,跑馬地,3,四重彩,"4,8,10,9","34,718.00"
2018-03-07,跑馬地,3,第二口孖寶,2/4,92.50
2018-03-07,跑馬地,4,獨贏,7,45.00
2018-03-07,跑馬地,4,位置,7,16.50
2018-03-07,跑馬地,4,連贏,"1,7","1,015.00"
2018-03-07,跑馬地,4,位置Q,"1,7",299.00
2018-03-07,跑馬地,4,3揀1（組合獨贏）,A1,18.50
2018-03-07,跑馬地,4,三重彩,"7,1,10","17,469.00"
2018-03-07,跑馬地,4,單T,"1,7,10","3,725.00"
2018-03-07,跑馬地,4,四連環,"1,7,9,10","1,934.00"
2018-03-07,跑馬地,4,四重彩,"7,1,10,9","50,790.00"
2018-03-07,跑馬地,4,第三口孖寶,4/7,188.50
2018-03-07,跑馬地,4,第一口孖T,"4,8,10/1,7,10","940,125.00"
2018-03-07,跑馬地,5,獨贏,2,19.50
2018-03-07,跑馬地,5,位置,2,12.00
2018-03-07,跑馬地,5,連贏,"1,2",73.50
2018-03-07,跑馬地,5,位置Q,"1,2",34.00
2018-03-07,跑馬地,5,3揀1（組合獨贏）,A1,17.00
2018-03-07,跑馬地,5,三重彩,"2,1,10","2,915.00"
2018-03-07,跑馬地,5,單T,"1,2,10","1,040.00"
2018-03-07,跑馬地,5,四連環,"1,2,10,12","1,441.00"
2018-03-07,跑馬地,5,四重彩,"2,1,10,12","19,764.00"
2018-03-07,跑馬地,5,第四口孖寶,7/2,69.50
2018-03-07,跑馬地,6,獨贏,1,43.00
2018-03-07,跑馬地,6,位置,1,18.00
2018-03-07,跑馬地,6,連贏,"1,11",79.00
2018-03-07,跑馬地,6,位置Q,"1,11",34.50
2018-03-07,跑馬地,6,3揀1（組合獨贏）,A1,17.50
2018-03-07,跑馬地,6,三重彩,"1,11,8","1,735.00"
2018-03-07,跑馬地,6,單T,"1,8,11",321.00
2018-03-07,跑馬地,6,四連環,"1,4,8,11",639.00
2018-03-07,跑馬地,6,四重彩,"1,11,8,4","10,315.00"
2018-03-07,跑馬地,6,第五口孖寶,2/1,80.50
2018-03-07,跑馬地,6,三T(安慰獎),"1,7,10/1,2,10/任何組合","53,786.00"
2018-03-07,跑馬地,7,獨贏,5,136.50
2018-03-07,跑馬地,7,位置,5,36.00
2018-03-07,跑馬地,7,連贏,"4,5",551.00
2018-03-07,跑馬地,7,位置Q,"4,5",219.00
2018-03-07,跑馬地,7,3揀1（組合獨贏）,A1,未能勝出
2018-03-07,跑馬地,7,三重彩,"5,4,12","8,072.00"
2018-03-07,跑馬地,7,單T,"4,5,12",816.00
2018-03-07,跑馬地,7,四連環,"2,4,5,12","2,041.00"
2018-03-07,跑馬地,7,四重彩,"5,4,12,2","57,037.00"
2018-03-07,跑馬地,7,第六口孖寶,1/5,491.00
2018-03-07,跑馬地,7,第二口孖T,"1,8,11/4,5,12","30,445.00"
2018-03-07,跑馬地,8,獨贏,5,34.00
2018-03-07,跑馬地,8,位置,5,15.00
2018-03-07,跑馬地,8,連贏,"5,7",156.00
2018-03-07,跑馬地,8,位置Q,"5,7",60.00
2018-03-07,跑馬地,8,3揀1（組合獨贏）,A1,18.00
2018-03-07,跑馬地,8,三重彩,"5,7,8","10,239.00"
2018-03-07,跑馬地,8,單T,"5,7,8","3,099.00"
2018-03-07,跑馬地,8,四連環,"3,5,7,8","31,152.00"
2018-03-07,跑馬地,8,四重彩,"5,7,8,3","266,159.00"
2018-03-07,跑馬地,8,第七口孖寶,5/5,449.00
2018-03-07,跑馬地,8,三寶,1/5/5,"1,661.00"
2018-03-07,跑馬地,8,六環彩,"4,8/1,7/1,2/1,11/4,5/5,7","2,901.00"
2018-03-07,跑馬地,8,騎師王 1,1 [莫雷拉],詳情
