date,venue,race_no,pool,combination,dividend_hkd
2018-09-09,沙田,1,獨贏,8,88.00
2018-09-09,沙田,1,位置,8,22.00
2018-09-09,沙田,1,連贏,"4,8",273.50
2018-09-09,沙田,1,位置Q,"4,8",85.00
2018-09-09,沙田,1,3揀1（組合獨贏）,A1,未能勝出
2018-09-09,沙田,1,三重彩,"8,4,10","3,322.00"
2018-09-09,沙田,1,單T,"4,8,10",560.00
2018-09-09,沙田,1,四連環,"4,7,8,10",369.00
2018-09-09,沙田,1,四重彩,"8,4,10,7","9,884.00"
2018-09-09,沙田,2,獨贏,3,80.00
2018-09-09,沙田,2,位置,3,24.50
2018-09-09,沙田,2,連贏,"3,5",49.50
2018-09-09,沙田,2,三重彩,"3,5,2",280.00
2018-09-09,沙田,2,單T,"2,3,5",17.00
2018-09-09,沙田,2,第一口孖寶,8/3,438.50
2018-09-09,沙田,3,獨贏,1,23.50
2018-09-09,沙田,3,位置,1,12.50
2018-09-09,沙田,3,連贏,"1,2",45.00
2018-09-09,沙田,3,位置Q,"1,2",20.50
2018-09-09,沙田,3,3揀1（組合獨贏）,A1,16.00
2018-09-09,沙田,3,三重彩,"1,2,6",302.00
2018-09-09,沙田,3,單T,"1,2,6",92.00
2018-09-09,沙田,3,四連環,"1,2,3,6",82.00
2018-09-09,沙田,3,四重彩,"1,2,6,3",867.00
2018-09-09,沙田,3,第二口孖寶,3/1,245.00
2018-09-09,沙田,4,獨贏,2,37.00
2018-09-09,沙田,4,位置,2,17.50
2018-09-09,沙田,4,連贏,"2,5",136.50
2018-09-09,沙田,4,位置Q,"2,5",54.50
2018-09-09,沙田,4,3揀1（組合獨贏）,A1,25.00
2018-09-09,沙田,4,三重彩,"2,5,6",741.00
2018-09-09,沙田,4,單T,"2,5,6",174.00
2018-09-09,沙田,4,四連環,"2,5,6,8",166.00
2018-09-09,沙田,4,四重彩,"2,5,6,8","2,791.00"
2018-09-09,沙田,4,第三口孖寶,1/2,90.50
2018-09-09,沙田,4,第一口孖T,"1,2,6/2,5,6","1,397.00"
2018-09-09,沙田,5,獨贏,1,29.50
2018-09-09,沙田,5,位置,1,13.50
2018-09-09,沙田,5,連贏,"1,9",171.50
2018-09-09,沙田,5,位置Q,"1,9",56.00
2018-09-09,沙田,5,3揀1（組合獨贏）,A1,14.50
2018-09-09,沙田,5,三重彩,"1,9,3","1,563.00"
2018-09-09,沙田,5,單T,"1,3,9",445.00
2018-09-09,沙田,5,四連環,"1,3,5,9",172.00
2018-09-09,沙田,5,四重彩,"1,9,3,5","4,070.00"
2018-09-09,沙田,5,第四口孖寶,2/1,125.50
2018-09-09,沙田,6,獨贏,9,92.50
2018-09-09,沙田,6,位置,9,22.50
2018-09-09,沙田,6,連贏,"8,9",731.50
2018-09-09,沙田,6,位置Q,"8,9",163.50
2018-09-09,沙田,6,3揀1（組合獨贏）,A1,未能勝出
2018-09-09,沙田,6,三重彩,"9,8,10","6,077.00"
2018-09-09,沙田,6,單T,"8,9,10",981.00
2018-09-09,沙田,6,四連環,"6,8,9,10","1,236.00"
2018-09-09,沙田,6,四重彩,"9,8,10,6","37,050.00"
2018-09-09,沙田,6,第五口孖寶,1/9,379.00
2018-09-09,沙田,6,三T,"2,5,6/1,3,9/8,9,10","1,854,012.00"
2018-09-09,沙田,6,三T(安慰獎),"2,5,6/1,3,9/任何組合","1,083.00"
2018-09-09,沙田,7,獨贏,2,247.00
2018-09-09,沙田,7,位置,2,60.00
2018-09-09,沙田,7,連贏,"2,10","1,173.50"
2018-09-09,沙田,7,位置Q,"2,10",306.00
2018-09-09,沙田,7,3揀1（組合獨贏）,A1,未能勝出
2018-09-09,沙田,7,三重彩,"2,10,6","34,258.00"
2018-09-09,沙田,7,單T,"2,6,10","4,648.00"
2018-09-09,沙田,7,四連環,"2,4,6,10","7,876.00"
2018-09-09,沙田,7,四重彩,"2,10,6,4","256,499.00"
2018-09-09,沙田,7,第六口孖寶,9/2,"1,458.50"
2018-09-09,沙田,7,第二口孖T,"8,9,10/2,6,10","648,762.00"
2018-09-09,沙田,8,獨贏,11,84.50
2018-09-09,沙田,8,位置,11,23.00
2018-09-09,沙田,8,連贏,"5,11",163.50
2018-09-09,沙田,8,位置Q,"5,11",55.50
2018-09-09,沙田,8,3揀1（組合獨贏）,A1,未能勝出
2018-09-09,沙田,8,三重彩,"11,5,2","1,699.00"
2018-09-09,沙田,8,單T,"2,5,11",146.00
2018-09-09,沙田,8,四連環,"2,3,5,11","2,224.00"
2018-09-09,沙田,8,四重彩,"11,5,2,3","59,432.00"
2018-09-09,沙田,8,第七口孖寶,2/11,"2,016.00"
2018-09-09,沙田,9,獨贏,7,113.00
2018-09-09,沙田,9,位置,7,35.00
2018-09-09,沙田,9,連贏,"1,7",455.00
2018-09-09,沙田,9,位置Q,"1,7",142.50
2018-09-09,沙田,9,3揀1（組合獨贏）,A1,未能勝出
2018-09-09,沙田,9,三重彩,"7,1,10","3,972.00"
2018-09-09,沙田,9,單T,"1,7,10",478.00
2018-09-09,沙田,9,四連環,"1,2,7,10",878.00
2018-09-09,沙田,9,四重彩,"7,1,10,2","26,070.00"
2018-09-09,沙田,9,第八口孖寶,11/7,"1,434.00"
2018-09-09,沙田,10,獨贏,9,140.50
2018-09-09,沙田,10,位置,9,30.50
2018-09-09,沙田,10,連贏,"9,12",448.00
2018-09-09,沙田,10,位置Q,"9,12",118.00
2018-09-09,沙田,10,3揀1（組合獨贏）,A1,未能勝出
2018-09-09,沙田,10,三重彩,"9,12,11","2,388.00"
2018-09-09,沙田,10,單T,"9,11,12",283.00
2018-09-09,沙田,10,四連環,"5,9,11,12",766.00
2018-09-09,沙田,10,四重彩,"9,12,11,5","34,595.00"
2018-09-09,沙田,10,第九口孖寶,7/9,"1,649.50"
2018-09-09,沙田,10,三寶,11/7/9,"12,918.00"
2018-09-09,沙田,10,第三口孖T,"1,7,10/9,11,12","19,682.00"
2018-09-09,沙田,10,六環彩,"1,9/8,9/2,10/5,11/1,7/9,12","251,598.00"
2018-09-09,沙田,10,騎師王 1,1 [田泰安],詳情
2018-09-09,沙田,1,獨贏,8,88.00
2018-09-09,沙田,1,位置,8,22.00
2018-09-09,沙田,1,連贏,"4,8",273.50
2018-09-09,沙田,1,位置Q,"4,8",85.00
2018-09-09,沙田,1,3揀1（組合獨贏）,A1,未能勝出
2018-09-09,沙田,1,三重彩,"8,4,10","3,322.00"
2018-09-09,沙田,1,單T,"4,8,10",560.00
2018-09-09,沙田,1,四連環,"4,7,8,10",369.00
2018-09-09,沙田,1,四重彩,"8,4,10,7","9,884.00"
