date,venue,race_no,pool,combination,dividend_hkd
2018-05-12,沙田,1,獨贏,9,32.00
2018-05-12,沙田,1,位置,9,12.50
2018-05-12,沙田,1,連贏,"9,12",143.00
2018-05-12,沙田,1,位置Q,"9,12",47.50
2018-05-12,沙田,1,3揀1（組合獨贏）,A1,未能勝出
2018-05-12,沙田,1,三重彩,"9,12,6","1,931.00"
2018-05-12,沙田,1,單T,"6,9,12",407.00
2018-05-12,沙田,1,四連環,"6,9,11,12","1,852.00"
2018-05-12,沙田,1,四重彩,"9,12,6,11","23,301.00"
2018-05-12,沙田,2,獨贏,2,149.00
2018-05-12,沙田,2,位置,2,43.00
2018-05-12,沙田,2,連贏,"2,13",550.50
2018-05-12,沙田,2,位置Q,"2,13",188.00
2018-05-12,沙田,2,3揀1（組合獨贏）,A1,未能勝出
2018-05-12,沙田,2,三重彩,"2,13,1","7,439.00"
2018-05-12,沙田,2,單T,"1,2,13",914.00
2018-05-12,沙田,2,四連環,"1,2,10,13","1,116.00"
2018-05-12,沙田,2,四重彩,"2,13,1,10","34,010.00"
2018-05-12,沙田,2,第一口孖寶,9/2,363.00
2018-05-12,沙田,3,獨贏,12,85.50
2018-05-12,沙田,3,位置,12,31.50
2018-05-12,沙田,3,連贏,"1,12",186.50
2018-05-12,沙田,3,位置Q,"1,12",69.00
2018-05-12,沙田,3,3揀1（組合獨贏）,A1,未能勝出
2018-05-12,沙田,3,三重彩,"12,1,10","1,316.00"
2018-05-12,沙田,3,單T,"1,10,12",177.00
2018-05-12,沙田,3,四連環,"1,4,10,12","1,212.00"
2018-05-12,沙田,3,四重彩,"12,1,10,4","28,717.00"
2018-05-12,沙田,3,第二口孖寶,2/12,"1,392.50"
2018-05-12,沙田,4,獨贏,4,38.50
2018-05-12,沙田,4,位置,4,15.50
2018-05-12,沙田,4,連贏,"3,4",104.00
2018-05-12,沙田,4,位置Q,"3,4",43.50
2018-05-12,沙田,4,3揀1（組合獨贏）,A1,25.00
