horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L148,08/09/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱兩圈,,內圈 快踱兩圈 (副練馬師)
L148,07/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
L148,06/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
L148,04/09/2026,試閘,從化,草地,從化 草地,1200M,1.10.03,70.03,24.6 22.5 22.9,何方來聲,沙里扎,,第7組,CP,第7組 (沙里扎) 1200M 何方來聲 24.6 22.5 22.9 (1.10.03)
L148,04/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,CP,飛機場 踱步 (助手)
L148,03/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
L148,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
L148,01/09/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,,內圈 快踱一圈 (副練馬師)
L148,31/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
L148,30/08/2026,快操,從化,全天候,從化 全天候,,1.26.2,86.2,32.1 28.5 25.6,,副練馬師,,快操,,32.1 28.5 25.6 (1.26.2) (副練馬師)
L148,30/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,副練馬師,,踱步,,飛機場 踱步 (副練馬師)
L148,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L148,28/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L148,27/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
