horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
E436,05/09/2026,快操,沙田,全天候,沙田 全天候,,32.8,32.8,32.8,,助手,,快操,,32.8 (32.8) (助手)
E436,05/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
E436,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E436,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
E436,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E436,03/09/2026,快操,沙田,全天候,沙田 全天候,,34.0,34.0,34.0,,助手,,快操,,34.0 (34.0) (助手)
E436,03/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
E436,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E436,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E436,01/09/2026,快操,沙田,全天候,沙田 全天候,,1.30.7,90.7,33.4 31.0 26.3,,助手,,快操,,33.4 31.0 26.3 (1.30.7) (助手)
E436,01/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
E436,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E436,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
E436,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E436,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
E436,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E436,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
E436,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E436,28/08/2026,快操,沙田,全天候,沙田 全天候,,54.7,54.7,29.7 25.0,,助手,,快操,,29.7 25.0 (54.7) (助手)
E436,28/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
E436,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E436,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,,內圈 倒快一圈 (助手)
E436,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
