horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H203,08/09/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.10.83,70.83,24.2 22.9 23.7,紫荊傳令,袁幸堯,,第3組,PC,第3組 (袁幸堯) 1200M 紫荊傳令 24.2 22.9 23.7 (1.10.83)
H203,08/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,08/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H203,07/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,07/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H/XB,內圈 倒快一圈 (助手)
H203,06/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,06/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,05/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,03/09/2026,快操,沙田,全天候,沙田 全天候,,33.6,33.6,33.6,,助手,,快操,H/XB,33.6 (33.6) (助手)
H203,03/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,31/08/2026,快操,沙田,全天候,沙田 全天候,,58.1,58.1,32.1 26.0,,助手,,快操,H/XB,32.1 26.0 (58.1) (助手)
H203,31/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,27/08/2026,快操,沙田,全天候,沙田 全天候,,54.5,54.5,30.2 24.3,,助手,,快操,H/XB,30.2 24.3 (54.5) (助手)
H203,27/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,26/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H/XB,內圈 倒快一圈 (助手)
H203,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,22/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,21/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,21/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,20/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,20/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H/XB,內圈 倒快一圈 (助手)
H203,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,19/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,18/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,18/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,13/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,13/08/2026,快操,沙田,全天候,沙田 全天候,,56.5,56.5,29.6 26.9,,助手,,快操,H/XB,29.6 26.9 (56.5) (助手)
H203,13/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,12/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,12/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,11/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,11/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,10/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,10/08/2026,快操,沙田,全天候,沙田 全天候,,30.0,30.0,30.0,,助手,,快操,H/XB,30.0 (30.0) (助手)
H203,10/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,09/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,09/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,08/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,08/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,07/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,07/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,06/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,06/08/2026,快操,沙田,全天候,沙田 全天候,,30.6,30.6,30.6,,助手,,快操,H/XB,30.6 (30.6) (助手)
H203,06/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,05/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,04/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,03/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,02/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,01/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,31/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,30/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,29/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,28/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,27/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,15/07/2026,出賽,跑馬地,草地,跑馬地 草地,1200M,,,,,希威森,7/12,出賽,PC,1200M (希威森) (7/12)
H203,15/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,14/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,14/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,13/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,13/07/2026,快操,沙田,全天候,沙田 全天候,,51.7,51.7,30.0 21.7,,助手,,快操,H/XB,30.0 21.7 (51.7) (助手)
H203,13/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,12/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,12/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,11/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,11/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,10/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,10/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,04/07/2026,出賽,沙田,草地,沙田 草地,1200M,,,,,艾兆禮,1/11,出賽,B-/PC2,1200M (艾兆禮) (1/11)
H203,04/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H203,03/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,03/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H203,02/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H203,02/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H/XB,內圈 倒快一圈 (助手)
H203,01/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
