horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L183,05/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L183,04/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,04/09/2026,游水,從化,,從化,,,,,,,,游水,,
L183,04/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L183,03/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,03/09/2026,游水,從化,,從化,,,,,,,,游水,,
L183,03/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L183,02/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
L183,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L183,01/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
L183,01/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L183,31/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,31/08/2026,游水,從化,,從化,,,,,,,,游水,,
L183,31/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L183,30/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,30/08/2026,游水,從化,,從化,,,,,,,,游水,,
L183,30/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L183,29/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,29/08/2026,游水,從化,,從化,,,,,,,,游水,,
L183,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L183,28/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
L183,28/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L183,27/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,27/08/2026,游水,從化,,從化,,,,,,,,游水,,
L183,27/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L183,26/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,26/08/2026,游水,從化,,從化,,,,,,,,游水,,
L183,26/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L183,25/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
L183,25/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L183,24/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L183,24/08/2026,游水,從化,,從化,,,,,,,,游水,,
L183,24/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L183,23/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
