horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L108,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,04/09/2026,快操,沙田,全天候,沙田 全天候,,53.3,53.3,28.4 24.9,,助手,,正義波,,28.4 24.9 (53.3) (助手) 正義波
L108,04/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L108,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,03/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L108,02/09/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 快操,,馬匹跑步機 - 快操 （上斜）
L108,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L108,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,27/08/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
L108,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,25/08/2026,試閘,從化,草地,從化 草地,1200M,1.11.07,71.07,24.7 22.2 24.1,光年程祥,徐君禮,,第1組,,第1組 (徐君禮) 1200M 光年程祥 24.7 22.2 24.1 (1.11.07)
L108,25/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L108,24/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L108,23/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,23/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
L108,22/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,22/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,22/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
L108,21/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,21/08/2026,馬匹跑步機,從化,,從化,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
L108,21/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,20/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,20/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,20/08/2026,快操,從化,草地,從化 草地,,52.4,52.4,27.3 25.1,,助手,,風火猴王,,27.3 25.1 (52.4) (助手) 風火猴王
L108,20/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L108,19/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,19/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,19/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,18/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,18/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,18/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,17/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,17/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,17/08/2026,快操,從化,全天候,從化 全天候,,57.4,57.4,30.2 27.2,,助手,,快操,,30.2 27.2 (57.4) (助手)
L108,17/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L108,16/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,16/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,16/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,15/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,15/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,15/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,14/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,14/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,14/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,13/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,13/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,13/08/2026,快操,從化,全天候,從化 全天候,,55.5,55.5,30.3 25.2,,助手,,蹺妙,,30.3 25.2 (55.5) (助手) 蹺妙
L108,13/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L108,12/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,12/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,12/08/2026,踱步,從化,登山跑道,從化 登山跑道,,,,,,助手,,快踱,H,登山跑道 快踱 (助手)
L108,11/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,11/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,11/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,10/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,10/08/2026,馬匹跑步機,從化,,從化,,,,,,,,馬匹跑步機 - 步行,,馬匹跑步機 - 步行
L108,09/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,09/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,09/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,08/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,08/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,08/08/2026,踱步,從化,登山跑道,從化 登山跑道,,,,,,助手,,快踱,H,登山跑道 快踱 (助手)
L108,07/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,07/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,07/08/2026,快操,從化,全天候,從化 全天候,,1.03.3,63.3,33.1 30.2,,助手,,快操,H,33.1 30.2 (1.03.3) (助手)
L108,07/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L108,06/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,06/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L108,05/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,05/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,05/08/2026,踱步,從化,登山跑道,從化 登山跑道,,,,,,助手,,快踱,H,登山跑道 快踱 (助手)
L108,04/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,04/08/2026,馬匹跑步機,從化,,從化,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
L108,03/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,03/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,03/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L108,02/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,02/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,02/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,01/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,01/08/2026,馬匹跑步機,從化,,從化,,,,,,上斜,,馬匹跑步機 - 踱步,,馬匹跑步機 - 踱步 （上斜）
L108,01/08/2026,游水,從化,,從化,,,,,,,,游水,,
L108,31/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,30/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,30/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,29/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,29/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,28/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,28/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,27/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,27/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L108,25/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,25/07/2026,馬匹跑步機,從化,,從化,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
L108,24/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,24/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,副練馬師,,踱步,,飛機場 踱步 (副練馬師)
L108,23/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,23/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,副練馬師,,踱步,,飛機場 踱步 (副練馬師)
L108,22/07/2026,馬匹跑步機,從化,,從化,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
L108,21/07/2026,馬匹跑步機,從化,,從化,,,,,,上斜,,馬匹跑步機 - 踱步,,馬匹跑步機 - 踱步 （上斜）
L108,20/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,20/07/2026,馬匹跑步機,從化,,從化,,,,,,上斜,,馬匹跑步機 - 踱步,,馬匹跑步機 - 踱步 （上斜）
L108,19/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,18/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L108,18/07/2026,馬匹跑步機,從化,,從化,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
L108,15/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,15/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,14/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,14/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,13/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,13/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L108,12/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,12/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,11/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,11/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,10/07/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
L108,10/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,09/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,09/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L108,08/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L108,08/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L108,07/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
