horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H116,05/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/SR,內圈 快踱一圈 (助手)
H116,04/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H116,03/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H116,03/09/2026,快操,從化,草地,從化 草地,,54.7,54.7,29.0 25.7,,助手,,快操,SR,29.0 25.7 (54.7) (助手)
H116,03/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,SR,飛機場 踱步 (助手)
H116,02/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H116,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
H116,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/SR,內圈 快踱一圈 (助手)
H116,01/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H116,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
H116,01/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/SR,內圈 快踱一圈 (助手)
H116,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H116,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H/XB,內圈 倒快一圈 (助手)
H116,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H116,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H116,29/08/2026,快操,沙田,全天候,沙田 全天候,,54.5,54.5,29.5 25.0,,助手,,快操,SR,29.5 25.0 (54.5) (助手)
H116,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H116,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H116,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
