horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L371,08/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,E,內圈 快踱一圈 (助手)
L371,07/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,07/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,E,內圈 倒快兩圈 (助手)
L371,06/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,06/09/2026,游水,從化,,從化,,,,,,,,游水,,
L371,06/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,E,內圈 快踱一圈 (助手)
L371,05/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,05/09/2026,游水,從化,,從化,,,,,,,,游水,,
L371,04/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,04/09/2026,試閘,從化,草地,從化 草地,1000M,0.56.76,56.76,13.7 21.3 21.7,正本巨星,楊明綸,,第1組,,第1組 (楊明綸) 1000M 正本巨星 13.7 21.3 21.7 (0.56.76)
L371,04/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L371,03/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,03/09/2026,游水,從化,,從化,,,,,,,,游水,,
L371,03/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,E,內圈 倒快兩圈 (助手)
L371,02/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
L371,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,E,內圈 快踱一圈 (助手)
L371,01/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
L371,31/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,31/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,31/08/2026,快操,從化,全天候,從化 全天候,,56.1,56.1,30.0 26.1,,助手,,快操,E,30.0 26.1 (56.1) (助手)
L371,31/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
L371,30/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,30/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,E,內圈 快踱一圈 (助手)
L371,29/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,29/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,E,內圈 快踱一圈 (助手)
L371,28/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,28/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,E,內圈 快踱一圈 (助手)
L371,27/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,27/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,26/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,26/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,26/08/2026,快操,從化,登山跑道,從化 登山跑道,,26.6,26.6,26.6,,助手,,快操,E,26.6 (26.6) (助手)
L371,26/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
L371,25/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,25/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,E,內圈 快踱一圈 (助手)
L371,24/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,24/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,24/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,E,內圈 倒快兩圈 (助手)
L371,23/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,22/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,22/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,22/08/2026,快操,從化,登山跑道,從化 登山跑道,,28.8,28.8,28.8,,助手,,快操,E,28.8 (28.8) (助手)
L371,22/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
L371,21/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,21/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,21/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,E,內圈 快踱一圈 (助手)
L371,20/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,20/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,20/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,E,內圈 倒快兩圈 (助手)
L371,19/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L371,19/08/2026,游水,從化,,從化,,,,,,,,游水,,
L371,19/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
L371,18/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
