horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L188,09/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,08/09/2026,游水,從化,,從化,,,,,,,,游水,,
L188,08/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,07/09/2026,游水,從化,,從化,,,,,,,,游水,,
L188,07/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H/XB,內圈 倒快兩圈 (助手)
L188,06/09/2026,游水,從化,,從化,,,,,,,,游水,,
L188,06/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,05/09/2026,游水,從化,,從化,,,,,,,,游水,,
L188,05/09/2026,快操,從化,登山跑道,從化 登山跑道,,51.2,51.2,27.4 23.8,,助手,,快操,H/P/XB,27.4 23.8 (51.2) (助手)
L188,05/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P/XB,飛機場 踱步 (助手)
L188,04/09/2026,游水,從化,,從化,,,,,,,,游水,,
L188,04/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,03/09/2026,游水,從化,,從化,,,,,,,,游水,,
L188,03/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H/XB,內圈 倒快兩圈 (助手)
L188,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
L188,02/09/2026,快操,從化,登山跑道,從化 登山跑道,,53.9,53.9,27.3 26.6,,助手,,快操,H/P/XB,27.3 26.6 (53.9) (助手)
L188,02/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P/XB,飛機場 踱步 (助手)
L188,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
L188,01/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,31/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,31/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H/XB,內圈 倒快兩圈 (助手)
L188,30/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,30/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,29/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,28/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,27/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,27/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
L188,26/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,26/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,25/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,24/08/2026,試閘,從化,草地,從化 草地,800M,0.46.44,46.44,24.3 22.1,好友心得,奧爾民,,第5組,XB,第5組 (奧爾民) 800M 好友心得 24.3 22.1 (0.46.44)
L188,24/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
L188,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,23/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,22/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,22/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,21/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,21/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,20/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,20/08/2026,快操,從化,全天候,從化 全天候,,53.1,53.1,29.0 24.1,,助手,,快操,H/P/XB,29.0 24.1 (53.1) (助手)
L188,20/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P/XB,飛機場 踱步 (助手)
L188,19/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,19/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,18/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,18/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,17/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,17/08/2026,快操,從化,全天候,從化 全天候,,52.0,52.0,27.5 24.5,,助手,,快操,H/P/XB,27.5 24.5 (52.0) (助手)
L188,17/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P/XB,飛機場 踱步 (助手)
L188,16/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,16/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,15/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,15/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,14/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,14/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,13/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,13/08/2026,快操,從化,全天候,從化 全天候,,54.2,54.2,28.0 26.2,,助手,,快操,H/P/XB,28.0 26.2 (54.2) (助手)
L188,13/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P/XB,飛機場 踱步 (助手)
L188,12/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,12/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,11/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,11/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,10/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,10/08/2026,快操,從化,全天候,從化 全天候,,53.0,53.0,28.0 25.0,,助手,,快操,H/P/XB,28.0 25.0 (53.0) (助手)
L188,10/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P/XB,飛機場 踱步 (助手)
L188,09/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,09/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,08/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,08/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,07/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,07/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,06/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,06/08/2026,快操,從化,全天候,從化 全天候,,57.0,57.0,29.4 27.6,,助手,,快操,H/P/XB,29.4 27.6 (57.0) (助手)
L188,06/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P/XB,飛機場 踱步 (助手)
L188,05/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,05/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,04/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,04/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,03/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,03/08/2026,快操,從化,全天候,從化 全天候,,1.01.0,61.0,31.4 29.6,,助手,,快操,H/P/XB,31.4 29.6 (1.01.0) (助手)
L188,03/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P/XB,飛機場 踱步 (助手)
L188,02/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,02/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,01/08/2026,游水,從化,,從化,,,,,,,,游水,,
L188,01/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,31/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,30/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,29/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,28/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,28/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,27/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,27/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
L188,25/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,25/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
L188,24/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,24/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
L188,23/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,23/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
L188,22/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,21/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,20/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,19/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,18/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,17/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,16/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L188,15/07/2026,游水,從化,,從化,,,,,,,,游水,,
L188,15/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L188,14/07/2026,游水,從化,,從化,,,,,,,,游水,,
