horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H383,07/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,,內圈 倒快一圈 (助手)
H383,06/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H383,03/09/2026,快操,沙田,全天候,沙田 全天候,,1.21.3,81.3,29.3 27.3 24.7,,黃智弘,,快操,,29.3 27.3 24.7 (1.21.3) (黃智弘)
H383,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
H383,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
H383,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H383,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H383,29/08/2026,快操,沙田,全天候,沙田 全天候,,1.23.5,83.5,30.8 27.0 25.7,,助手,,快操,,30.8 27.0 25.7 (1.23.5) (助手)
H383,29/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H383,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
H383,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H383,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,26/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
H383,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
H383,24/08/2026,快操,沙田,全天候,沙田 全天候,,52.7,52.7,28.0 24.7,,助手,,快操,,28.0 24.7 (52.7) (助手)
H383,24/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H383,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,23/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H383,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,22/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
H383,21/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,21/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
H383,20/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,20/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H383,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,19/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,快踱兩圈,,內圈 快踱兩圈 (黃智弘)
H383,18/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,18/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,快踱兩圈,,內圈 快踱兩圈 (黃智弘)
H383,17/08/2026,快操,沙田,全天候,沙田 全天候,,53.3,53.3,27.8 25.5,,黃智弘,,快操,,27.8 25.5 (53.3) (黃智弘)
H383,16/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,16/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H383,15/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,15/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,快踱兩圈,,內圈 快踱兩圈 (黃智弘)
H383,14/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,14/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,快踱兩圈,,內圈 快踱兩圈 (黃智弘)
H383,13/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,13/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,倒快兩圈,,內圈 倒快兩圈 (黃智弘)
H383,12/08/2026,快操,沙田,全天候,沙田 全天候,,1.25.4,85.4,32.9 27.9 24.6,,黃智弘,,快操,,32.9 27.9 24.6 (1.25.4) (黃智弘)
H383,11/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,11/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
H383,10/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,10/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H383,09/08/2026,快操,沙田,全天候,沙田 全天候,,55.5,55.5,28.6 26.9,,助手,,快操,,28.6 26.9 (55.5) (助手)
H383,08/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,08/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,快踱一圈,,內圈 快踱一圈 (黃智弘)
H383,07/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,07/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
H383,06/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,,內圈 倒快一圈 (助手)
H383,05/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H383,04/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H383,03/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H383,02/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H383,01/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H383,31/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H383,30/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H383,29/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H383,08/07/2026,出賽,跑馬地,草地,跑馬地 草地,1800M,,,,,莫雷拉,5/12,出賽,TT,1800M (莫雷拉) (5/12)
H383,07/07/2026,馬匹跑步機,沙田,,沙田,,,,,,,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑
H383,07/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,06/07/2026,馬匹跑步機,沙田,,沙田,,,,,,,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑
H383,06/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,05/07/2026,馬匹跑步機,沙田,,沙田,,,,,,,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑
H383,05/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H383,04/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
