horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H180,09/09/2026,出賽,跑馬地,草地,跑馬地 草地,1200M,,,,,何澤堯,9/12,出賽,B-/V2,1200M (何澤堯) (9/12)
H180,09/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,副練馬師,,踱步,,飛機場 踱步 (副練馬師)
H180,08/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,08/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H180,07/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,07/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H180,06/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,06/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,05/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,,內圈 快踱一圈 (副練馬師)
H180,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,03/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H180,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,01/09/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.11.75,71.75,24.2 22.7 24.8,快樂高球,田泰安,,第6組,B,第6組 (田泰安) 1200M 快樂高球 24.2 22.7 24.8 (1.11.75)
H180,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H180,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,29/08/2026,快操,沙田,全天候,沙田 全天候,,58.1,58.1,29.4 28.7,,助手,,快操,B,29.4 28.7 (58.1) (助手)
H180,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快兩圈,,內圈 倒快兩圈 (副練馬師)
H180,26/08/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
H180,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,25/08/2026,快操,沙田,全天候,沙田 全天候,,1.25.6,85.6,32.5 27.7 25.4,,副練馬師,,快操,B,32.5 27.7 25.4 (1.25.6) (副練馬師)
H180,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H180,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,23/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,22/08/2026,踱步,沙田,外圈,沙田 外圈,,,,,,助手,,快踱一圈,,外圈 快踱一圈 (助手)
H180,21/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,21/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,20/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,20/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H180,19/08/2026,馬匹跑步機,沙田,,沙田,,,,,,,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑
H180,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,18/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,18/08/2026,快操,沙田,全天候,沙田 全天候,,1.26.0,86.0,30.8 28.7 26.5,,助手,,快操,B,30.8 28.7 26.5 (1.26.0) (助手)
H180,17/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,17/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H180,16/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,16/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,15/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,15/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,14/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,14/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,13/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,13/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H180,12/08/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
H180,11/08/2026,快操,沙田,全天候,沙田 全天候,,56.5,56.5,29.7 26.8,,副練馬師,,快操,B,29.7 26.8 (56.5) (副練馬師)
H180,10/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H180,10/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H180,09/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,,內圈 快踱一圈 (副練馬師)
H180,08/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,07/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,06/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
H180,05/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
H180,04/08/2026,快操,沙田,全天候,沙田 全天候,,31.0,31.0,31.0,,助手,,快操,B,31.0 (31.0) (助手)
H180,03/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
