horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H244,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,25/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,24/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,24/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,倒快一圈,H,內圈 倒快一圈 (副練馬師)
H244,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,23/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H244,22/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,22/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H244,21/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,21/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,20/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,20/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,倒快一圈,H,內圈 倒快一圈 (副練馬師)
H244,19/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,19/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,18/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,18/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
H244,17/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,17/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,倒快兩圈,H,內圈 倒快兩圈 (副練馬師)
H244,16/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,15/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,15/08/2026,快操,從化,全天候,從化 全天候,,57.2,57.2,30.4 26.8,,副練馬師,,快操,H,30.4 26.8 (57.2) (副練馬師)
H244,15/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
H244,14/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,14/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,13/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,13/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,倒快一圈,H,內圈 倒快一圈 (副練馬師)
H244,12/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,12/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,11/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,11/08/2026,快操,從化,全天候,從化 全天候,,28.0,28.0,28.0,,副練馬師,,快操,H,28.0 (28.0) (副練馬師)
H244,11/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
H244,10/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,10/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,倒快一圈,H,內圈 倒快一圈 (副練馬師)
H244,09/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,08/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,08/08/2026,快操,從化,全天候,從化 全天候,,31.1,31.1,31.1,,副練馬師,,快操,H,31.1 (31.1) (副練馬師)
H244,08/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
H244,07/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,07/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,06/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,06/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,倒快一圈,H,內圈 倒快一圈 (副練馬師)
H244,05/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,05/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,04/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,04/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,03/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,03/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,倒快一圈,H,內圈 倒快一圈 (副練馬師)
H244,02/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,02/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,01/08/2026,游水,從化,,從化,,,,,,,,游水,,
H244,01/08/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
H244,31/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H244,30/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H244,29/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H244,28/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H244,27/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H244,25/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
