horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L096,09/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L096,08/09/2026,快操,沙田,全天候,沙田 全天候,,54.4,54.4,29.3 25.1,,助手,,快操,CP/H,29.3 25.1 (54.4) (助手)
L096,08/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,CP/H,飛機場 踱步 (助手)
L096,07/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L096,07/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,CP/H,內圈 倒快一圈 (助手)
L096,06/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L096,05/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L096,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L096,04/09/2026,快操,沙田,全天候,沙田 全天候,,57.2,57.2,29.6 27.6,,助手,,快操,CP/H,29.6 27.6 (57.2) (助手)
L096,04/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,CP/H,飛機場 踱步 (助手)
L096,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L096,03/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,CP/H,內圈 倒快一圈 (助手)
L096,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L096,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L096,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L096,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L096,31/08/2026,快操,沙田,全天候,沙田 全天候,,56.7,56.7,30.0 26.7,,助手,,快操,CP/H,30.0 26.7 (56.7) (助手)
L096,31/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,CP/H,飛機場 踱步 (助手)
L096,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L096,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L096,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L096,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L096,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L096,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L096,27/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,CP/H,飛機場 踱步 (助手)
L096,26/08/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.10.78,70.78,24.1 22.9 23.7,繼往開來,袁幸堯,,第1組,B,第1組 (袁幸堯) 1200M 繼往開來 24.1 22.9 23.7 (1.10.78)
L096,26/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,B,飛機場 踱步 (助手)
L096,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
