horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H436,09/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,08/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,07/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,06/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,05/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,08/07/2026,出賽,跑馬地,草地,跑馬地 草地,1000M,,,,,艾兆禮,2/11,出賽,E,1000M (艾兆禮) (2/11)
H436,08/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,07/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,07/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,06/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,06/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,05/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,05/07/2026,快操,沙田,全天候,沙田 全天候,,1.00.4,60.4,33.7 26.7,,助手,,快操,E,33.7 26.7 (1.00.4) (助手)
H436,05/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,04/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,04/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,03/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,03/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,02/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,02/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,01/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,01/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,30/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,27/06/2026,出賽,沙田,草地,沙田 草地,1200M,,,,,艾兆禮,3/14,出賽,E,1200M (艾兆禮) (3/14)
H436,27/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,26/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,26/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,25/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,25/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,24/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,24/06/2026,快操,沙田,全天候,沙田 全天候,,56.8,56.8,32.3 24.5,,助手,,快操,E,32.3 24.5 (56.8) (助手)
H436,24/06/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,23/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,23/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,22/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,22/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,21/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,21/06/2026,快操,沙田,全天候,沙田 全天候,,58.8,58.8,33.8 25.0,,助手,,快操,E,33.8 25.0 (58.8) (助手)
H436,21/06/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,20/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,20/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,19/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,19/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,18/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,18/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,17/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,17/06/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,16/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,15/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,13/06/2026,出賽,沙田,草地,沙田 草地,1200M,,,,,布浩榮,1/11,出賽,E,1200M (布浩榮) (1/11)
H436,13/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,12/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,12/06/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,11/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,10/06/2026,游水,從化,,從化,,,,,,,,游水,,
H436,10/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,09/06/2026,游水,從化,,從化,,,,,,,,游水,,
H436,09/06/2026,快操,從化,全天候,從化 全天候,,59.1,59.1,32.6 26.5,,助手,,快操,H,32.6 26.5 (59.1) (助手)
H436,09/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,08/06/2026,游水,從化,,從化,,,,,,,,游水,,
H436,08/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,07/06/2026,游水,從化,,從化,,,,,,,,游水,,
H436,07/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,06/06/2026,游水,從化,,從化,,,,,,,,游水,,
H436,06/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,05/06/2026,游水,從化,,從化,,,,,,,,游水,,
H436,05/06/2026,快操,從化,全天候,從化 全天候,,27.6,27.6,27.6,,助手,,快操,,27.6 (27.6) (助手)
H436,05/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
H436,04/06/2026,游水,從化,,從化,,,,,,,,游水,,
H436,04/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,03/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,02/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,02/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,01/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,01/06/2026,快操,沙田,全天候,沙田 全天候,,57.9,57.9,31.5 26.4,,助手,,快操,E,31.5 26.4 (57.9) (助手)
H436,01/06/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,31/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,31/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,30/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,30/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,29/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,29/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,28/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,28/05/2026,快操,沙田,全天候,沙田 全天候,,57.7,57.7,33.2 24.5,,助手,,快操,E,33.2 24.5 (57.7) (助手)
H436,28/05/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,27/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,27/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,26/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,26/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,25/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,25/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,24/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,24/05/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,23/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,22/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,20/05/2026,出賽,跑馬地,草地,跑馬地 草地,1000M,,,,,奧爾民,8/12,出賽,E,1000M (奧爾民) (8/12)
H436,20/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,19/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,19/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,18/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,18/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,17/05/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,16/05/2026,快操,從化,全天候,從化 全天候,,58.2,58.2,32.4 25.8,,助手,,快操,H,32.4 25.8 (58.2) (助手)
H436,16/05/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,15/05/2026,游水,從化,,從化,,,,,,,,游水,,
H436,15/05/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,14/05/2026,游水,從化,,從化,,,,,,,,游水,,
H436,14/05/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,13/05/2026,游水,從化,,從化,,,,,,,,游水,,
H436,13/05/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,12/05/2026,游水,從化,,從化,,,,,,,,游水,,
H436,11/05/2026,試閘,從化,草地,從化 草地,1000M,0.59.23,59.23,13.8 21.8 23.6,萬里雲,奧爾民,,第4組,E,第4組 (奧爾民) 1000M 萬里雲 13.8 21.8 23.6 (0.59.23)
H436,11/05/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,10/05/2026,游水,從化,,從化,,,,,,,,游水,,
H436,10/05/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,09/05/2026,游水,從化,,從化,,,,,,,,游水,,
H436,09/05/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,08/05/2026,游水,從化,,從化,,,,,,,,游水,,
H436,08/05/2026,快操,從化,全天候,從化 全天候,,59.5,59.5,33.0 26.5,,助手,,快操,H,33.0 26.5 (59.5) (助手)
H436,08/05/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,07/05/2026,游水,從化,,從化,,,,,,,,游水,,
H436,07/05/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,06/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,05/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,05/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,04/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,04/05/2026,快操,沙田,全天候,沙田 全天候,,58.3,58.3,32.8 25.5,,助手,,快操,E,32.8 25.5 (58.3) (助手)
H436,04/05/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,03/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,03/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,02/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,02/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,01/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,01/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,30/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,30/04/2026,快操,沙田,全天候,沙田 全天候,,56.1,56.1,31.8 24.3,,助手,,快操,E,31.8 24.3 (56.1) (助手)
H436,30/04/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,29/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,29/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,28/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,28/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,27/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,27/04/2026,快操,沙田,全天候,沙田 全天候,,56.2,56.2,31.4 24.8,,助手,,快操,E,31.4 24.8 (56.2) (助手)
H436,27/04/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,26/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,26/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,25/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,25/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,24/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,24/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,23/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,23/04/2026,快操,沙田,全天候,沙田 全天候,,57.3,57.3,32.4 24.9,,助手,,快操,E,32.4 24.9 (57.3) (助手)
H436,23/04/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,22/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,22/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,21/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,21/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,20/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,20/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,19/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,19/04/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,18/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,17/04/2026,游水,沙田,,沙田,,,,,,,,游水,,
H436,15/04/2026,出賽,跑馬地,草地,跑馬地 草地,1000M,,,,,奧爾民,5/12,出賽,E,1000M (奧爾民) (5/12)
H436,15/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,14/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,13/04/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,12/04/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,10/04/2026,試閘,從化,草地,從化 草地,1200M,1.11.03,71.03,24.8 22.5 23.7,致力之城,楊明綸,,第6組,E,第6組 (楊明綸) 1200M 致力之城 24.8 22.5 23.7 (1.11.03)
H436,10/04/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,E,飛機場 踱步 (助手)
H436,09/04/2026,游水,從化,,從化,,,,,,,,游水,,
H436,09/04/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,08/04/2026,游水,從化,,從化,,,,,,,,游水,,
H436,08/04/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,07/04/2026,游水,從化,,從化,,,,,,,,游水,,
H436,07/04/2026,快操,從化,全天候,從化 全天候,,58.0,58.0,31.4 26.6,,助手,,快操,H,31.4 26.6 (58.0) (助手)
H436,07/04/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,06/04/2026,游水,從化,,從化,,,,,,,,游水,,
H436,06/04/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,05/04/2026,游水,從化,,從化,,,,,,,,游水,,
H436,05/04/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,04/04/2026,游水,從化,,從化,,,,,,,,游水,,
H436,04/04/2026,快操,從化,全天候,從化 全天候,,58.3,58.3,31.1 27.2,,助手,,快操,H,31.1 27.2 (58.3) (助手)
H436,04/04/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,03/04/2026,游水,從化,,從化,,,,,,,,游水,,
H436,03/04/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,02/04/2026,游水,從化,,從化,,,,,,,,游水,,
H436,02/04/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,01/04/2026,游水,從化,,從化,,,,,,,,游水,,
H436,01/04/2026,快操,從化,全天候,從化 全天候,,59.1,59.1,32.3 26.8,,助手,,快操,H,32.3 26.8 (59.1) (助手)
H436,01/04/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H436,31/03/2026,游水,從化,,從化,,,,,,,,游水,,
H436,31/03/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H436,30/03/2026,游水,從化,,從化,,,,,,,,游水,,
H436,30/03/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
H436,29/03/2026,游水,從化,,從化,,,,,,,,游水,,
