horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H475,09/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P,飛機場 踱步 (助手)
H475,08/09/2026,游水,從化,,從化,,,,,,,,游水,,
H475,07/09/2026,試閘,從化,草地,從化 草地,1000M,0.57.48,57.48,13.8 21.4 22.2,神衝萬里,袁幸堯,,第2組,PC,第2組 (袁幸堯) 1000M 神衝萬里 13.8 21.4 22.2 (0.57.48)
H475,07/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,PC,飛機場 踱步 (助手)
H475,06/09/2026,游水,從化,,從化,,,,,,,,游水,,
H475,06/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H475,05/09/2026,游水,從化,,從化,,,,,,,,游水,,
H475,05/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H475,04/09/2026,游水,從化,,從化,,,,,,,,游水,,
H475,04/09/2026,快操,從化,全天候,從化 全天候,,57.0,57.0,29.7 27.3,,助手,,快操,H/P,29.7 27.3 (57.0) (助手)
H475,04/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P,飛機場 踱步 (助手)
H475,03/09/2026,游水,從化,,從化,,,,,,,,游水,,
H475,03/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H/P,內圈 倒快兩圈 (助手)
H475,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
H475,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H475,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
H475,01/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/P,飛機場 踱步 (助手)
H475,31/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,31/08/2026,快操,從化,全天候,從化 全天候,,1.18.9,78.9,27.6 24.9 26.4,,助手,,快操,H/P,27.6 24.9 26.4 (1.18.9) (助手)
H475,30/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,30/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H475,29/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H475,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,28/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H475,27/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,27/08/2026,快操,從化,全天候,從化 全天候,,57.3,57.3,29.5 27.8,,助手,,快操,H/P,29.5 27.8 (57.3) (助手)
H475,26/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,26/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H475,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,25/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H475,24/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,24/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H/P,內圈 倒快一圈 (助手)
H475,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,23/08/2026,快操,從化,全天候,從化 全天候,,54.2,54.2,29.3 24.9,,助手,,快操,H/P,29.3 24.9 (54.2) (助手)
H475,22/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,22/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H475,21/08/2026,游水,從化,,從化,,,,,,,,游水,,
H475,21/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
