horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H418,09/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,08/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,08/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,07/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,07/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H418,06/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,06/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,05/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,03/09/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.09.97,69.97,24.4 22.8 22.7,星運傳奇,霍宏聲,,第1組,B,第1組 (霍宏聲) 1200M 星運傳奇 24.4 22.8 22.7 (1.09.97)
H418,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H418,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,30/08/2026,快操,沙田,全天候,沙田 全天候,,53.7,53.7,29.0 24.7,,助手,,快操,B,29.0 24.7 (53.7) (助手)
H418,30/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,B,飛機場 踱步 (助手)
H418,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H418,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,26/08/2026,快操,沙田,全天候,沙田 全天候,,58.4,58.4,31.5 26.9,,助手,,快操,B,31.5 26.9 (58.4) (助手)
H418,26/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,B,飛機場 踱步 (助手)
H418,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H418,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,23/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,22/08/2026,快操,沙田,全天候,沙田 全天候,,57.0,57.0,30.8 26.2,,助手,,快操,B,30.8 26.2 (57.0) (助手)
H418,22/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,B,飛機場 踱步 (助手)
H418,21/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,21/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,20/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,20/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H418,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,19/08/2026,快操,沙田,全天候,沙田 全天候,,55.0,55.0,29.1 25.9,,助手,,快操,B,29.1 25.9 (55.0) (助手)
H418,19/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,B,飛機場 踱步 (助手)
H418,18/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,18/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,17/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,17/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H418,16/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,16/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,15/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,15/08/2026,快操,沙田,全天候,沙田 全天候,,56.6,56.6,30.1 26.5,,助手,,快操,B,30.1 26.5 (56.6) (助手)
H418,15/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,B,飛機場 踱步 (助手)
H418,14/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,14/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,13/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,13/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H418,12/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,12/08/2026,快操,沙田,全天候,沙田 全天候,,56.3,56.3,30.2 26.1,,助手,,快操,B,30.2 26.1 (56.3) (助手)
H418,12/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,B,飛機場 踱步 (助手)
H418,11/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,11/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,10/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,10/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H418,09/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,09/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,08/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,08/08/2026,快操,沙田,全天候,沙田 全天候,,55.9,55.9,29.6 26.3,,助手,,快操,B,29.6 26.3 (55.9) (助手)
H418,08/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,B,飛機場 踱步 (助手)
H418,07/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,07/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,06/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H418,06/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H418,05/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,04/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H418,03/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
