horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H356,08/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,08/09/2026,快操,從化,草地,從化 草地,,58.1,58.1,31.7 26.4,,助手,,快操,SR,31.7 26.4 (58.1) (助手)
H356,08/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,SR,飛機場 踱步 (助手)
H356,07/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,07/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H/SR,內圈 倒快兩圈 (助手)
H356,06/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,06/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/SR,內圈 快踱一圈 (助手)
H356,05/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,05/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/SR,內圈 快踱一圈 (助手)
H356,04/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,03/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,03/09/2026,快操,從化,草地,從化 草地,,57.9,57.9,31.5 26.4,,助手,,快操,SR,31.5 26.4 (57.9) (助手)
H356,03/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,SR,飛機場 踱步 (助手)
H356,02/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/SR,內圈 快踱一圈 (助手)
H356,01/09/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,01/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/SR,內圈 快踱一圈 (助手)
H356,31/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,31/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H/SR,內圈 倒快兩圈 (助手)
H356,30/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H356,29/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
