horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H289,09/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H289,08/09/2026,游水,從化,,從化,,,,,,,,游水,,
H289,08/09/2026,快操,從化,全天候,從化 全天候,,57.9,57.9,30.8 27.1,,助手,,快操,H,30.8 27.1 (57.9) (助手)
H289,08/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H289,07/09/2026,游水,從化,,從化,,,,,,,,游水,,
H289,07/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H289,06/09/2026,游水,從化,,從化,,,,,,,,游水,,
H289,06/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H289,05/09/2026,游水,從化,,從化,,,,,,,,游水,,
H289,05/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H289,04/09/2026,游水,從化,,從化,,,,,,,,游水,,
H289,04/09/2026,快操,從化,全天候,從化 全天候,,53.2,53.2,27.4 25.8,,助手,,快操,H,27.4 25.8 (53.2) (助手)
H289,04/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H289,03/09/2026,游水,從化,,從化,,,,,,,,游水,,
H289,03/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H289,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
H289,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H289,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
