horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H177,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H177,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H177,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,03/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H177,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H177,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H177,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H177,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H177,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H177,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H177,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,27/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
H177,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,26/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,楊明綸,,快踱一圈,H,內圈 快踱一圈 (楊明綸)
H177,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,25/08/2026,快操,沙田,全天候,沙田 全天候,,59.4,59.4,31.0 28.4,,楊明綸,,快操,H,31.0 28.4 (59.4) (楊明綸)
H177,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
H177,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,23/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
H177,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H177,22/08/2026,快操,沙田,全天候,沙田 全天候,,59.5,59.5,30.9 28.6,,助手,,快操,H,30.9 28.6 (59.5) (助手)
