horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L231,05/09/2026,快操,沙田,全天候,沙田 全天候,,57.6,57.6,31.1 26.5,,助手,,快操,H,31.1 26.5 (57.6) (助手)
L231,05/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L231,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L231,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L231,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L231,03/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L231,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L231,02/09/2026,快操,沙田,全天候,沙田 全天候,,59.0,59.0,32.9 26.1,,副練馬師,,快操,H,32.9 26.1 (59.0) (副練馬師)
L231,02/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L231,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L231,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L231,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L231,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快一圈,H,內圈 倒快一圈 (副練馬師)
L231,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L231,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L231,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L231,29/08/2026,快操,沙田,全天候,沙田 全天候,,56.1,56.1,31.7 24.4,,助手,,快操,H,31.7 24.4 (56.1) (助手)
L231,29/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L231,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
