horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L379,09/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L379,08/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,08/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,07/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L379,06/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,06/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,05/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L379,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,03/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L379,02/09/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.10.99,70.99,24.7 22.8 23.4,穿甲戰鷹,黃智弘,,第1組,B,第1組 (黃智弘) 1200M 穿甲戰鷹 24.7 22.8 23.4 (1.10.99)
L379,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,02/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L379,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L379,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L379,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,27/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L379,26/08/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.10.78,70.78,24.1 22.9 23.7,繼往開來,周俊樂,,第1組,B,第1組 (周俊樂) 1200M 繼往開來 24.1 22.9 23.7 (1.10.78)
L379,26/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,B,飛機場 踱步 (助手)
L379,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L379,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,23/08/2026,快操,沙田,全天候,沙田 全天候,,55.7,55.7,29.7 26.0,,助手,,快操,H,29.7 26.0 (55.7) (助手)
L379,23/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L379,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,22/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L379,21/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,21/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,20/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,20/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L379,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,19/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,18/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,18/08/2026,快操,沙田,全天候,沙田 全天候,,57.5,57.5,29.5 28.0,,助手,,快操,H,29.5 28.0 (57.5) (助手)
L379,18/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L379,17/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,17/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L379,16/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,16/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,15/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,15/08/2026,快操,沙田,全天候,沙田 全天候,,28.4,28.4,28.4,,助手,,快操,H,28.4 (28.4) (助手)
L379,15/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L379,14/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,14/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,13/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,13/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L379,12/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,12/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L379,11/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L379,11/08/2026,快操,沙田,全天候,沙田 全天候,,30.6,30.6,30.6,,助手,,快操,H,30.6 (30.6) (助手)
