horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
E488,05/09/2026,快操,沙田,全天候,沙田 全天候,,54.1,54.1,29.3 24.8,,助手,,快操,H,29.3 24.8 (54.1) (助手)
E488,04/09/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 踱步,,馬匹跑步機 - 踱步 （上斜）
E488,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E488,03/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
E488,02/09/2026,快操,沙田,全天候,沙田 全天候,,54.9,54.9,29.9 25.0,,助手,,快操,H,29.9 25.0 (54.9) (助手)
E488,01/09/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 踱步,,馬匹跑步機 - 踱步 （上斜）
E488,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E488,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E488,29/08/2026,快操,沙田,全天候,沙田 全天候,,52.9,52.9,27.8 25.1,,助手,,快操,H,27.8 25.1 (52.9) (助手)
E488,28/08/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 踱步,,馬匹跑步機 - 踱步 （上斜）
E488,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E488,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
E488,26/08/2026,快操,沙田,全天候,沙田 全天候,,56.0,56.0,30.1 25.9,,助手,,快操,H,30.1 25.9 (56.0) (助手)
E488,25/08/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 踱步,,馬匹跑步機 - 踱步 （上斜）
E488,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E488,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E488,22/08/2026,快操,沙田,全天候,沙田 全天候,,56.6,56.6,30.1 26.5,,助手,,快操,H,30.1 26.5 (56.6) (助手)
