horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L362,04/09/2026,試閘,從化,草地,從化 草地,1000M,0.57.48,57.48,13.5 21.1 22.8,杭至尊,艾兆禮,,第4組,,第4組 (艾兆禮) 1000M 杭至尊 13.5 21.1 22.8 (0.57.48)
L362,04/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L362,03/09/2026,游水,從化,,從化,,,,,,,,游水,,
L362,03/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L362,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
L362,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,01/09/2026,快操,從化,全天候,從化 全天候,,55.3,55.3,29.7 25.6,,助手,,首映禮,H,29.7 25.6 (55.3) (助手) 首映禮
L362,01/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L362,31/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,31/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L362,30/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,30/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,29/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,28/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
L362,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,28/08/2026,快操,從化,全天候,從化 全天候,,57.9,57.9,30.8 27.1,,助手,,快操,H,30.8 27.1 (57.9) (助手)
L362,28/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L362,27/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,27/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L362,26/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,26/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,25/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,24/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,24/08/2026,快操,從化,全天候,從化 全天候,,56.8,56.8,29.3 27.5,,助手,,快操,H,29.3 27.5 (56.8) (助手)
L362,24/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L362,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,23/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,22/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,22/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,21/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,21/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,20/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,20/08/2026,快操,從化,全天候,從化 全天候,,57.3,57.3,30.9 26.4,,助手,,快操,H,30.9 26.4 (57.3) (助手)
L362,20/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L362,19/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,19/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,18/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,18/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L362,17/08/2026,游水,從化,,從化,,,,,,,,游水,,
L362,17/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L362,16/08/2026,快操,從化,全天候,從化 全天候,,59.6,59.6,30.2 29.4,,助手,,快操,H,30.2 29.4 (59.6) (助手)
