horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
E058,05/09/2026,快操,沙田,全天候,沙田 全天候,,56.5,56.5,30.2 26.3,,副練馬師,,快操,H,30.2 26.3 (56.5) (副練馬師)
E058,05/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
E058,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,03/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快兩圈,H,內圈 倒快兩圈 (副練馬師)
E058,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,02/09/2026,快操,沙田,全天候,沙田 全天候,,59.2,59.2,32.0 27.2,,副練馬師,,快操,H,32.0 27.2 (59.2) (副練馬師)
E058,02/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
E058,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E058,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快兩圈,H,內圈 倒快兩圈 (副練馬師)
E058,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,鍾易禮,,快踱一圈,H,內圈 快踱一圈 (鍾易禮)
E058,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,29/08/2026,快操,沙田,全天候,沙田 全天候,,58.4,58.4,30.8 27.6,,副練馬師,,快操,H,30.8 27.6 (58.4) (副練馬師)
E058,29/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
E058,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E058,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快兩圈,H,內圈 倒快兩圈 (副練馬師)
E058,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,26/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E058,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快兩圈,H,內圈 倒快兩圈 (副練馬師)
E058,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,23/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,22/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,21/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,21/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,20/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,20/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E058,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,19/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E058,18/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,18/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E058,17/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,16/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,15/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,14/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,13/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,12/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,11/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,10/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,09/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,08/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,07/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,06/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,12/07/2026,出賽,沙田,草地,沙田 草地,1600M,,,,,布文,1/12,出賽,TT,1600M (布文) (1/12)
E058,12/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,12/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,11/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,11/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,10/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,10/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E058,09/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,09/07/2026,快操,沙田,全天候,沙田 全天候,,56.8,56.8,30.2 26.6,,副練馬師,,快操,H,30.2 26.6 (56.8) (副練馬師)
E058,09/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
E058,08/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,08/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,07/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,07/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,鍾易禮,,快踱一圈,H,內圈 快踱一圈 (鍾易禮)
E058,06/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,06/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快兩圈,H,內圈 倒快兩圈 (副練馬師)
E058,05/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,05/07/2026,快操,沙田,全天候,沙田 全天候,,57.0,57.0,30.6 26.4,,副練馬師,,快操,H,30.6 26.4 (57.0) (副練馬師)
E058,05/07/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
E058,04/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,04/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,03/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,03/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E058,02/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,02/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快兩圈,H,內圈 倒快兩圈 (副練馬師)
E058,01/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,01/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,30/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,30/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E058,29/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,29/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快兩圈,H,內圈 倒快兩圈 (副練馬師)
E058,28/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,28/06/2026,快操,沙田,全天候,沙田 全天候,,56.8,56.8,30.6 26.2,,副練馬師,,快操,H,30.6 26.2 (56.8) (副練馬師)
E058,28/06/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
E058,27/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,27/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,26/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,26/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,25/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,25/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,倒快兩圈,H,內圈 倒快兩圈 (副練馬師)
E058,24/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,24/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,23/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,23/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E058,22/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,21/06/2026,出賽,沙田,草地,沙田 草地,1800M,,,,,莫雷拉,1/11,出賽,TT,1800M (莫雷拉) (1/11)
E058,21/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,21/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,20/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,20/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,19/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,19/06/2026,踱步,沙田,內圈,沙田 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E058,18/06/2026,游水,沙田,,沙田,,,,,,,,游水,,
E058,18/06/2026,快操,沙田,全天候,沙田 全天候,,56.2,56.2,29.7 26.5,,副練馬師,,快操,H,29.7 26.5 (56.2) (副練馬師)
