horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H408,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H408,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H408,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H408,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H408,03/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H/XB,內圈 倒快一圈 (助手)
H408,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H408,02/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H408,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
H408,01/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H408,31/08/2026,試閘,從化,草地,從化 草地,1200M,1.10.22,70.22,23.6 22.5 24.1,合夥奔馳,奧爾民,,第6組,XB,第6組 (奧爾民) 1200M 合夥奔馳 23.6 22.5 24.1 (1.10.22)
H408,31/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,XB,飛機場 踱步 (助手)
H408,30/08/2026,游水,從化,,從化,,,,,,,,游水,,
H408,30/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H408,29/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
H408,29/08/2026,游水,從化,,從化,,,,,,,,游水,,
H408,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H408,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
H408,28/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H408,27/08/2026,游水,從化,,從化,,,,,,,,游水,,
H408,27/08/2026,快操,從化,全天候,從化 全天候,,55.7,55.7,29.4 26.3,,助手,,快操,H/XB,29.4 26.3 (55.7) (助手)
H408,27/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H408,26/08/2026,游水,從化,,從化,,,,,,,,游水,,
H408,26/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H408,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
H408,25/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
H408,24/08/2026,游水,從化,,從化,,,,,,,,游水,,
H408,24/08/2026,快操,從化,全天候,從化 全天候,,56.4,56.4,30.1 26.3,,助手,,快操,H/XB,30.1 26.3 (56.4) (助手)
H408,24/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H/XB,飛機場 踱步 (助手)
H408,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
