horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L335,05/09/2026,踱步,沙田,外圈,沙田 外圈,,,,,,助手,,快踱一圈,H,外圈 快踱一圈 (助手)
L335,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,04/09/2026,快操,沙田,全天候,沙田 全天候,,57.0,57.0,30.2 26.8,,助手,,快操,H,30.2 26.8 (57.0) (助手)
L335,04/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L335,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,03/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L335,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L335,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,01/09/2026,快操,沙田,全天候,沙田 全天候,,56.6,56.6,30.9 25.7,,助手,,快操,H,30.9 25.7 (56.6) (助手)
L335,01/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L335,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L335,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L335,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,28/08/2026,快操,沙田,全天候,沙田 全天候,,55.5,55.5,29.7 25.8,,助手,,快操,H,29.7 25.8 (55.5) (助手)
L335,28/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L335,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L335,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,26/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L335,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L335,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L335,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,22/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L335,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,19/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L335,18/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,18/08/2026,快操,沙田,全天候,沙田 全天候,,58.9,58.9,32.0 26.9,,助手,,快操,H,32.0 26.9 (58.9) (助手)
L335,18/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L335,17/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,17/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L335,16/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,15/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,15/08/2026,快操,沙田,全天候,沙田 全天候,,56.3,56.3,30.3 26.0,,助手,,快操,H,30.3 26.0 (56.3) (助手)
L335,15/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L335,14/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,14/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L335,13/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,13/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L335,12/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L335,12/08/2026,快操,沙田,全天候,沙田 全天候,,25.7,25.7,25.7,,助手,,快操,H,25.7 (25.7) (助手)
