horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
E301,09/09/2026,出賽,跑馬地,草地,跑馬地 草地,1200M,,,,,巴度,5/12,出賽,B,1200M (巴度) (5/12)
E301,09/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,08/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E301,08/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,07/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E301,07/09/2026,快操,沙田,全天候,沙田 全天候,,53.1,53.1,27.9 25.2,,助手,,快操,H,27.9 25.2 (53.1) (助手)
E301,06/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E301,06/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,05/09/2026,游水,從化,,從化,,,,,,,,游水,,
E301,05/09/2026,踱步,從化,內圈,從化 內圈,,,,,,副練馬師,,快踱一圈,H,內圈 快踱一圈 (副練馬師)
E301,04/09/2026,游水,從化,,從化,,,,,,,,游水,,
E301,04/09/2026,快操,從化,全天候,從化 全天候,,53.1,53.1,28.1 25.0,,助手,,快操,H,28.1 25.0 (53.1) (助手)
E301,04/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,03/09/2026,游水,從化,,從化,,,,,,,,游水,,
E301,03/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
E301,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
E301,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
E301,01/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,31/08/2026,試閘,從化,草地,從化 草地,1200M,1.10.22,70.22,23.6 22.5 24.1,合夥奔馳,巴度,,第6組,,第6組 (巴度) 1200M 合夥奔馳 23.6 22.5 24.1 (1.10.22)
E301,31/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
E301,30/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,30/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,29/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,28/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,28/08/2026,快操,從化,全天候,從化 全天候,,52.7,52.7,28.1 24.6,,助手,,快操,H,28.1 24.6 (52.7) (助手)
E301,28/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,27/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,27/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E301,26/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,26/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,25/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,24/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,24/08/2026,快操,從化,全天候,從化 全天候,,52.4,52.4,27.7 24.7,,助手,,快操,,27.7 24.7 (52.4) (助手)
E301,24/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
E301,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,23/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,22/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,22/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,21/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,21/08/2026,快操,從化,全天候,從化 全天候,,53.3,53.3,27.9 25.4,,助手,,快操,,27.9 25.4 (53.3) (助手)
E301,21/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
E301,20/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,20/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,20/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E301,19/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,19/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,18/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,18/08/2026,快操,從化,全天候,從化 全天候,,53.9,53.9,28.5 25.4,,助手,,快操,H,28.5 25.4 (53.9) (助手)
E301,18/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,17/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,17/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E301,16/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,16/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,15/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,15/08/2026,快操,從化,草地,從化 草地,,53.0,53.0,28.1 24.9,,助手,,快操,H,28.1 24.9 (53.0) (助手)
E301,15/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,14/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,14/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,13/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,13/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E301,12/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,12/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,11/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,11/08/2026,快操,從化,全天候,從化 全天候,,55.1,55.1,28.5 26.6,,助手,,快操,H,28.5 26.6 (55.1) (助手)
E301,11/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,10/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,10/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E301,09/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,09/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,08/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,08/08/2026,快操,從化,全天候,從化 全天候,,54.4,54.4,27.9 26.5,,助手,,快操,H,27.9 26.5 (54.4) (助手)
E301,08/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,07/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,07/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,06/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,06/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E301,05/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,05/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,05/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,04/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,04/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,04/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,03/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,03/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,03/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
E301,02/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,02/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,02/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,01/08/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,01/08/2026,游水,從化,,從化,,,,,,,,游水,,
E301,01/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,31/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,31/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,30/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,30/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,29/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,28/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,28/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,27/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,27/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E301,25/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,25/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,24/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,24/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,23/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,23/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E301,22/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,21/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,19/07/2026,馬匹水中步行機,從化,,從化,,,,,,,,馬匹水中步行機,,
E301,15/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E301,14/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
E301,13/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
