horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L062,05/09/2026,快操,沙田,全天候,沙田 全天候,,24.1,24.1,24.1,,艾道拿,,快操,H,24.1 (24.1) (艾道拿)
L062,05/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,艾道拿,,踱步,H,飛機場 踱步 (艾道拿)
L062,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L062,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L062,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L062,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L062,02/09/2026,快操,沙田,全天候,沙田 全天候,,25.6,25.6,25.6,,助手,,共創歡欣,H,25.6 (25.6) (助手) 共創歡欣
L062,02/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L062,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L062,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L062,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L062,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L062,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L062,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L062,28/08/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.11.25,71.25,24.0 23.4 23.8,領駿輝煌,潘頓,,第5組,,第5組 (潘頓) 1200M 領駿輝煌 24.0 23.4 23.8 (1.11.25)
L062,28/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L062,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L062,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
