horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L110,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L110,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L110,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,03/09/2026,快操,沙田,全天候,沙田 全天候,,54.7,54.7,29.0 25.7,,助手,,快操,H,29.0 25.7 (54.7) (助手)
L110,03/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L110,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L110,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L110,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L110,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L110,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,28/08/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.11.75,71.75,24.5 23.1 24.1,興馳千里,梁家俊,,第1組,,第1組 (梁家俊) 1200M 興馳千里 24.5 23.1 24.1 (1.11.75)
L110,28/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L110,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,26/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L110,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L110,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,24/08/2026,快操,沙田,全天候,沙田 全天候,,57.2,57.2,30.2 27.0,,助手,,快操,H,30.2 27.0 (57.2) (助手)
L110,24/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L110,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,23/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L110,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L110,22/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
