horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L083,09/09/2026,出賽,跑馬地,草地,跑馬地 草地,1200M,,,,,袁幸堯,4/12,出賽,TT,1200M (袁幸堯) (4/12)
L083,09/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,08/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,08/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,07/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,07/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L083,06/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,06/09/2026,快操,沙田,全天候,沙田 全天候,,1.00.9,60.9,32.4 28.5,,助手,,快操,H,32.4 28.5 (1.00.9) (助手)
L083,06/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,05/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,03/09/2026,快操,沙田,全天候,沙田 全天候,,57.7,57.7,31.6 26.1,,助手,,快操,H,31.6 26.1 (57.7) (助手)
L083,03/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,31/08/2026,快操,沙田,全天候,沙田 全天候,,56.8,56.8,30.8 26.0,,助手,,快操,H,30.8 26.0 (56.8) (助手)
L083,31/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L083,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,25/08/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.11.83,71.83,24.9 23.2 23.7,手機錶勁,袁幸堯,,第2組,,第2組 (袁幸堯) 1200M 手機錶勁 24.9 23.2 23.7 (1.11.83)
L083,25/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L083,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,23/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,22/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,21/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,21/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,20/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,20/08/2026,快操,沙田,全天候,沙田 全天候,,57.3,57.3,30.5 26.8,,助手,,快操,H,30.5 26.8 (57.3) (助手)
L083,20/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,19/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,18/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,18/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,17/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,17/08/2026,快操,沙田,全天候,沙田 全天候,,56.3,56.3,29.7 26.6,,助手,,快操,H,29.7 26.6 (56.3) (助手)
L083,17/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,16/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,15/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,15/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,14/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,14/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,13/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,13/08/2026,快操,沙田,全天候,沙田 全天候,,58.7,58.7,31.5 27.2,,助手,,快操,H,31.5 27.2 (58.7) (助手)
L083,13/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,12/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,12/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,11/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,11/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,10/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,10/08/2026,快操,沙田,全天候,沙田 全天候,,58.9,58.9,31.8 27.1,,助手,,快操,H,31.8 27.1 (58.9) (助手)
L083,10/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,09/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,09/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,08/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,08/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,07/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,07/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,06/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L083,06/08/2026,快操,沙田,全天候,沙田 全天候,,30.1,30.1,30.1,,助手,,快操,H,30.1 (30.1) (助手)
L083,06/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,05/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,04/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L083,03/08/2026,快操,沙田,全天候,沙田 全天候,,32.0,32.0,32.0,,助手,,快操,H,32.0 (32.0) (助手)
L083,03/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L083,02/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
