horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
H070,05/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H/P,內圈 快踱兩圈 (助手)
H070,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H/P,內圈 快踱兩圈 (助手)
H070,03/09/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
H070,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,01/09/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.11.13,71.13,23.8 22.8 24.5,金勝名駒,潘頓,,第3組,,第3組 (潘頓) 1200M 金勝名駒 23.8 22.8 24.5 (1.11.13)
H070,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H/P,內圈 倒快兩圈 (助手)
H070,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H070,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H/P,內圈 快踱兩圈 (助手)
H070,28/08/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
H070,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H/P,內圈 倒快兩圈 (助手)
H070,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,26/08/2026,快操,沙田,全天候,沙田 全天候,,1.00.9,60.9,33.0 27.9,,助手,,快操,H/P,33.0 27.9 (1.00.9) (助手)
H070,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H/P,內圈 快踱兩圈 (助手)
H070,24/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,24/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H/P,內圈 倒快兩圈 (助手)
H070,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,23/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H/P,內圈 快踱一圈 (助手)
H070,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,21/08/2026,試閘,沙田,全天候,沙田 全天候,1200M,1.11.38,71.38,24.5 22.9 23.9,定風波,艾道拿,,第1組,,第1組 (艾道拿) 1200M 定風波 24.5 22.9 23.9 (1.11.38)
H070,20/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
H070,20/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H/P,內圈 倒快兩圈 (助手)
H070,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
