horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
E061,09/09/2026,出賽,跑馬地,草地,跑馬地 草地,1200M,,,,,袁幸堯,6/12,出賽,B/TT,1200M (袁幸堯) (6/12)
E061,08/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,07/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,07/09/2026,快操,沙田,全天候,沙田 全天候,,27.3,27.3,27.3,,助手,,快操,H,27.3 (27.3) (助手)
E061,07/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E061,06/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,06/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E061,05/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,04/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,04/09/2026,快操,沙田,全天候,沙田 全天候,,27.4,27.4,27.4,,助手,,快操,H,27.4 (27.4) (助手)
E061,04/09/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E061,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,03/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
E061,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E061,01/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,01/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E061,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,30/08/2026,試閘,沙田,草地,沙田 草地,1000M,0.57.98,57.98,13.6 21.2 23.1,人和家興,袁幸堯,,第3組,,第3組 (袁幸堯) 1000M 人和家興 13.6 21.2 23.1 (0.57.98)
E061,29/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,29/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
E061,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,27/08/2026,快操,沙田,全天候,沙田 全天候,,25.6,25.6,25.6,,助手,,快操,H,25.6 (25.6) (助手)
E061,27/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
E061,26/08/2026,馬匹跑步機,沙田,,沙田,,,,,,上斜,,馬匹跑步機 - 慢跑,,馬匹跑步機 - 慢跑 （上斜）
E061,26/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
E061,25/08/2026,快操,沙田,全天候,沙田 全天候,,28.0,28.0,28.0,,助手,,快操,H,28.0 (28.0) (助手)
E061,25/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
