horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L307,08/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,07/09/2026,游水,從化,,從化,,,,,,,,游水,,
L307,07/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L307,06/09/2026,游水,從化,,從化,,,,,,,,游水,,
L307,06/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,05/09/2026,游水,從化,,從化,,,,,,,,游水,,
L307,04/09/2026,試閘,從化,草地,從化 草地,1200M,1.11.39,71.39,25.0 23.2 23.1,包裝天將,梁家俊,,第6組,,第6組 (梁家俊) 1200M 包裝天將 25.0 23.2 23.1 (1.11.39)
L307,04/09/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L307,03/09/2026,游水,從化,,從化,,,,,,,,游水,,
L307,03/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L307,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
L307,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
L307,01/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,31/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,31/08/2026,快操,從化,全天候,從化 全天候,,57.3,57.3,31.1 26.2,,助手,,快操,H,31.1 26.2 (57.3) (助手)
L307,31/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,30/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,29/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,28/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,27/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,27/08/2026,快操,從化,全天候,從化 全天候,,58.2,58.2,30.2 28.0,,助手,,快操,H,30.2 28.0 (58.2) (助手)
L307,27/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,26/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,26/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,25/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,24/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,24/08/2026,快操,從化,全天候,從化 全天候,,56.8,56.8,30.2 26.6,,助手,,快操,H,30.2 26.6 (56.8) (助手)
L307,24/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,23/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,22/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,22/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,21/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,21/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,20/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,20/08/2026,快操,從化,全天候,從化 全天候,,58.1,58.1,31.1 27.0,,助手,,快操,H,31.1 27.0 (58.1) (助手)
L307,20/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,19/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,19/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,18/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,18/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,17/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,17/08/2026,快操,從化,全天候,從化 全天候,,57.2,57.2,31.0 26.2,,助手,,快操,H,31.0 26.2 (57.2) (助手)
L307,17/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,16/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,16/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,15/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,15/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,14/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,14/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,13/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,13/08/2026,快操,從化,全天候,從化 全天候,,57.2,57.2,31.7 25.5,,助手,,快操,H,31.7 25.5 (57.2) (助手)
L307,13/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,12/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,12/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,11/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,11/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,10/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,10/08/2026,快操,從化,全天候,從化 全天候,,59.9,59.9,32.1 27.8,,助手,,快操,H,32.1 27.8 (59.9) (助手)
L307,10/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,09/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,09/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,08/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,08/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,07/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,07/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,06/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,06/08/2026,快操,從化,全天候,從化 全天候,,30.8,30.8,30.8,,助手,,快操,H,30.8 (30.8) (助手)
L307,06/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,05/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,05/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,04/08/2026,游水,從化,,從化,,,,,,,,游水,,
L307,04/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,03/08/2026,踱步,從化,外圈,從化 外圈,,,,,,助手,,快踱一圈,H,外圈 快踱一圈 (助手)
L307,02/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,01/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,31/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,30/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,29/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,副練馬師,,踱步,H,飛機場 踱步 (副練馬師)
L307,28/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,27/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,25/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,24/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,23/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,15/07/2026,游水,從化,,從化,,,,,,,,游水,,
L307,04/07/2026,出賽,沙田,草地,沙田 草地,1200M,,,,,田泰安,8/10,出賽,,1200M (田泰安) (8/10)
L307,04/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,03/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L307,03/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,02/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L307,02/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L307,01/07/2026,游水,沙田,,沙田,,,,,,,,游水,,
L307,01/07/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,30/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L307,29/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,29/06/2026,快操,從化,全天候,從化 全天候,,56.9,56.9,32.0 24.9,,助手,,快操,CP/H,32.0 24.9 (56.9) (助手)
L307,29/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,CP/H,飛機場 踱步 (助手)
L307,28/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,28/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L307,26/06/2026,試閘,從化,草地,從化 草地,1200M,1.11.62,71.62,24.3 22.5 24.8,有盈勇士,霍宏聲,,第8組,CP,第8組 (霍宏聲) 1200M 有盈勇士 24.3 22.5 24.8 (1.11.62)
L307,26/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,CP,飛機場 踱步 (助手)
L307,25/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,CP/H,內圈 倒快一圈 (助手)
L307,24/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,24/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,23/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,23/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L307,22/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,22/06/2026,快操,從化,全天候,從化 全天候,,57.2,57.2,31.8 25.4,,助手,,快操,CP/H,31.8 25.4 (57.2) (助手)
L307,22/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,CP/H,飛機場 踱步 (助手)
L307,21/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,20/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,20/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L307,19/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,19/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,18/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,18/06/2026,快操,從化,全天候,從化 全天候,,1.00.4,60.4,32.3 28.1,,助手,,快操,CP/H,32.3 28.1 (1.00.4) (助手)
L307,18/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,CP/H,飛機場 踱步 (助手)
L307,17/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,17/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,16/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,16/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,15/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,15/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,CP/H,內圈 倒快一圈 (助手)
L307,14/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,14/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L307,13/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,12/06/2026,試閘,從化,草地,從化 草地,1200M,1.11.10,71.1,24.6 22.1 24.4,可靠大師,鍾易禮,,第9組,CP,第9組 (鍾易禮) 1200M 可靠大師 24.6 22.1 24.4 (1.11.10)
L307,12/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,CP,飛機場 踱步 (助手)
L307,11/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,11/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,CP/H,內圈 倒快一圈 (助手)
L307,10/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,10/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L307,09/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,09/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,CP/H,內圈 快踱一圈 (助手)
L307,08/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,08/06/2026,快操,從化,全天候,從化 全天候,,1.01.5,61.5,32.9 28.6,,助手,,快操,CP/H,32.9 28.6 (1.01.5) (助手)
L307,08/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,CP/H,飛機場 踱步 (助手)
L307,07/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,06/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,06/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,05/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,05/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,04/06/2026,游水,從化,,從化,,,,,,,,游水,,
L307,04/06/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L307,31/05/2026,出賽,沙田,草地,沙田 草地,1200M,,,,,潘明輝,11/14,出賽,,1200M (潘明輝) (11/14)
L307,31/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,30/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
L307,30/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,29/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
L307,29/05/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L307,28/05/2026,游水,沙田,,沙田,,,,,,,,游水,,
