horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L306,05/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
L306,04/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
L306,03/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,03/09/2026,踱步,沙田,外圈,沙田 外圈,,,,,,助手,,快踱一圈,,外圈 快踱一圈 (助手)
L306,02/09/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,02/09/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
L306,01/09/2026,快操,沙田,全天候,沙田 全天候,,1.27.9,87.9,33.8 28.0 26.1,,助手,,有意無意,B,33.8 28.0 26.1 (1.27.9) (助手) 有意無意
L306,31/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,31/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
L306,30/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,30/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
L306,29/08/2026,快操,沙田,全天候,沙田 全天候,,1.26.9,86.9,33.4 27.8 25.7,,助手,,快操,,33.4 27.8 25.7 (1.26.9) (助手)
L306,28/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,28/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,,內圈 快踱兩圈 (助手)
L306,27/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,27/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,,內圈 倒快兩圈 (助手)
L306,26/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L306,25/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,25/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L306,24/08/2026,快操,沙田,全天候,沙田 全天候,,52.5,52.5,27.4 25.1,,助手,,快操,,27.4 25.1 (52.5) (助手)
L306,23/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,23/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L306,22/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,22/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L306,21/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,21/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,快踱兩圈,H,內圈 快踱兩圈 (黃智弘)
L306,20/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,20/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L306,19/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,19/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L306,18/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,18/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L306,17/08/2026,快操,沙田,全天候,沙田 全天候,,52.9,52.9,27.2 25.7,,助手,,快操,,27.2 25.7 (52.9) (助手)
L306,17/08/2026,踱步,沙田,飛機場,沙田 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L306,16/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,16/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L306,15/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,15/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,快踱兩圈,H,內圈 快踱兩圈 (黃智弘)
L306,14/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,快踱兩圈,H,內圈 快踱兩圈 (黃智弘)
L306,13/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,13/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,黃智弘,,倒快兩圈,H,內圈 倒快兩圈 (黃智弘)
L306,12/08/2026,快操,沙田,全天候,沙田 全天候,,55.1,55.1,28.4 26.7,,黃智弘,,快操,,28.4 26.7 (55.1) (黃智弘)
L306,11/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,11/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
L306,10/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,10/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L306,09/08/2026,快操,沙田,全天候,沙田 全天候,,56.6,56.6,30.0 26.6,,助手,,快操,H,30.0 26.6 (56.6) (助手)
L306,08/08/2026,游水,沙田,,沙田,,,,,,,,游水,,
L306,08/08/2026,踱步,沙田,內圈,沙田 內圈,,,,,,助手,,快踱兩圈,H,內圈 快踱兩圈 (助手)
