horse_no,date,work_type,racecourse,track,venue,distance,time,time_sec,splits,partner,rider,placing,comment,gear,workout_details
L212,05/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,04/09/2026,游水,從化,,從化,,,,,,,,游水,,
L212,04/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,03/09/2026,游水,從化,,從化,,,,,,,,游水,,
L212,03/09/2026,快操,從化,全天候,從化 全天候,,55.4,55.4,28.6 26.8,,助手,,快操,H,28.6 26.8 (55.4) (助手)
L212,02/09/2026,游水,從化,,從化,,,,,,,,游水,,
L212,02/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,01/09/2026,游水,從化,,從化,,,,,,,,游水,,
L212,01/09/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,31/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,31/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L212,30/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,30/08/2026,快操,從化,全天候,從化 全天候,,1.23.3,83.3,31.7 27.8 23.8,,助手,,快操,H,31.7 27.8 23.8 (1.23.3) (助手)
L212,29/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,29/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,28/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,28/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,27/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,27/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L212,26/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,26/08/2026,快操,從化,全天候,從化 全天候,,58.2,58.2,30.1 28.1,,助手,,快操,H,30.1 28.1 (58.2) (助手)
L212,26/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L212,25/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,25/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,24/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,24/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L212,23/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,23/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,22/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,22/08/2026,快操,從化,全天候,從化 全天候,,54.9,54.9,28.9 26.0,,助手,,快操,H,28.9 26.0 (54.9) (助手)
L212,22/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L212,21/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,21/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,20/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,20/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L212,19/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,19/08/2026,快操,從化,登山跑道,從化 登山跑道,,58.9,58.9,30.8 28.1,,助手,,快操,H,30.8 28.1 (58.9) (助手)
L212,19/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L212,18/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,18/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,17/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,17/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L212,16/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,16/08/2026,快操,從化,全天候,從化 全天候,,55.8,55.8,29.4 26.4,,助手,,快操,H,29.4 26.4 (55.8) (助手)
L212,15/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,15/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H/XB,內圈 快踱一圈 (助手)
L212,14/08/2026,游水,從化,,從化,,,,,,,,游水,,
L212,14/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,13/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L212,12/08/2026,快操,從化,全天候,從化 全天候,,58.5,58.5,30.0 28.5,,助手,,快操,H,30.0 28.5 (58.5) (助手)
L212,11/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,10/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L212,09/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,08/08/2026,快操,從化,全天候,從化 全天候,,57.6,57.6,30.3 27.3,,助手,,快操,H,30.3 27.3 (57.6) (助手)
L212,07/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,06/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L212,05/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,04/08/2026,快操,從化,全天候,從化 全天候,,1.01.4,61.4,32.0 29.4,,助手,,快操,H,32.0 29.4 (1.01.4) (助手)
L212,04/08/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,H,飛機場 踱步 (助手)
L212,03/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L212,02/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,01/08/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,31/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,30/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,29/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,,內圈 快踱一圈 (助手)
L212,28/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,27/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L212,25/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L212,24/07/2026,踱步,從化,飛機場,從化 飛機場,,,,,,助手,,踱步,,飛機場 踱步 (助手)
L212,15/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,15/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,14/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,14/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,13/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,13/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L212,12/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,12/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,11/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,11/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,10/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,10/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,09/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,09/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L212,08/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,08/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,07/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,07/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,06/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,06/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快兩圈,H,內圈 倒快兩圈 (助手)
L212,05/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,05/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,04/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,04/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,03/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,02/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,02/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,倒快一圈,H,內圈 倒快一圈 (助手)
L212,01/07/2026,游水,從化,,從化,,,,,,,,游水,,
L212,01/07/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,30/06/2026,游水,從化,,從化,,,,,,,,游水,,
L212,30/06/2026,踱步,從化,內圈,從化 內圈,,,,,,助手,,快踱一圈,H,內圈 快踱一圈 (助手)
L212,29/06/2026,游水,從化,,從化,,,,,,,,游水,,
