venue,station_time,temperature,temperature_max,temperature_min,humidity,pressure,wind_direction,wind_speed,gust_speed,rain_10min,rain_today,soil_water,soil_loss_today,sunshine_hour,captured_at,sectional
HV,21:07,27.3,31.8,27.3,81.9,1012,S70W,5,7,0,0,19.2,4.8,8.71,2026-09-16T13:10:03.545656+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""S12W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""N38W""},{""gust"":5,""speed"":5,""location"":""C"",""direction"":""N79W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N21E""}]"
ST,21:12,26.6,31.1,26.6,86.5,1012.5,N52E,1,2,0,0,8.8,5.3,10.01,2026-09-16T13:15:16.051731+00:00,"[{""gust"":3,""speed"":3,""location"":""A"",""direction"":""N58E""},{""gust"":4,""speed"":4,""location"":""B"",""direction"":""N19W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N12E""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""N55E""}]"
HV,21:12,27.4,31.8,27.3,81.7,1012,S65W,2,4,0,0,19.2,4.8,8.71,2026-09-16T13:15:16.051731+00:00,"[{""gust"":4,""speed"":4,""location"":""A"",""direction"":""S36W""},{""gust"":1,""speed"":1,""location"":""B"",""direction"":""N36W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N15W""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""N46W""}]"
ST,21:17,26.6,31.1,26.6,86.1,1012.6,N59E,3,5,0,0,8.8,5.3,10.01,2026-09-16T13:20:05.206445+00:00,"[{""gust"":3,""speed"":3,""location"":""A"",""direction"":""N82E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N8W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N40E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""N52E""}]"
HV,21:17,27.5,31.8,27.3,81.9,1012.2,S13W,2,3,0,0,19.2,4.8,8.71,2026-09-16T13:20:05.206445+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N45E""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""N24W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""N3W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S4W""}]"
ST,21:22,26.6,31.1,26.6,86.1,1012.6,S40E,1,2,0,0,8.8,5.3,10.01,2026-09-16T13:25:05.292308+00:00,"[{""gust"":4,""speed"":2,""location"":""A"",""direction"":""S38E""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N5W""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""N31E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N75E""}]"
HV,21:22,27.5,31.8,27.3,81.1,1012.3,N65W,3,4,0,0,19.2,4.8,8.71,2026-09-16T13:25:05.292308+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""N82W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N30W""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""N40W""},{""gust"":1,""speed"":1,""location"":""D"",""direction"":""N28W""}]"
HV,21:27,27.3,31.8,27.3,82.2,1012.3,S81W,4,5,0,0,19.2,4.8,8.71,2026-09-16T13:30:04.814143+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""S67W""},{""gust"":1,""speed"":1,""location"":""B"",""direction"":""N7W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""N85W""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N15E""}]"
ST,21:27,26.7,31.1,26.6,85.5,1012.8,S53E,3,6,0,0,8.8,5.3,10.01,2026-09-16T13:30:04.814143+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S58E""},{""gust"":7,""speed"":7,""location"":""B"",""direction"":""N43E""},{""gust"":3,""speed"":3,""location"":""C"",""direction"":""N63E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""N78E""}]"
HV,21:32,27.4,31.8,27.3,81.4,1012.4,S75W,0,3,0,0,19.2,4.8,8.71,2026-09-16T13:35:06.558803+00:00,"[{""gust"":8,""speed"":5,""location"":""A"",""direction"":""S7W""},{""gust"":1,""speed"":0,""location"":""B"",""direction"":""W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""S46W""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N1E""}]"
ST,21:32,26.7,31.1,26.6,85.8,1013,N74E,1,2,0,0,8.8,5.3,10.01,2026-09-16T13:35:06.558803+00:00,"[{""gust"":1,""speed"":1,""location"":""A"",""direction"":""N69E""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""N49E""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N59E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S73E""}]"
ST,21:37,26.7,31.1,26.6,85.2,1012.9,S52E,3,5,0,0,8.8,5.3,10.01,2026-09-16T13:40:04.517969+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""S63E""},{""gust"":7,""speed"":6,""location"":""B"",""direction"":""N35E""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N60E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S80E""}]"
HV,21:37,27.5,31.8,27.3,80.7,1012.4,S79W,0,2,0,0,19.2,4.8,8.71,2026-09-16T13:40:04.517969+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""S81W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""N48W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N31W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N28E""}]"
ST,21:42,26.7,31.1,26.6,85.4,1012.9,S55E,2,3,0,0,8.8,5.3,10.01,2026-09-16T13:45:05.889583+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""S76E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N49E""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N34E""},{""gust"":0,""speed"":0,""location"":""D"",""direction"":""S45E""}]"
HV,21:42,27.5,31.8,27.3,80.8,1012.5,S,3,8,0,0,19.2,4.8,8.71,2026-09-16T13:45:05.889583+00:00,"[{""gust"":7,""speed"":4,""location"":""A"",""direction"":""N70W""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""S44W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""S49W""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""S""}]"
ST,21:47,26.7,31.1,26.6,85.4,1012.9,S35E,2,2,0,0,8.8,5.3,10.01,2026-09-16T13:50:06.673852+00:00,"[{""gust"":1,""speed"":0,""location"":""A"",""direction"":""N53E""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""N16E""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""N33E""},{""gust"":1,""speed"":1,""location"":""D"",""direction"":""N11W""}]"
HV,21:47,27.5,31.8,27.3,78.9,1012.5,S35W,7,11,0,0,19.2,4.8,8.71,2026-09-16T13:50:06.673852+00:00,"[{""gust"":3,""speed"":1,""location"":""A"",""direction"":""S32W""},{""gust"":1,""speed"":1,""location"":""B"",""direction"":""N82W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""S56W""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""S3E""}]"
ST,21:52,26.7,31.1,26.6,85.2,1012.9,S38E,1,3,0,0,8.8,5.3,10.01,2026-09-16T13:55:05.443733+00:00,"[{""gust"":3,""speed"":3,""location"":""A"",""direction"":""N58E""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N44E""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""N29E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""N23E""}]"
HV,21:52,27.5,31.8,27.3,79.3,1012.5,S11W,2,6,0,0,19.2,4.8,8.71,2026-09-16T13:55:05.443733+00:00,"[{""gust"":10,""speed"":9,""location"":""A"",""direction"":""S10W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""N57W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""S38E""},{""gust"":7,""speed"":6,""location"":""D"",""direction"":""S27E""}]"
HV,21:57,27.5,31.8,27.3,79.6,1012.5,N88W,4,7,0,0,19.2,4.8,8.71,2026-09-16T14:00:03.665282+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""S25W""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""S38W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N3W""},{""gust"":6,""speed"":3,""location"":""D"",""direction"":""S68E""}]"
ST,21:57,26.7,31.1,26.6,85.4,1012.9,E,2,3,0,0,8.7,5.3,10.01,2026-09-16T14:00:03.665282+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""N61E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N21E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N51E""},{""gust"":7,""speed"":6,""location"":""D"",""direction"":""N41E""}]"
ST,22:03,26.7,31.1,26.6,85.3,1012.9,N4E,3,4,0,0,8.7,5.3,10.01,2026-09-16T14:05:46.077592+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""N34E""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""N44E""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""N57E""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""N5E""}]"
HV,22:03,27.5,31.8,27.3,79.6,1012.5,S38W,4,8,0,0,19.2,4.8,8.71,2026-09-16T14:05:46.077592+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""S35W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""S52W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""N43W""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""S25E""}]"
ST,22:07,26.8,31.1,26.6,85.3,1012.9,N14W,3,5,0,0,8.7,5.3,10.01,2026-09-16T14:10:05.664188+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N31E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N44E""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N76E""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""N22E""}]"
HV,22:07,27.6,31.8,27.3,79.4,1012.5,N14W,1,2,0,0,19.2,4.8,8.71,2026-09-16T14:10:05.664188+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""S20E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""S18W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""S13E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S2E""}]"
ST,22:12,26.7,31.1,26.6,85.8,1012.8,N60E,0,2,0,0,8.7,5.3,10.01,2026-09-16T14:15:29.97731+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N46E""},{""gust"":3,""speed"":3,""location"":""C"",""direction"":""N85E""},{""gust"":5,""speed"":5,""location"":""D"",""direction"":""N10W""}]"
HV,22:12,27.5,31.8,27.3,79.5,1012.3,S39W,5,9,0,0,19.2,4.8,8.71,2026-09-16T14:15:29.97731+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N77W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N85W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N39W""},{""gust"":10,""speed"":8,""location"":""D"",""direction"":""S21E""}]"
HV,22:17,27.5,31.8,27.3,78.9,1012.3,S9E,5,11,0,0,19.2,4.8,8.71,2026-09-16T14:20:03.38275+00:00,"[{""gust"":9,""speed"":6,""location"":""A"",""direction"":""S38W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""S53W""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""S33W""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""S35W""}]"
ST,22:17,26.6,31.1,26.6,86.3,1012.8,N18E,3,5,0,0,8.7,5.3,10.01,2026-09-16T14:20:03.38275+00:00,"[{""gust"":2,""speed"":2,""location"":""A"",""direction"":""N53E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N52E""},{""gust"":5,""speed"":5,""location"":""C"",""direction"":""N45E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""N81E""}]"
ST,22:22,26.5,31.1,26.5,87,1012.8,S74E,2,3,0,0,8.8,5.3,10.01,2026-09-16T14:25:27.951649+00:00,"[{""gust"":2,""speed"":2,""location"":""A"",""direction"":""N40E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N25W""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N32E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N49E""}]"
HV,22:22,27.4,31.8,27.3,79.1,1012.3,S17W,5,10,0,0,19.2,4.8,8.71,2026-09-16T14:25:27.951649+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""S65W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N79W""},{""gust"":8,""speed"":6,""location"":""C"",""direction"":""S72E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S55E""}]"
HV,22:27,27.5,31.8,27.3,79.1,1012.3,S82W,3,6,0,0,19.2,4.8,8.71,2026-09-16T14:30:05.679457+00:00,"[{""gust"":10,""speed"":7,""location"":""A"",""direction"":""S17E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""S12W""},{""gust"":5,""speed"":2,""location"":""C"",""direction"":""N78E""},{""gust"":8,""speed"":7,""location"":""D"",""direction"":""S21E""}]"
ST,22:26,26.4,31.1,26.4,87.2,1012.8,N72E,2,3,0,0,8.7,5.3,10.01,2026-09-16T14:30:05.679457+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N14E""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N6W""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""N28E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N11E""}]"
ST,22:32,26.4,31.1,26.4,87.5,1012.6,S74E,2,2,0,0,8.7,5.3,10.01,2026-09-16T14:35:05.424127+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""N43E""},{""gust"":9,""speed"":7,""location"":""B"",""direction"":""N40E""},{""gust"":7,""speed"":7,""location"":""C"",""direction"":""N47E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N8W""}]"
HV,22:32,27.4,31.8,27.3,79,1012.2,S73E,5,7,0,0,19.2,4.8,8.71,2026-09-16T14:35:05.424127+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S2W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""S60W""},{""gust"":4,""speed"":2,""location"":""C"",""direction"":""N29E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S6W""}]"
HV,22:38,27.5,31.8,27.3,78.9,1012.1,S17E,2,5,0,0,19.2,5.1,8.71,2026-09-16T14:40:03.264618+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""N42W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N38W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N35E""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""S31E""}]"
ST,22:38,26.4,31.1,26.4,87.5,1012.7,N33W,0,1,0,0,8.8,5.3,10.01,2026-09-16T14:40:03.264618+00:00,"[{""gust"":1,""speed"":1,""location"":""A"",""direction"":""N30E""},{""gust"":7,""speed"":6,""location"":""B"",""direction"":""N22E""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N45E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N2W""}]"
ST,22:42,26.4,31.1,26.4,87.9,1012.7,N,1,2,0,0,8.7,5.3,10.01,2026-09-16T14:45:05.640345+00:00,"[{""gust"":1,""speed"":1,""location"":""A"",""direction"":""N71E""},{""gust"":6,""speed"":4,""location"":""B"",""direction"":""N10E""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""N54E""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""N7W""}]"
HV,22:42,27.5,31.8,27.3,78.6,1012.1,S4W,1,3,0,0,19.2,5.1,8.71,2026-09-16T14:45:05.640345+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S59W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S20W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""S21W""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""N34W""}]"
ST,22:47,26.4,31.1,26.4,87.3,1012.7,N57E,1,3,0,0,8.7,5.3,10.01,2026-09-16T14:50:04.797208+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""N18W""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""N38E""},{""gust"":3,""speed"":3,""location"":""C"",""direction"":""N1E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""N8E""}]"
HV,22:47,27.5,31.8,27.3,79.2,1012.2,N4W,6,8,0,0,19.2,5.1,8.71,2026-09-16T14:50:04.797208+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S4E""},{""gust"":4,""speed"":4,""location"":""B"",""direction"":""S25W""},{""gust"":11,""speed"":9,""location"":""C"",""direction"":""S82E""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""S22E""}]"
ST,22:52,26.4,31.1,26.4,87.6,1012.7,N17E,2,4,0,0,8.7,5.3,10.01,2026-09-16T14:55:04.984637+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N4W""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N77E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""S65E""},{""gust"":5,""speed"":5,""location"":""D"",""direction"":""N24E""}]"
HV,22:52,27.5,31.8,27.3,79,1012.1,S30E,2,6,0,0,19.2,5.1,8.71,2026-09-16T14:55:04.984637+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""S41W""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""N71W""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""S11W""},{""gust"":9,""speed"":8,""location"":""D"",""direction"":""S29E""}]"
ST,22:58,26.4,31.1,26.4,87.5,1012.6,N20E,2,5,0,0,8.7,5.3,10.01,2026-09-16T15:00:29.774303+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N47E""},{""gust"":6,""speed"":6,""location"":""B"",""direction"":""N15W""},{""gust"":6,""speed"":4,""location"":""C"",""direction"":""N45E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N40E""}]"
HV,22:58,27.5,31.8,27.3,79,1012.1,S48E,1,6,0,0,19.2,5.1,8.71,2026-09-16T15:00:29.774303+00:00,"[{""gust"":10,""speed"":7,""location"":""A"",""direction"":""S37W""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""N46W""},{""gust"":6,""speed"":4,""location"":""C"",""direction"":""S32E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S60E""}]"
HV,23:02,27.4,31.8,27.3,79.6,1012.1,N30E,5,7,0,0,19.2,5.1,8.71,2026-09-16T15:05:06.248709+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""N59W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N35W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N4E""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""S39E""}]"
ST,23:02,26.4,31.1,26.4,87.5,1012.5,N42E,4,5,0,0,8.7,5.3,10.01,2026-09-16T15:05:06.248709+00:00,"[{""gust"":8,""speed"":7,""location"":""A"",""direction"":""N52E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N7E""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N43E""},{""gust"":1,""speed"":1,""location"":""D"",""direction"":""S73E""}]"
ST,23:07,26.4,31.1,26.4,87.4,1012.5,N12E,2,4,0,0,8.7,5.3,10.01,2026-09-16T15:10:04.44506+00:00,"[{""gust"":5,""speed"":5,""location"":""A"",""direction"":""N13E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N5W""},{""gust"":3,""speed"":3,""location"":""C"",""direction"":""N24W""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""N18E""}]"
HV,23:07,27.4,31.8,27.3,79.9,1012.1,S7W,8,13,0,0,19.2,5.1,8.71,2026-09-16T15:10:04.44506+00:00,"[{""gust"":8,""speed"":8,""location"":""A"",""direction"":""S8W""},{""gust"":1,""speed"":0,""location"":""B"",""direction"":""N45W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""S3E""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""S9E""}]"
ST,23:13,26.5,31.1,26.4,87.2,1012.5,N33W,4,5,0,0,8.7,5.3,10.01,2026-09-16T15:15:05.890219+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""N7E""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N14W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""N39E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N3E""}]"
HV,23:13,27.4,31.8,27.3,79.9,1012,N86W,2,3,0,0,19.2,5.1,8.71,2026-09-16T15:15:05.890219+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S16W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N18W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N33W""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S56W""}]"
HV,23:18,27.4,31.8,27.3,80.2,1012,N79W,3,4,0,0,19.2,5.1,8.71,2026-09-16T15:20:05.384662+00:00,"[{""gust"":4,""speed"":4,""location"":""A"",""direction"":""S12W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S87W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""N62W""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""N37W""}]"
ST,23:18,26.5,31.1,26.4,87.2,1012.5,N29E,5,8,0,0,8.7,5.3,10.01,2026-09-16T15:20:05.384662+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""N9E""},{""gust"":4,""speed"":4,""location"":""B"",""direction"":""N22E""},{""gust"":7,""speed"":5,""location"":""C"",""direction"":""N33E""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""N13W""}]"
ST,23:22,26.5,31.1,26.4,86.9,1012.6,N28E,4,6,0,0,8.7,5.3,10.01,2026-09-16T15:25:03.841549+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""N18W""},{""gust"":7,""speed"":6,""location"":""B"",""direction"":""N48E""},{""gust"":9,""speed"":8,""location"":""C"",""direction"":""N34E""},{""gust"":8,""speed"":8,""location"":""D"",""direction"":""N56E""}]"
HV,23:22,27.3,31.8,27.3,80.8,1012.1,S75E,3,4,0,0,19.2,5.1,8.71,2026-09-16T15:25:03.841549+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""S36E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""S80W""},{""gust"":1,""speed"":0,""location"":""C"",""direction"":""S9W""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N48W""}]"
ST,23:27,26.6,31.1,26.4,86.8,1012.6,N49W,5,8,0,0,8.7,5.3,10.01,2026-09-16T15:30:03.725092+00:00,"[{""gust"":7,""speed"":4,""location"":""A"",""direction"":""N12E""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""N49E""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N46E""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""N20E""}]"
HV,23:27,27.4,31.8,27.3,80.6,1012,N64W,2,4,0,0,19.2,5.1,8.71,2026-09-16T15:30:03.725092+00:00,"[{""gust"":7,""speed"":4,""location"":""A"",""direction"":""S78W""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""S49W""},{""gust"":6,""speed"":3,""location"":""C"",""direction"":""S59E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N30W""}]"
HV,23:32,27.3,31.8,27.3,80.8,1012,N66E,3,7,0,0,19.2,5.1,8.71,2026-09-16T15:35:04.001619+00:00,"[{""gust"":10,""speed"":7,""location"":""A"",""direction"":""S10E""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""S63W""},{""gust"":8,""speed"":6,""location"":""C"",""direction"":""N41E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""N46E""}]"
ST,23:32,26.5,31.1,26.4,87.4,1012.4,S60E,4,6,0,0,8.7,5.3,10.01,2026-09-16T15:35:04.001619+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N21E""},{""gust"":4,""speed"":4,""location"":""B"",""direction"":""N37E""},{""gust"":5,""speed"":5,""location"":""C"",""direction"":""N39E""},{""gust"":1,""speed"":1,""location"":""D"",""direction"":""S49W""}]"
ST,23:37,26.5,31.1,26.4,87.5,1012.5,S85E,2,3,0,0,8.7,5.3,10.01,2026-09-16T15:40:04.845977+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N40E""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""N2W""},{""gust"":5,""speed"":5,""location"":""C"",""direction"":""N31E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""S86E""}]"
HV,23:37,27.3,31.8,27.3,80.9,1011.9,S64E,2,2,0,0,19.2,5.1,8.71,2026-09-16T15:40:04.845977+00:00,"[{""gust"":9,""speed"":8,""location"":""A"",""direction"":""N87W""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""S16W""},{""gust"":8,""speed"":5,""location"":""C"",""direction"":""S14W""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""S1E""}]"
ST,23:42,26.5,31.1,26.4,87,1012.3,N17E,2,3,0,0,8.7,5.3,10.01,2026-09-16T15:45:04.134053+00:00,"[{""gust"":1,""speed"":1,""location"":""A"",""direction"":""N38E""},{""gust"":8,""speed"":7,""location"":""B"",""direction"":""N83E""},{""gust"":11,""speed"":9,""location"":""C"",""direction"":""N2W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N36E""}]"
HV,23:42,27.3,31.8,27.2,81.2,1011.9,S58E,3,9,0,0,19.2,5.1,8.71,2026-09-16T15:45:04.134053+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S19E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""S24W""},{""gust"":5,""speed"":2,""location"":""C"",""direction"":""S80W""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""S3W""}]"
HV,15:37,31.5,32.3,26.8,67.4,1011.4,S70E,1,3,0,0,19.5,2.8,7.4,2026-09-23T07:40:07.555706+00:00,"[{""gust"":11,""speed"":5,""location"":""A"",""direction"":""N53E""},{""gust"":0,""speed"":0,""location"":""B"",""direction"":null},{""gust"":9,""speed"":6,""location"":""C"",""direction"":""S38E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N26W""}]"
ST,15:37,30.3,31.4,25.8,71.9,1011.7,S85E,4,6,0,6.2,9.6,2.3,6.55,2026-09-23T07:40:07.555706+00:00,"[{""gust"":6,""speed"":4,""location"":""A"",""direction"":""N70E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N89W""},{""gust"":11,""speed"":10,""location"":""C"",""direction"":""N27E""},{""gust"":10,""speed"":8,""location"":""D"",""direction"":""N77E""}]"
