date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2025-09-21,沙田,1,1,3,客家之光 (J105),1:50.32,1-1/4,4,14.12,N,2,22.82,3/4,2,24.72,SH,2,24.34 12.37    11.97,1/2,1,24.32 11.74    12.58,,,
2025-09-21,沙田,1,2,10,星雲浩騰 (G372),1:50.40,2,5,14.24,1-3/4,5,22.94,2-1/4,4,24.72,1-1/2,4,24.34 12.33    12.01,1/2,2,24.16 11.62    12.54,,,
2025-09-21,沙田,1,3,6,駿彩飛馳 (J252),1:50.52,2-1/2,7,14.32,2-3/4,7,23.02,3-1/4,6,24.72,2,5,24.26 12.25    12.01,1-1/4,3,24.20 11.94    12.26,,,
2025-09-21,沙田,1,4,1,步風雷 (J452),1:50.53,2-1/2,6,14.32,1-1/2,4,22.82,1-3/4,3,24.68,3/4,3,24.30 12.29    12.01,1-1/4,4,24.41 12.02    12.39,,,
2025-09-21,沙田,1,5,5,永勝金駒 (H471),1:50.67,3-3/4,8,14.52,3-3/4,8,22.98,4-3/4,8,24.80,4,9,24.34 12.25    12.09,2-1/4,5,24.03 11.78    12.25,,,
2025-09-21,沙田,1,6,4,皮具大師 (H034),1:50.67,3/4,3,14.04,2,6,23.18,4-1/4,7,25.00,3-3/4,7,24.38 12.29    12.09,2-1/4,6,24.07 11.78    12.29,,,
2025-09-21,沙田,1,7,8,同寶寶 (H386),1:50.72,6-1/2,10,14.96,5-1/2,10,22.82,5-3/4,9,24.68,4,8,24.18 12.17    12.01,2-1/2,7,24.08 11.82    12.26,,,
2025-09-21,沙田,1,8,2,皇金風速 (E448),1:50.80,SH,1,13.92,N,1,22.98,3/4,1,24.64,SH,1,24.46 12.41    12.05,3,8,24.80 11.94    12.86,,,
2025-09-21,沙田,1,9,9,香港精神 (D241),1:51.12,4-1/4,9,14.60,5,9,23.10,6,10,24.80,5,10,24.30 12.25    12.05,5,9,24.32 11.82    12.50,,,
2025-09-21,沙田,1,10,7,豐盛多彩 (G301),1:51.96,SH,2,13.92,3/4,3,23.10,2-1/2,5,24.92,2-1/2,6,24.46 12.37    12.09,10-1/4,10,25.56 12.22    13.34,,,
2025-09-21,沙田,2,1,2,馬達 (K165),1:10.06,2,3,24.71,1-1/4,2,22.60 11.28    11.32,1-1/2,1,22.75 10.85    11.90,,,,,,,,,
2025-09-21,沙田,2,2,5,過關勇士 (K429),1:10.29,2-1/2,4,24.79,2-1/4,4,22.68 11.36    11.32,1-1/2,2,22.82 10.97    11.85,,,,,,,,,
2025-09-21,沙田,2,3,7,知恩圖報 (K166),1:10.57,4,5,25.03,3-1/4,5,22.60 11.36    11.24,3-1/4,3,22.94 11.09    11.85,,,,,,,,,
2025-09-21,沙田,2,4,6,滿洛城 (K374),1:10.58,7-1/2,11,25.59,5-1/2,8,22.40 11.32    11.08,3-1/4,4,22.59 10.97    11.62,,,,,,,,,
2025-09-21,沙田,2,5,11,神燦金剛 (K259),1:10.62,6-1/4,8,25.39,4-1/4,6,22.40 11.24    11.16,3-1/2,5,22.83 11.09    11.74,,,,,,,,,
2025-09-21,沙田,2,6,1,華夏俊馬 (K433),1:10.69,1-1/4,1,24.39,1-1/4,1,22.72 11.40    11.32,4,6,23.58 11.09    12.49,,,,,,,,,
2025-09-21,沙田,2,7,4,隋我同來 (K332),1:10.88,5,7,25.19,6,10,22.88 11.52    11.36,5-1/4,7,22.81 10.89    11.92,,,,,,,,,
2025-09-21,沙田,2,8,10,競駿勇士 (K464),1:10.93,7-1/2,10,25.59,7-1/2,11,22.72 11.32    11.40,5-1/2,8,22.62 10.89    11.73,,,,,,,,,
2025-09-21,沙田,2,9,3,靖哥哥 (K503),1:11.15,4-1/4,6,25.07,5-1/4,7,22.88 11.48    11.40,6-3/4,9,23.20 11.05    12.15,,,,,,,,,
2025-09-21,沙田,2,10,9,眼健康 (K455),1:11.32,6-1/4,9,25.39,5-3/4,9,22.64 11.40    11.24,7-3/4,10,23.29 11.13    12.16,,,,,,,,,
2025-09-21,沙田,2,11,8,紅衣財神 (K423),1:11.51,1-1/4,2,24.59,1-1/2,3,22.76 11.32    11.44,9,11,24.16 11.37    12.79,,,,,,,,,
2025-09-21,沙田,3,1,7,會當凌 (K122),1:10.09,2,4,24.24,1,4,22.65 11.33    11.32,1-1/4,1,23.20 11.30    11.90,,,,,,,,,
2025-09-21,沙田,3,2,6,朗日自強 (J530),1:10.27,5,10,24.72,3,11,22.49 11.25    11.24,1-1/4,2,23.06 11.18    11.88,,,,,,,,,
2025-09-21,沙田,3,3,5,洪才 (K487),1:10.41,5-1/4,11,24.76,3,10,22.45 11.29    11.16,2,3,23.20 11.18    12.02,,,,,,,,,
2025-09-21,沙田,3,4,2,佳運發 (E435),1:10.46,1-1/4,3,24.12,N,2,22.65 11.29    11.36,2-1/4,4,23.69 11.46    12.23,,,,,,,,,
2025-09-21,沙田,3,5,4,增旺 (K148),1:10.62,1,2,24.08,N,3,22.69 11.25    11.44,3-1/4,5,23.85 11.46    12.39,,,,,,,,,
2025-09-21,沙田,3,6,12,風采人生 (J366),1:10.72,2-1/4,5,24.28,1-1/4,5,22.65 11.25    11.40,4,6,23.79 11.50    12.29,,,,,,,,,
2025-09-21,沙田,3,7,1,友瑩亮 (K400),1:10.75,5,9,24.72,2-3/4,8,22.45 11.05    11.40,4,7,23.58 11.42    12.16,,,,,,,,,
2025-09-21,沙田,3,8,11,超越夢想 (K046),1:10.80,10,12,25.52,5-1/2,12,22.09 10.89    11.20,4-1/2,8,23.19 11.22    11.97,,,,,,,,,
2025-09-21,沙田,3,9,8,閃電星福 (K431),1:10.81,1,1,23.92,N,1,22.81 11.21    11.60,4-1/2,9,24.08 11.62    12.46,,,,,,,,,
2025-09-21,沙田,3,10,9,天比高 (K339),1:10.95,4-3/4,8,24.68,3,9,22.53 11.25    11.28,5-1/4,10,23.74 11.46    12.28,,,,,,,,,
2025-09-21,沙田,3,11,10,魅力知福 (K038),1:11.38,3-1/2,7,24.48,2-1/2,7,22.65 11.29    11.36,8,11,24.25 11.62    12.63,,,,,,,,,
2025-09-21,沙田,3,12,3,本能 (K289),1:12.21,3,6,24.40,2,6,22.65 11.21    11.44,13-1/4,12,25.16 11.90    13.26,,,,,,,,,
2025-09-21,沙田,4,1,9,天時明駒 (H016),1:39.50,1/2,1,28.49,N,1,22.96,1-1/4,1,23.74 11.86    11.88,1-1/4,1,24.31 11.86    12.45,,,,,,
2025-09-21,沙田,4,2,13,超眼光 (J258),1:39.69,3,9,28.97,2-1/4,8,22.84,2,3,23.70 11.90    11.80,1-1/4,2,24.18 11.90    12.28,,,,,,
2025-09-21,沙田,4,3,3,凱明神駒 (K190),1:40.04,2-3/4,8,28.93,3-1/4,9,23.04,4-1/4,8,23.90 11.90    12.00,3-1/2,3,24.17 11.94    12.23,,,,,,
2025-09-21,沙田,4,4,12,架勢奇爸 (G312),1:40.18,4,11,29.13,3-1/4,10,22.84,3-1/2,6,23.78 11.98    11.80,4-1/4,4,24.43 12.02    12.41,,,,,,
2025-09-21,沙田,4,5,7,本領非凡 (J137),1:40.32,1/2,2,28.57,N,2,22.92,1-1/4,2,23.90 11.90    12.00,5-1/4,5,24.93 12.18    12.75,,,,,,
2025-09-21,沙田,4,6,1,飛騰騅 (E494),1:40.59,2-1/4,7,28.85,1-1/2,6,22.84,2-1/2,5,23.90 11.94    11.96,6-3/4,6,25.00 12.22    12.78,,,,,,
2025-09-21,沙田,4,7,6,光明傳承 (J215),1:40.63,4,10,29.13,4,11,22.96,6,13,24.06 11.94    12.12,7,7,24.48 12.14    12.34,,,,,,
2025-09-21,沙田,4,8,2,勁好運 (H481),1:40.69,4-1/4,12,29.17,4-1/2,12,23.00,5-1/2,11,23.90 11.98    11.92,7-1/2,8,24.62 11.98    12.64,,,,,,
2025-09-21,沙田,4,9,11,風繼續吹 (E471),1:40.75,4-3/4,13,29.25,5-1/2,13,23.08,5-1/4,10,23.70 11.94    11.76,7-3/4,9,24.72 12.06    12.66,,,,,,
2025-09-21,沙田,4,10,8,超旺財 (J194),1:40.78,1-3/4,3,28.77,1-1/2,4,22.92,2-1/2,4,23.90 11.94    11.96,8,10,25.19 12.14    13.05,,,,,,
2025-09-21,沙田,4,11,4,川河型駒 (J080),1:41.59,2,5,28.81,2,7,22.96,5,9,24.22 12.02    12.20,13,11,25.60 12.38    13.22,,,,,,
2025-09-21,沙田,4,12,5,十力 (K200),1:41.65,2,4,28.81,1,3,22.80,3-3/4,7,24.18 11.98    12.20,13-1/2,12,25.86 12.50    13.36,,,,,,
2025-09-21,沙田,4,13,10,君達得 (H392),1:41.79,2-1/4,6,28.85,1-1/2,5,22.84,5-3/4,12,24.42 12.10    12.32,14-1/4,13,25.68 12.46    13.22,,,,,,
2025-09-21,沙田,5,1,9,小飛俠 (J224),1:37.09,1/2,2,25.08,1/2,1,23.19,1-1/4,1,24.17 12.18    11.99,N,1,24.65 11.88    12.77,,,,,,
2025-09-21,沙田,5,2,7,彭玥 (J447),1:37.13,3/4,3,25.12,1-3/4,3,23.43,1-1/2,3,24.13 12.18    11.95,N,2,24.45 11.84    12.61,,,,,,
2025-09-21,沙田,5,3,5,開心宇宙 (J533),1:37.19,1-3/4,5,25.28,3-1/4,6,23.51,3-1/4,6,24.17 12.14    12.03,1/2,3,24.23 11.68    12.55,,,,,,
2025-09-21,沙田,5,4,11,精算特殊 (H354),1:37.24,2-1/2,8,25.40,2-1/2,5,23.27,1-1/4,2,23.97 12.10    11.87,3/4,4,24.60 11.80    12.80,,,,,,
2025-09-21,沙田,5,5,3,爆出美麗 (K155),1:37.30,4-1/2,12,25.72,3-3/4,9,23.15,2-3/4,5,24.01 12.10    11.91,1-1/4,5,24.42 11.84    12.58,,,,,,
2025-09-21,沙田,5,6,13,捷足奔馳 (J524),1:37.69,1,4,25.16,2,4,23.43,3-1/2,7,24.41 12.22    12.19,3-3/4,6,24.69 11.92    12.77,,,,,,
2025-09-21,沙田,5,7,4,尊登 (K262),1:37.73,5-1/4,14,25.84,5-3/4,13,23.35,5-1/2,12,24.13 12.10    12.03,4,7,24.41 11.72    12.69,,,,,,
2025-09-21,沙田,5,8,14,極靈 (J425),1:37.78,2-1/4,6,25.36,3-3/4,8,23.51,5-1/4,10,24.41 12.22    12.19,4-1/4,8,24.50 11.84    12.66,,,,,,
2025-09-21,沙田,5,9,6,妙算奇勝 (J377),1:37.81,3-3/4,11,25.60,5-1/2,12,23.55,6-1/4,13,24.29 12.22    12.07,4-1/2,9,24.37 11.64    12.73,,,,,,
2025-09-21,沙田,5,10,8,可期而遇 (J477),1:38.10,1/2,1,25.00,1/2,2,23.35,1-3/4,4,24.37 12.26    12.11,6-1/4,10,25.38 12.16    13.22,,,,,,
2025-09-21,沙田,5,11,12,祥勝將軍 (J509),1:38.18,3-1/4,9,25.52,4-3/4,11,23.51,5,9,24.21 12.18    12.03,6-3/4,11,24.94 12.00    12.94,,,,,,
2025-09-21,沙田,5,12,1,金駒永騰 (J398),1:38.23,2-1/4,7,25.36,3-1/2,7,23.47,4,8,24.25 12.14    12.11,7,12,25.15 11.96    13.19,,,,,,
2025-09-21,沙田,5,13,10,禾道威 (J463),1:38.51,3-1/2,10,25.56,4-3/4,10,23.47,5-1/2,11,24.29 12.14    12.15,8-3/4,13,25.19 11.96    13.23,,,,,,
2025-09-21,沙田,5,14,2,明亮天下 (J170),1:38.55,5,13,25.80,6-1/2,14,23.51,6-1/2,14,24.17 12.10    12.07,9,14,25.07 11.88    13.19,,,,,,
2025-09-21,沙田,6,1,1,信心星 (J161),1:09.39,2-1/4,3,23.94,1-1/2,2,22.28 11.00    11.28,3,1,23.17 11.17    12.00,,,,,,,,,
2025-09-21,沙田,6,2,4,手到齊來 (J531),1:09.89,N,1,23.58,1-1/2,1,22.40 10.88    11.52,3,2,23.91 11.45    12.46,,,,,,,,,
2025-09-21,沙田,6,3,5,天福 (K167),1:10.00,6-1/4,9,24.58,5-3/4,8,22.32 10.92    11.40,3-3/4,3,23.10 11.13    11.97,,,,,,,,,
2025-09-21,沙田,6,4,6,樂勝天下 (J540),1:10.15,4-3/4,6,24.34,4-1/2,6,22.36 10.92    11.44,4-3/4,4,23.45 11.37    12.08,,,,,,,,,
2025-09-21,沙田,6,5,7,超勁赤兔 (K312),1:10.36,8,11,24.86,7,10,22.24 10.96    11.28,6,5,23.26 11.45    11.81,,,,,,,,,
2025-09-21,沙田,6,6,10,千杯不醉 (K365),1:10.53,2-3/4,4,24.02,4-1/4,5,22.64 11.00    11.64,7,6,23.87 11.49    12.38,,,,,,,,,
2025-09-21,沙田,6,7,9,逍遙騎士 (K370),1:10.62,9-1/2,12,25.10,9,12,22.32 11.08    11.24,7-3/4,7,23.20 11.21    11.99,,,,,,,,,
2025-09-21,沙田,6,8,2,日馳千里 (J143),1:10.63,3-1/2,5,24.14,4,4,22.48 11.00    11.48,7-3/4,8,24.01 11.49    12.52,,,,,,,,,
2025-09-21,沙田,6,9,12,摯友心得 (K263),1:10.69,6-1/4,10,24.58,5-3/4,9,22.32 10.88    11.44,8,9,23.79 11.49    12.30,,,,,,,,,
2025-09-21,沙田,6,10,3,勝於藍 (K476),1:11.01,N,2,23.62,3,3,22.84 11.12    11.72,10,10,24.55 11.69    12.86,,,,,,,,,
2025-09-21,沙田,6,11,8,顏色勇士 (K366),1:12.11,5-1/4,8,24.42,8-1/4,11,22.88 11.16    11.72,17,11,24.81 11.89    12.92,,,,,,,,,
2025-09-21,沙田,6,12,11,好實力 (K381),1:12.86,4-3/4,7,24.34,4-3/4,7,22.40 10.92    11.48,21-3/4,12,26.12 12.05    14.07,,,,,,,,,
2025-09-21,沙田,7,1,6,一定掂 (J225),1:22.35,2-1/2,12,13.96,9-1/2,14,22.17,4-1/4,11,22.74 11.42    11.32,1,1,23.48 11.34    12.14,,,,,,
2025-09-21,沙田,7,2,7,星運少爵 (H459),1:22.52,1-1/4,5,13.76,6,9,21.81,4,10,23.26 11.46    11.80,1,2,23.69 11.46    12.23,,,,,,
2025-09-21,沙田,7,3,14,金鑽精靈 (J397),1:22.87,1-1/2,7,13.80,5,8,21.61,3-1/4,8,23.30 11.50    11.80,3-1/4,3,24.16 11.78    12.38,,,,,,
2025-09-21,沙田,7,4,1,紅衣醒目 (K184),1:22.88,1-3/4,9,13.84,3-1/2,5,21.33,2,5,23.34 11.54    11.80,3-1/4,4,24.37 11.78    12.59,,,,,,
2025-09-21,沙田,7,5,4,美麗邂逅 (E459),1:23.01,2-1/4,10,13.92,8,12,21.97,5-1/2,13,23.18 11.50    11.68,4,5,23.94 11.54    12.40,,,,,,
2025-09-21,沙田,7,6,2,堅闖 (J015),1:23.11,2-1/2,14,13.96,8-1/2,13,22.01,5-3/4,14,23.14 11.58    11.56,4-3/4,6,24.00 11.58    12.42,,,,,,
2025-09-21,沙田,7,7,8,創科群英 (K319),1:23.16,1-1/2,6,13.80,6-1/2,11,21.85,4-3/4,12,23.30 11.46    11.84,5,7,24.21 11.78    12.43,,,,,,
2025-09-21,沙田,7,8,9,巴閉佬 (K323),1:23.30,1-1/2,8,13.80,3-1/2,6,21.37,2-1/2,7,23.42 11.54    11.88,6,8,24.71 12.06    12.65,,,,,,
2025-09-21,沙田,7,9,12,戰騎飛 (J294),1:23.47,2-1/2,13,13.96,6-1/4,10,21.65,3-3/4,9,23.18 11.42    11.76,7,9,24.68 11.82    12.86,,,,,,
2025-09-21,沙田,7,10,10,陸小鳳 (K282),1:23.65,N,3,13.60,2,4,21.33,1-1/4,2,23.46 11.62    11.84,8-1/4,10,25.26 11.98    13.28,,,,,,
2025-09-21,沙田,7,11,11,林寶精神 (K305),1:23.66,N,1,13.56,1-1/4,1,21.05,1-1/4,1,23.58 11.66    11.92,8-1/4,11,25.47 12.14    13.33,,,,,,
2025-09-21,沙田,7,12,5,榮利雙收 (K382),1:23.67,2-1/4,11,13.92,4-3/4,7,21.45,2-1/2,6,23.22 11.42    11.80,8-1/4,12,25.08 12.02    13.06,,,,,,
2025-09-21,沙田,7,13,3,士登 (K358),1:23.98,3/4,4,13.68,1-1/4,2,21.13,1-1/2,4,23.62 11.62    12.00,10-1/4,13,25.55 12.18    13.37,,,,,,
2025-09-21,沙田,7,14,13,籐王駒 (K143),1:24.00,N,2,13.60,1-3/4,3,21.29,1-1/4,3,23.50 11.58    11.92,10-1/4,14,25.61 12.18    13.43,,,,,,
2025-09-21,沙田,8,1,4,智跑得 (J330),1:38.82,3-1/2,7,28.26,3,7,23.12,3,4,23.67 11.66    12.01,1-3/4,1,23.77 11.67    12.10,,,,,,
2025-09-21,沙田,8,2,8,安泰 (H161),1:39.10,6-1/2,12,28.74,4-3/4,10,22.92,4-1/2,8,23.63 11.58    12.05,1-3/4,2,23.81 11.67    12.14,,,,,,
2025-09-21,沙田,8,3,9,新意馬 (K094),1:39.39,3/4,1,27.70,3/4,1,23.20,1,1,23.67 11.62    12.05,3-1/2,3,24.82 12.03    12.79,,,,,,
2025-09-21,沙田,8,4,12,本領輝煌 (K062),1:39.84,5-1/4,10,28.54,5-1/4,12,23.20,7,12,23.95 11.74    12.21,6-1/4,4,24.15 11.83    12.32,,,,,,
2025-09-21,沙田,8,5,6,自力更生 (G209),1:40.00,3-3/4,9,28.30,3-3/4,9,23.20,4-3/4,9,23.83 11.74    12.09,7-1/2,5,24.67 12.15    12.52,,,,,,
2025-09-21,沙田,8,6,1,都靈福星 (H165),1:40.10,5-1/2,11,28.58,4-3/4,11,23.08,5-3/4,11,23.83 11.66    12.17,8,6,24.61 11.99    12.62,,,,,,
2025-09-21,沙田,8,7,2,皇龍飛將 (J279),1:40.30,2-3/4,5,28.14,2,5,23.08,3-1/4,5,23.87 11.70    12.17,9-1/4,7,25.21 12.19    13.02,,,,,,
2025-09-21,沙田,8,8,3,艾莉奧 (G223),1:40.57,3,6,28.18,1-1/4,3,22.92,3-1/2,6,24.03 11.74    12.29,11,8,25.44 12.23    13.21,,,,,,
2025-09-21,沙田,8,9,5,天威 (J200),1:40.64,2-1/4,4,28.06,2-1/2,6,23.24,3-3/4,7,23.87 11.70    12.17,11-1/4,9,25.47 12.11    13.36,,,,,,
