date,venue,race_no,pool,combination,dividend_hkd
2025-07-09,跑馬地,1,獨贏,4,52.50
2025-07-09,跑馬地,1,位置,4,20.50
2025-07-09,跑馬地,1,連贏,"4,11",81.50
2025-07-09,跑馬地,1,位置Q,"4,11",36.50
2025-07-09,跑馬地,1,二重彩,"4,11",219.00
2025-07-09,跑馬地,1,三重彩,"4,11,6","2,477.00"
2025-07-09,跑馬地,1,單T,"4,6,11",415.00
2025-07-09,跑馬地,1,四連環,"4,6,9,11","1,757.00"
2025-07-09,跑馬地,1,四重彩,"4,11,6,9","28,619.00"
2025-07-09,跑馬地,2,獨贏,6,133.00
2025-07-09,跑馬地,2,位置,6,37.00
2025-07-09,跑馬地,2,連贏,"6,8",262.00
2025-07-09,跑馬地,2,位置Q,"6,8",92.50
2025-07-09,跑馬地,2,二重彩,"6,8",689.00
2025-07-09,跑馬地,2,三重彩,"6,8,3","5,141.00"
2025-07-09,跑馬地,2,單T,"3,6,8",789.00
2025-07-09,跑馬地,2,四連環,"3,4,6,8",498.00
2025-07-09,跑馬地,2,四重彩,"6,8,3,4","17,056.00"
2025-07-09,跑馬地,2,第一口孖寶,4/6,418.50
2025-07-09,跑馬地,3,獨贏,8,135.00
2025-07-09,跑馬地,3,位置,8,45.00
2025-07-09,跑馬地,3,連贏,"5,8",984.00
2025-07-09,跑馬地,3,位置Q,"5,8",250.50
2025-07-09,跑馬地,3,二重彩,"8,5","1,982.00"
2025-07-09,跑馬地,3,三重彩,"8,5,10","8,233.00"
2025-07-09,跑馬地,3,單T,"5,8,10","1,106.00"
2025-07-09,跑馬地,3,四連環,"5,8,10,11","3,074.00"
2025-07-09,跑馬地,3,四重彩,"8,5,10,11","98,343.00"
2025-07-09,跑馬地,3,第二口孖寶,6/8,"1,370.50"
2025-07-09,跑馬地,3,第一口孖T,"3,6,8/5,8,10","58,492.00"
2025-07-09,跑馬地,4,獨贏,4,617.50
2025-07-09,跑馬地,4,位置,4,166.00
2025-07-09,跑馬地,4,連贏,"4,6","1,506.00"
2025-07-09,跑馬地,4,位置Q,"4,6",469.00
2025-07-09,跑馬地,4,二重彩,"4,6","3,279.00"
2025-07-09,跑馬地,4,三重彩,"4,6,10","17,550.00"
2025-07-09,跑馬地,4,單T,"4,6,10","1,564.00"
2025-07-09,跑馬地,4,四連環,"2,4,6,10","3,072.00"
2025-07-09,跑馬地,4,四重彩,"4,6,10,2","144,156.00"
2025-07-09,跑馬地,4,第三口孖寶,8/4,"6,214.50"
2025-07-09,跑馬地,5,獨贏,10,163.00
2025-07-09,跑馬地,5,位置,10,42.00
2025-07-09,跑馬地,5,連贏,"8,10",316.50
2025-07-09,跑馬地,5,位置Q,"8,10",107.00
2025-07-09,跑馬地,5,二重彩,"10,8",830.00
2025-07-09,跑馬地,5,三重彩,"10,8,1","3,785.00"
2025-07-09,跑馬地,5,單T,"1,8,10",563.00
2025-07-09,跑馬地,5,四連環,"1,8,9,10",783.00
2025-07-09,跑馬地,5,四重彩,"10,8,1,9","25,781.00"
2025-07-09,跑馬地,5,第四口孖寶,4/10,"10,857.50"
2025-07-09,跑馬地,5,第一口三寶,8/4/10,"158,464.00"
2025-07-09,跑馬地,5,第二口孖T,"4,6,10/1,8,10","70,125.00"
2025-07-09,跑馬地,6,獨贏,3,44.00
2025-07-09,跑馬地,6,位置,3,17.00
2025-07-09,跑馬地,6,連贏,"3,6",121.50
2025-07-09,跑馬地,6,位置Q,"3,6",48.00
2025-07-09,跑馬地,6,二重彩,"3,6",255.00
2025-07-09,跑馬地,6,三重彩,"3,6,9","6,802.00"
2025-07-09,跑馬地,6,單T,"3,6,9","1,587.00"
2025-07-09,跑馬地,6,四連環,"3,4,6,9","7,917.00"
2025-07-09,跑馬地,6,四重彩,"3,6,9,4","172,463.00"
2025-07-09,跑馬地,6,第五口孖寶,10/3,586.00
2025-07-09,跑馬地,7,獨贏,11,465.00
2025-07-09,跑馬地,7,位置,11,119.00
2025-07-09,跑馬地,7,連贏,"4,11","1,480.00"
2025-07-09,跑馬地,7,位置Q,"4,11",453.00
2025-07-09,跑馬地,7,二重彩,"11,4","3,705.00"
2025-07-09,跑馬地,7,三重彩,"11,4,5","61,260.00"
2025-07-09,跑馬地,7,單T,"4,5,11","3,378.00"
2025-07-09,跑馬地,7,四連環,"3,4,5,11","7,237.00"
2025-07-09,跑馬地,7,四重彩,"11,4,5,3","285,090.00"
2025-07-09,跑馬地,7,第六口孖寶,3/11,"2,078.50"
2025-07-09,跑馬地,7,第三口孖T,"3,6,9/4,5,11","1,335,440.00"
2025-07-09,跑馬地,7,三T(安慰獎),"1,8,10/3,6,9/任何組合","35,423.00"
2025-07-09,跑馬地,8,獨贏,6,117.50
2025-07-09,跑馬地,8,位置,6,30.50
2025-07-09,跑馬地,8,連贏,"6,7","1,533.50"
2025-07-09,跑馬地,8,位置Q,"6,7",418.50
2025-07-09,跑馬地,8,二重彩,"6,7","2,685.00"
2025-07-09,跑馬地,8,三重彩,"6,7,9","12,607.00"
2025-07-09,跑馬地,8,單T,"6,7,9","1,643.00"
2025-07-09,跑馬地,8,四連環,"4,6,7,9","5,660.00"
2025-07-09,跑馬地,8,四重彩,"6,7,9,4","178,599.00"
2025-07-09,跑馬地,8,第七口孖寶,11/6,"7,791.00"
2025-07-09,跑馬地,9,獨贏,8,88.50
2025-07-09,跑馬地,9,位置,8,27.00
2025-07-09,跑馬地,9,連贏,"5,8",317.50
2025-07-09,跑馬地,9,位置Q,"5,8",107.00
2025-07-09,跑馬地,9,二重彩,"8,5",709.00
2025-07-09,跑馬地,9,三重彩,"8,5,12","8,214.00"
2025-07-09,跑馬地,9,單T,"5,8,12","1,241.00"
2025-07-09,跑馬地,9,四連環,"1,5,8,12","3,947.00"
2025-07-09,跑馬地,9,四重彩,"8,5,12,1","85,256.00"
2025-07-09,跑馬地,9,第八口孖寶,6/8,"1,688.00"
2025-07-09,跑馬地,9,第二口三寶,11/6/8,"96,223.00"
2025-07-09,跑馬地,9,第四口孖T,"6,7,9/5,8,12","689,856.00"
2025-07-09,跑馬地,9,六環彩,"4,6/8,10/3,6/4,11/6,7/5,8","144,860.00"
2025-07-09,跑馬地,9,騎師王 1,8 [布文],詳情
2025-07-09,跑馬地,9,練馬師王 1,4 [韋達],詳情
