date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2025-11-09,沙田,1,1,11,駿先生 (H180),潘明輝,B/TT-,與對手同步躍出，居中間之前位置，走第二疊。趨近六百五十米處時向外移出。入直路時走第三疊。直路上對催策反應良佳。一百五十米處帶頭。末段保持佳勢，力拒對手挑戰勝出。
2025-11-09,沙田,1,2,4,熊噹噹 (H002),金誠剛,V/TT,躍出時被碰撞，居後列，走外疊。入直路時落後約四個馬位。衝刺強勁，過終點時取得亞軍，僅以一馬頸位落敗。
2025-11-09,沙田,1,3,13,江南盛 (H326),田泰安,TT,出閘笨拙，觸碰閘廂右側，居中間稍後位置，走第二疊。入直路時走大外疊。衝刺良佳，跑獲季軍。（見競賽事件報告。）
2025-11-09,沙田,1,4,10,極速之子 (H332),董明朗,P,出閘笨拙及受擠迫，留居後列，走外疊。入直路時落後五個馬位。未能望空直至趨近七十五米處。衝刺良佳，跑獲第四名，未能威脅三甲馬匹。（見競賽事件報告。）
2025-11-09,沙田,1,5,1,銳一 (J037),梁家俊,B/XB,出閘笨拙，留居後列，走內疊。跑過七百米處後向外移出。入直路時落後三至四個馬位。直路初未能望空。趨近二百米處時望空，其後略為追前。
2025-11-09,沙田,1,6,6,宇宙之光 (J379),巫顯東,H-/P2/TT,起步後不久發生碰撞。受催策上前，居前列，走第二疊。接近九百米處時讓對手過頭。入直路時落後半個馬位。直路初保持佳勢。一百五十米處未能再增速。最後五十米轉弱。
2025-11-09,沙田,1,7,5,美麗多盈 (G477),鍾易禮,B/TT,起步時發生觸碰，居中間位置，走第二疊。跑過七百米處後走較外疊。入直路時落後兩個半馬位。直路初未能望空。二百五十米處望空。末段走勢平穩。
2025-11-09,沙田,1,8,12,紅旺繽紛 (J255),巴度,B-,自第九檔出閘，留居包尾位置，走內疊。直路彎走內疊節省腳程。直路上略為追前。（見競賽事件報告。）
2025-11-09,沙田,1,9,14,常常感恩 (J065),艾兆禮,V/TT,起步後不久發生觸碰，落後約一個馬位，走第三疊。跑過千二米處後受催策上前。一千零五十米處取得領先。入直路時領先半個馬位。一百五十米處未能再增速，被超越。最後一百米轉弱。
2025-11-09,沙田,1,10,9,不假外求 (J493),班德禮,B/TT,出閘迅速，受催策上前領放。接近一千零五十米處時被超越。直路彎緊隨領放馬。直路初未能再增速。最後一百米轉弱。
2025-11-09,沙田,1,11,8,駿彩飛馳 (J252),艾道拿,B1,自第一檔出閘迅速，居中間之前位置，走內疊。直路彎走內疊節省腳程。直路初對催策略有反應。最後一百五十米未能望空。
2025-11-09,沙田,1,12,7,小神仙 (H206),杜苑欣,B/TT,出閘僅屬一般及發生觸碰，居中間之後位置，走內疊。自五百五十米處起走第二疊。入直路時落後四個馬位。直路上衝刺乏力。
2025-11-09,沙田,1,13,3,桃花多 (E488),潘頓,B/TT,出閘稍慢，居中間位置，走內疊。跑過七百米處後走第二疊。直路初未能再增速。最後一百五十米收慢。（見競賽事件報告。）（氣管內有血。）
2025-11-09,沙田,1,14,2,悠悠乾坤 (K059),黃寶妮,CP/TT,躍出時被碰撞，居中間稍前位置，走外疊。自一千米處起沒有遮擋。直路彎追近。耗力太多，直路初轉弱。（見競賽事件報告。）
2025-11-09,沙田,2,1,6,俏眼光 (L003),艾道拿,--,跟隨領先馬匹。三百五十米處發生碰撞。最後二百米走勢強勁。一百米處取得領先。從容勝出。
2025-11-09,沙田,2,2,12,小魔怪 (K391),周俊樂,H/TT,居後列，被拋離。半程時以佳勢上前。最後二百米走勢良佳。追近頭馬，但一直落後。
2025-11-09,沙田,2,3,1,縱橫大兄 (L012),希威森,TT1,居中間之後位置。三百五十米處受推策，移向跑道中央。在催策下保持走勢。
