date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,1,8,威威父子 (H419),潘明輝,賀賢,128,979,8,-,9 10 10 1,1:39.78,11
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,2,1,風雲 (J371),希威森,丁冠豪,135,1172,2,短馬頭位,3 4 3 2,1:39.79,16
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,3,11,朗日雪峰 (J187),霍宏聲,方嘉柏,125,1233,11,2,1 1 1 3,1:40.10,5.9
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,4,3,傳承者 (J111),班德禮,徐雨石,133,1060,5,2-1/2,7 6 5 4,1:40.18,7.1
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,5,4,加州活力 (J131),布文,告東尼,132,1097,7,4,2 2 2 5,1:40.40,1.8
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,6,2,完美演繹 (J409),巴度,沈集成,134,1081,4,4,8 8 7 6,1:40.44,15
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,7,6,雙天寳馬 (J212),梁家俊,鄭俊偉,132,1016,3,4-1/4,5 5 6 7,1:40.46,70
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,8,9,極速之子 (H332),湯普新,姚本輝,127,1065,10,5,10 9 9 8,1:40.57,15
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,9,7,太陽高高 (H390),周俊樂,容天鵬,128,1180,9,6-1/2,4 3 4 9,1:40.83,30
2025-03-19,跑馬地,1,515,寶靈頓讓賽,第五班,1650,40-0,好地至快地,"草地 - ""B"" 賽道",875000,(28.34) (51.82) (1:15.02) (1:39.78),28.34 23.48 23.20,10,5,千里如飛 (J221),艾道拿,黎昭昇,132,1086,1,9-1/2,6 7 8 10,1:41.31,30
