date,venue,race_no,pool,combination,dividend_hkd
2020-01-22,跑馬地,1,獨贏,10,99.50
2020-01-22,跑馬地,1,位置,10,30.00
2020-01-22,跑馬地,1,連贏,"8,10",560.00
2020-01-22,跑馬地,1,位置Q,"8,10",170.50
2020-01-22,跑馬地,1,3揀1（組合獨贏）,A1,未能勝出
2020-01-22,跑馬地,1,三重彩,"10,8,5","11,166.00"
2020-01-22,跑馬地,1,單T,"5,8,10","1,682.00"
2020-01-22,跑馬地,1,四連環,"5,8,10,11","5,887.00"
2020-01-22,跑馬地,1,四重彩,"10,8,5,11","172,087.00"
2020-01-22,跑馬地,2,獨贏,12,33.00
2020-01-22,跑馬地,2,位置,12,15.00
2020-01-22,跑馬地,2,連贏,"11,12",180.00
2020-01-22,跑馬地,2,位置Q,"11,12",61.00
2020-01-22,跑馬地,2,3揀1（組合獨贏）,A1,16.50
2020-01-22,跑馬地,2,三重彩,"12,11,2","2,629.00"
2020-01-22,跑馬地,2,單T,"2,11,12",678.00
2020-01-22,跑馬地,2,四連環,"2,3,11,12","1,210.00"
2020-01-22,跑馬地,2,四重彩,"12,11,2,3","19,442.00"
2020-01-22,跑馬地,2,第一口孖寶,10/12,413.50
2020-01-22,跑馬地,3,獨贏,4,43.50
2020-01-22,跑馬地,3,位置,4,14.00
2020-01-22,跑馬地,3,連贏,"2,4",140.00
2020-01-22,跑馬地,3,位置Q,"2,4",46.00
2020-01-22,跑馬地,3,3揀1（組合獨贏）,A1,未能勝出
2020-01-22,跑馬地,3,三重彩,"4,2,9",689.00
2020-01-22,跑馬地,3,單T,"2,4,9",108.00
2020-01-22,跑馬地,3,四連環,"2,4,5,9",192.00
2020-01-22,跑馬地,3,四重彩,"4,2,9,5","4,368.00"
2020-01-22,跑馬地,3,第二口孖寶,12/4,163.00
2020-01-22,跑馬地,4,獨贏,2,35.50
2020-01-22,跑馬地,4,位置,2,15.00
2020-01-22,跑馬地,4,連贏,"2,8",100.00
2020-01-22,跑馬地,4,位置Q,"2,8",36.50
2020-01-22,跑馬地,4,3揀1（組合獨贏）,A1,20.50
2020-01-22,跑馬地,4,三重彩,"2,8,10","1,627.00"
2020-01-22,跑馬地,4,單T,"2,8,10",429.00
2020-01-22,跑馬地,4,四連環,"2,3,8,10",983.00
2020-01-22,跑馬地,4,四重彩,"2,8,10,3","15,519.00"
2020-01-22,跑馬地,4,第三口孖寶,4/2,201.00
2020-01-22,跑馬地,5,獨贏,2,51.50
2020-01-22,跑馬地,5,位置,2,17.50
2020-01-22,跑馬地,5,連贏,"2,7",283.50
2020-01-22,跑馬地,5,位置Q,"2,7",87.00
2020-01-22,跑馬地,5,3揀1（組合獨贏）,A1,未能勝出
2020-01-22,跑馬地,5,三重彩,"2,7,3","2,450.00"
2020-01-22,跑馬地,5,單T,"2,3,7",672.00
2020-01-22,跑馬地,5,四連環,"2,3,4,7","1,695.00"
2020-01-22,跑馬地,5,四重彩,"2,7,3,4","30,987.00"
2020-01-22,跑馬地,5,第四口孖寶,2/2,206.50
2020-01-22,跑馬地,5,第一口孖T,"2,8,10/2,3,7","50,544.00"
2020-01-22,跑馬地,6,獨贏,4,19.00
2020-01-22,跑馬地,6,位置,4,11.00
2020-01-22,跑馬地,6,連贏,"3,4",75.00
2020-01-22,跑馬地,6,位置Q,"3,4",32.50
2020-01-22,跑馬地,6,3揀1（組合獨贏）,A1,16.50
2020-01-22,跑馬地,6,三重彩,"4,3,6",945.00
2020-01-22,跑馬地,6,單T,"3,4,6",296.00
2020-01-22,跑馬地,6,四連環,"3,4,5,6","1,045.00"
2020-01-22,跑馬地,6,四重彩,"4,3,6,5","10,686.00"
2020-01-22,跑馬地,6,第五口孖寶,"2/4,9",101.50
2020-01-22,跑馬地,7,獨贏,10,402.50
2020-01-22,跑馬地,7,位置,10,80.50
2020-01-22,跑馬地,7,連贏,"10,12",705.00
2020-01-22,跑馬地,7,位置Q,"10,12",217.00
2020-01-22,跑馬地,7,3揀1（組合獨贏）,A1,未能勝出
2020-01-22,跑馬地,7,三重彩,"10,12,9","25,794.00"
2020-01-22,跑馬地,7,單T,"9,10,12","2,352.00"
2020-01-22,跑馬地,7,四連環,"1,9,10,12","5,770.00"
2020-01-22,跑馬地,7,四重彩,"10,12,9,1","211,904.00"
2020-01-22,跑馬地,7,第六口孖寶,"4,9/10",781.50
2020-01-22,跑馬地,7,第二口孖T,"3,6>4,9/9,10,12","125,390.00"
2020-01-22,跑馬地,7,三T,"2,3,7/3,6>4,9/9,10,12","1,885,519.00"
2020-01-22,跑馬地,7,三T(安慰獎),"2,3,7/3,6>4,9/任何組合","5,018.00"
2020-01-22,跑馬地,8,獨贏,2,96.50
2020-01-22,跑馬地,8,位置,2,35.50
2020-01-22,跑馬地,8,連贏,"2,11",426.00
2020-01-22,跑馬地,8,位置Q,"2,11",136.50
2020-01-22,跑馬地,8,3揀1（組合獨贏）,A1,未能勝出
2020-01-22,跑馬地,8,三重彩,"2,11,7","5,271.00"
2020-01-22,跑馬地,8,單T,"2,7,11",777.00
2020-01-22,跑馬地,8,四連環,"2,5,7,11","12,534.00"
2020-01-22,跑馬地,8,四重彩,"2,11,7,5","235,805.00"
2020-01-22,跑馬地,8,第七口孖寶,10/2,"2,576.50"
2020-01-22,跑馬地,9,獨贏,8,84.50
2020-01-22,跑馬地,9,位置,8,23.00
2020-01-22,跑馬地,9,連贏,"8,9",527.00
2020-01-22,跑馬地,9,位置Q,"8,9",145.00
2020-01-22,跑馬地,9,3揀1（組合獨贏）,A1,21.00
2020-01-22,跑馬地,9,三重彩,"8,9,3","5,309.00"
2020-01-22,跑馬地,9,單T,"3,8,9",675.00
2020-01-22,跑馬地,9,四連環,"3,7,8,9",953.00
2020-01-22,跑馬地,9,四重彩,"8,9,3,7","26,141.00"
2020-01-22,跑馬地,9,第八口孖寶,2/8,"1,133.50"
2020-01-22,跑馬地,9,三寶,10/2/8,"39,788.00"
2020-01-22,跑馬地,9,第三口孖T,"2,7,11/3,8,9","110,495.00"
2020-01-22,跑馬地,9,六環彩,"2,8/2,7/3,4,9/10,12/2,11/8,9","14,772.00"
2020-01-22,跑馬地,9,騎師王 1,4 [何澤堯],詳情
