date,venue,race_no,pool,combination,dividend_hkd
2020-11-04,沙田,1,獨贏,1,37.00
2020-11-04,沙田,1,位置,1,14.50
2020-11-04,沙田,1,連贏,"1,2",202.00
2020-11-04,沙田,1,位置Q,"1,2",75.00
2020-11-04,沙田,1,3揀1（組合獨贏）,A1,22.50
2020-11-04,沙田,1,二重彩,"1,2",285.00
2020-11-04,沙田,1,三重彩,"1,2,11","4,035.00"
2020-11-04,沙田,1,單T,"1,2,11",751.00
2020-11-04,沙田,1,四連環,"1,2,10,11","1,019.00"
2020-11-04,沙田,1,四重彩,"1,2,11,10","18,310.00"
2020-11-04,沙田,2,獨贏,5,68.00
2020-11-04,沙田,2,位置,5,24.50
2020-11-04,沙田,2,連贏,"5,6",197.50
2020-11-04,沙田,2,位置Q,"5,6",69.50
2020-11-04,沙田,2,3揀1（組合獨贏）,A1,未能勝出
2020-11-04,沙田,2,二重彩,"5,6",411.00
2020-11-04,沙田,2,三重彩,"5,6,2","3,741.00"
2020-11-04,沙田,2,單T,"2,5,6",858.00
2020-11-04,沙田,2,四連環,"2,5,6,8","4,903.00"
2020-11-04,沙田,2,四重彩,"5,6,2,8","84,647.00"
2020-11-04,沙田,2,第一口孖寶,1/5,472.00
2020-11-04,沙田,3,獨贏,4,45.50
2020-11-04,沙田,3,位置,4,15.00
2020-11-04,沙田,3,連贏,"4,10",496.00
2020-11-04,沙田,3,位置Q,"4,10",171.50
2020-11-04,沙田,3,3揀1（組合獨贏）,A1,未能勝出
2020-11-04,沙田,3,二重彩,"4,10","1,475.00"
2020-11-04,沙田,3,三重彩,"4,10,5","4,822.00"
2020-11-04,沙田,3,單T,"4,5,10",696.00
2020-11-04,沙田,3,四連環,"4,5,8,10","1,096.00"
2020-11-04,沙田,3,四重彩,"4,10,5,8","33,199.00"
2020-11-04,沙田,3,第二口孖寶,5/4,684.00
2020-11-04,沙田,4,獨贏,1,30.50
2020-11-04,沙田,4,位置,1,14.50
2020-11-04,沙田,4,連贏,"1,4",515.50
2020-11-04,沙田,4,位置Q,"1,4",167.50
2020-11-04,沙田,4,3揀1（組合獨贏）,A1,21.00
2020-11-04,沙田,4,二重彩,"1,4",725.00
2020-11-04,沙田,4,三重彩,"1,4,8","10,801.00"
2020-11-04,沙田,4,單T,"1,4,8","3,224.00"
2020-11-04,沙田,4,四連環,"1,4,6,8","8,028.00"
2020-11-04,沙田,4,四重彩,"1,4,8,6","183,608.00"
2020-11-04,沙田,4,第三口孖寶,4/1,251.00
2020-11-04,沙田,4,第一口孖T,"4,5,10/1,4,8","459,628.00"
2020-11-04,沙田,5,獨贏,5,56.50
2020-11-04,沙田,5,位置,5,16.50
2020-11-04,沙田,5,連贏,"4,5",378.50
2020-11-04,沙田,5,位置Q,"4,5",96.00
2020-11-04,沙田,5,3揀1（組合獨贏）,A1,13.50
2020-11-04,沙田,5,二重彩,"5,4",570.00
2020-11-04,沙田,5,三重彩,"5,4,2","3,898.00"
2020-11-04,沙田,5,單T,"2,4,5",966.00
2020-11-04,沙田,5,四連環,"1,2,4,5","2,146.00"
2020-11-04,沙田,5,四重彩,"5,4,2,1","38,762.00"
2020-11-04,沙田,5,第四口孖寶,1/5,142.00
2020-11-04,沙田,6,獨贏,2,37.00
2020-11-04,沙田,6,位置,2,14.50
2020-11-04,沙田,6,連贏,"2,11",96.00
2020-11-04,沙田,6,位置Q,"2,11",37.00
2020-11-04,沙田,6,3揀1（組合獨贏）,A1,16.00
2020-11-04,沙田,6,二重彩,"2,11",237.00
2020-11-04,沙田,6,三重彩,"2,11,3",522.00
2020-11-04,沙田,6,單T,"2,3,11",70.00
2020-11-04,沙田,6,四連環,"2,3,6,11",220.00
2020-11-04,沙田,6,四重彩,"2,11,3,6","4,673.00"
2020-11-04,沙田,6,第五口孖寶,5/2,174.00
2020-11-04,沙田,6,第二口孖T,"2,4,5/2,3,11","8,426.00"
2020-11-04,沙田,6,三T,"1,4,8/2,4,5/2,3,11","1,453,861.00"
2020-11-04,沙田,6,三T(安慰獎),"1,4,8/2,4,5/任何組合","29,077.00"
2020-11-04,沙田,7,獨贏,6,160.50
2020-11-04,沙田,7,位置,6,46.00
2020-11-04,沙田,7,連贏,"4,6",439.00
2020-11-04,沙田,7,位置Q,"4,6",145.00
2020-11-04,沙田,7,3揀1（組合獨贏）,A1,未能勝出
2020-11-04,沙田,7,二重彩,"6,4","1,011.00"
2020-11-04,沙田,7,三重彩,"6,4,2","4,347.00"
2020-11-04,沙田,7,單T,"2,4,6",666.00
2020-11-04,沙田,7,四連環,"2,3,4,6","1,478.00"
2020-11-04,沙田,7,四重彩,"6,4,2,3","47,793.00"
2020-11-04,沙田,7,第六口孖寶,2/6,997.00
2020-11-04,沙田,8,獨贏,3,23.00
2020-11-04,沙田,8,位置,3,12.00
2020-11-04,沙田,8,連贏,"3,11",145.00
2020-11-04,沙田,8,位置Q,"3,11",62.50
2020-11-04,沙田,8,3揀1（組合獨贏）,A1,16.50
2020-11-04,沙田,8,二重彩,"3,11",330.00
2020-11-04,沙田,8,三重彩,"3,11,8","3,382.00"
2020-11-04,沙田,8,單T,"3,8,11",762.00
2020-11-04,沙田,8,四連環,"1,3,8,11","1,275.00"
2020-11-04,沙田,8,四重彩,"3,11,8,1","22,319.00"
2020-11-04,沙田,8,第七口孖寶,6/3,653.50
2020-11-04,沙田,8,三寶,2/6/3,"2,640.00"
2020-11-04,沙田,8,第三口孖T,"2,4,6/3,8,11","61,077.00"
2020-11-04,沙田,8,六環彩,"4,10/1,4/4,5/2,11/4,6/3,11","5,712.00"
2020-11-04,沙田,8,騎師王 1,2 [周俊樂],詳情
