date,venue,race_no,pool,combination,dividend_hkd
2020-07-12,沙田,1,獨贏,7,30.00
2020-07-12,沙田,1,位置,7,14.50
2020-07-12,沙田,1,連贏,"6,7",102.50
2020-07-12,沙田,1,位置Q,"6,7",40.50
2020-07-12,沙田,1,3揀1（組合獨贏）,A1,20.50
2020-07-12,沙田,1,三重彩,"7,6,11",561.00
2020-07-12,沙田,1,單T,"6,7,11",131.00
2020-07-12,沙田,1,四連環,"6,7,11,12",519.00
2020-07-12,沙田,1,四重彩,"7,6,11,12","6,812.00"
2020-07-12,沙田,2,獨贏,14,245.50
2020-07-12,沙田,2,位置,14,41.50
2020-07-12,沙田,2,連贏,"2,14",628.00
2020-07-12,沙田,2,位置Q,"2,14",150.50
2020-07-12,沙田,2,3揀1（組合獨贏）,A1,未能勝出
2020-07-12,沙田,2,三重彩,"14,2,1","36,054.00"
2020-07-12,沙田,2,單T,"1,2,14","6,629.00"
2020-07-12,沙田,2,四連環,"1,2,5,14","1,407.00"
2020-07-12,沙田,2,四重彩,"14,2,1,5","71,310.00"
2020-07-12,沙田,2,第一口孖寶,7/14,439.50
2020-07-12,沙田,3,獨贏,3,47.50
2020-07-12,沙田,3,位置,3,18.00
2020-07-12,沙田,3,連贏,"2,3",99.00
2020-07-12,沙田,3,位置Q,"2,3",40.00
2020-07-12,沙田,3,3揀1（組合獨贏）,A1,30.00
2020-07-12,沙田,3,三重彩,"3,2,10","3,123.00"
2020-07-12,沙田,3,單T,"2,3,10",642.00
2020-07-12,沙田,3,四連環,"2,3,10,12",615.00
2020-07-12,沙田,3,四重彩,"3,2,10,12","14,393.00"
2020-07-12,沙田,3,第二口孖寶,14/3,"1,076.50"
2020-07-12,沙田,4,獨贏,2,29.00
2020-07-12,沙田,4,位置,2,12.00
2020-07-12,沙田,4,連贏,"2,4",95.00
2020-07-12,沙田,4,位置Q,"2,4",33.00
2020-07-12,沙田,4,3揀1（組合獨贏）,A1,13.50
2020-07-12,沙田,4,三重彩,"2,4,7","1,393.00"
2020-07-12,沙田,4,單T,"2,4,7",355.00
2020-07-12,沙田,4,四連環,"2,4,7,8",117.00
2020-07-12,沙田,4,四重彩,"2,4,7,8","3,488.00"
2020-07-12,沙田,4,第三口孖寶,3/2,168.50
2020-07-12,沙田,5,獨贏,7,49.00
2020-07-12,沙田,5,位置,7,17.50
2020-07-12,沙田,5,連贏,"7,10","1,057.50"
2020-07-12,沙田,5,位置Q,"7,10",322.00
2020-07-12,沙田,5,3揀1（組合獨贏）,A1,未能勝出
2020-07-12,沙田,5,三重彩,"7,10,6","14,881.00"
2020-07-12,沙田,5,單T,"6,7,10","2,910.00"
2020-07-12,沙田,5,四連環,"6,7,10,12","7,237.00"
2020-07-12,沙田,5,四重彩,"7,10,6,12","147,913.00"
2020-07-12,沙田,5,第四口孖寶,2/7,174.00
2020-07-12,沙田,5,第一口孖T,"2,4,7/6,7,10","91,513.00"
2020-07-12,沙田,6,獨贏,3,14.00
2020-07-12,沙田,6,位置,3,11.00
2020-07-12,沙田,6,連贏,"1,3",114.50
2020-07-12,沙田,6,位置Q,"1,3",48.00
2020-07-12,沙田,6,3揀1（組合獨贏）,A1,11.50
2020-07-12,沙田,6,三重彩,"3,1,14","1,091.00"
2020-07-12,沙田,6,單T,"1,3,14",340.00
2020-07-12,沙田,6,四連環,"1,3,11,14","3,750.00"
2020-07-12,沙田,6,四重彩,"3,1,14,11","27,570.00"
2020-07-12,沙田,6,第五口孖寶,7/3,76.00
2020-07-12,沙田,7,獨贏,8,38.00
2020-07-12,沙田,7,位置,8,15.50
2020-07-12,沙田,7,連贏,"1,8",104.00
2020-07-12,沙田,7,位置Q,"1,8",43.50
2020-07-12,沙田,7,3揀1（組合獨贏）,A1,未能勝出
2020-07-12,沙田,7,三重彩,"8,1,14","1,458.00"
2020-07-12,沙田,7,單T,"1,8,14",342.00
2020-07-12,沙田,7,四連環,"1,8,12,14",510.00
2020-07-12,沙田,7,四重彩,"8,1,14,12","10,034.00"
2020-07-12,沙田,7,第六口孖寶,3/8,68.50
2020-07-12,沙田,7,三T,"6,7,10/1,3,14/1,8,14","10,507,328.00"
2020-07-12,沙田,7,三T(安慰獎),"6,7,10/1,3,14/任何組合","19,472.00"
2020-07-12,沙田,8,獨贏,5,61.50
2020-07-12,沙田,8,位置,5,25.00
2020-07-12,沙田,8,連贏,"4,5",131.50
2020-07-12,沙田,8,位置Q,"4,5",55.00
2020-07-12,沙田,8,3揀1（組合獨贏）,A1,未能勝出
2020-07-12,沙田,8,三重彩,"5,4,1","2,053.00"
2020-07-12,沙田,8,單T,"1,4,5",350.00
2020-07-12,沙田,8,四連環,"1,4,5,7",820.00
2020-07-12,沙田,8,四重彩,"5,4,1,7","17,364.00"
2020-07-12,沙田,8,第七口孖寶,8/5,258.50
2020-07-12,沙田,8,第二口孖T,"1,8,14/1,4,5","19,403.00"
2020-07-12,沙田,9,獨贏,1,151.00
2020-07-12,沙田,9,位置,1,41.00
2020-07-12,沙田,9,連贏,"1,2",339.50
2020-07-12,沙田,9,位置Q,"1,2",94.50
2020-07-12,沙田,9,3揀1（組合獨贏）,A1,未能勝出
2020-07-12,沙田,9,三重彩,"1,2,6","4,160.00"
2020-07-12,沙田,9,單T,"1,2,6",489.00
2020-07-12,沙田,9,四連環,"1,2,6,8","1,534.00"
2020-07-12,沙田,9,四重彩,"1,2,6,8","43,320.00"
2020-07-12,沙田,9,第八口孖寶,5/1,728.50
2020-07-12,沙田,10,獨贏,10,78.50
2020-07-12,沙田,10,位置,10,24.50
2020-07-12,沙田,10,連贏,"8,10",646.00
2020-07-12,沙田,10,位置Q,"8,10",195.00
2020-07-12,沙田,10,3揀1（組合獨贏）,A1,未能勝出
2020-07-12,沙田,10,三重彩,"10,8,4","6,403.00"
2020-07-12,沙田,10,單T,"4,8,10",806.00
2020-07-12,沙田,10,四連環,"4,5,8,10","1,884.00"
2020-07-12,沙田,10,四重彩,"10,8,4,5","60,501.00"
2020-07-12,沙田,10,第九口孖寶,1/10,"1,221.50"
2020-07-12,沙田,11,獨贏,2,43.50
2020-07-12,沙田,11,位置,2,15.50
2020-07-12,沙田,11,連贏,"2,3",137.00
2020-07-12,沙田,11,位置Q,"2,3",43.50
2020-07-12,沙田,11,3揀1（組合獨贏）,A1,15.00
2020-07-12,沙田,11,三重彩,"2,3,5","1,241.00"
2020-07-12,沙田,11,單T,"2,3,5",245.00
2020-07-12,沙田,11,四連環,"2,3,5,8","4,367.00"
