date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2020-02-26,跑馬地,1,1,5,金津輝煌 (V400),1:49.33,2,8,13.83,4-1/4,7,22.67,6,6,24.43,3,5,24.64,SH,1,23.76,,,
2020-02-26,跑馬地,1,2,2,如沐春風 (B150),1:49.35,5,12,14.31,8-1/4,11,22.83,9,11,24.27,5-1/2,11,24.56,SH,2,23.38,,,
2020-02-26,跑馬地,1,3,7,活力得勝 (C091),1:49.45,1-1/2,6,13.75,4-3/4,8,22.83,6-1/4,8,24.39,4-1/4,9,24.80,3/4,3,23.68,,,
2020-02-26,跑馬地,1,4,6,天賦威力 (B335),1:49.53,1,3,13.67,1-1/2,3,22.39,3/4,2,24.03,1-1/4,2,25.20,1-1/4,4,24.24,,,
2020-02-26,跑馬地,1,5,10,靚籐王 (B425),1:49.60,1,4,13.67,2,4,22.47,4-1/4,4,24.51,3,4,24.92,1-3/4,5,24.03,,,
2020-02-26,跑馬地,1,6,3,蒜頭爺爺 (V039),1:49.63,3-1/2,10,14.07,6-1/4,9,22.75,7-1/2,9,24.35,4-1/4,8,24.60,2,6,23.86,,,
2020-02-26,跑馬地,1,7,4,駿協精英 (V207),1:49.64,SH,1,13.51,1-1/4,2,22.51,3-1/4,3,24.47,2,3,24.92,2,7,24.23,,,
2020-02-26,跑馬地,1,8,8,創紀錄 (C168),1:49.76,1-1/2,7,13.75,3,5,22.55,4-3/4,5,24.43,3,6,24.84,2-3/4,8,24.19,,,
2020-02-26,跑馬地,1,9,12,競駿飛鷹 (B292),1:50.26,3,9,13.99,7,10,22.95,7-3/4,10,24.27,3-1/4,7,24.40,5-3/4,9,24.65,,,
2020-02-26,跑馬地,1,10,9,好醒神 (C175),1:51.15,SH,2,13.51,1-1/4,1,22.31,3/4,1,24.15,1-1/4,1,25.12,11-1/2,10,26.06,,,
