date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2020-11-29,沙田,1,1,9,輗多福 (E105),史卓豐,XB1,出閘迅速，輕鬆取得領先。中段走勢暢順。跑過二百五十米處後受催策，反應甚佳，從容取勝。是賽初出，表現亮眼。
2020-11-29,沙田,1,2,2,威妙星 (D356),潘頓,H,自第十四檔出閘迅速，落後領放馬一個馬位。跑過四百米處後受力策。衝刺良佳，但未能威脅頭馬。
2020-11-29,沙田,1,3,8,財照發 (E007),彭國年,--,自第一檔出閘俐落，居中間位置，在跑道中央競跑。最後四百米保持佳勢，取得季軍。
2020-11-29,沙田,1,4,10,霸勝 (A270),賀銘年,B/XB/TT,躍出時與對手互相碰撞，居後列，落後約三個馬位。最後四百米略為追前，取得殿軍。
2020-11-29,沙田,1,5,13,全力衝 (D027),黃俊,B/TT,出閘普通，居後列，走外欄。最後四百米保持穩勢。
2020-11-29,沙田,1,6,3,冰雪奇遇 (E075),郭能,H1,出閘緩慢，居包尾位置，在跑道中央競跑。四百米處受阻礙。三百五十米處受力策。略為追前。一百五十米處受妨礙，其後保持穩勢。
2020-11-29,沙田,1,7,11,八心之威 (D285),周俊樂,XB-/B1,出閘普通，落後一至兩個馬位，在跑道中央競跑。三百米處未能再增速，其後轉弱。
2020-11-29,沙田,1,8,5,謎語 (D491),黎海榮,--,與對手同步出閘，居後列，在跑道中央競跑。最後四百米毫無進展。
2020-11-29,沙田,1,9,14,無價寶 (B254),巴度,H/CP1/TT,起步時與對手互相碰撞，落後領放馬三個馬位，走外欄。最後四百米毫無進展。
2020-11-29,沙田,1,10,12,紅海福星 (D338),陳嘉熙,B1,與對手同步出閘，居中間位置，走外欄第三疊。最後四百米逐漸轉弱。
2020-11-29,沙田,1,11,1,文武先鋒 (B049),薛恩,TT,與對手同步出閘，落後一至兩個馬位，靠近跑道中央競跑。最後四百米轉弱。
2020-11-29,沙田,1,12,6,萬事有 (D443),波健士,B1/TT,起步時觸碰對手，落後一至兩個馬位，靠近外欄競跑。最後四百米轉弱。
2020-11-29,沙田,1,13,7,聲勢 (D120),莫雷拉,--,出閘普通，居中間位置，走外欄第四疊。最後四百五十米轉弱。
2020-11-29,沙田,1,UR,4,好玩福星 (E013),蔡明紹,H1,出閘略慢，被觸碰，居尾列，靠近跑道中央競跑。接近四百米處時失蹄，將騎師拋下。
2020-11-29,沙田,2,1,10,明月昇輝 (A324),周俊樂,P-/CP2/H2,受推策上前，走第二疊。衝刺強勁，勝出賽事。
2020-11-29,沙田,2,2,4,紅磚勇士 (C304),莫雷拉,B,受推策，佔取包廂位置。保持佳勢，跑獲亞軍。
2020-11-29,沙田,2,3,8,辣得驕 (D159),波健士,B-/H/TT,出閘緩慢，居後列，走內欄。直路上大部分途程受阻。末段穩步追前。
