date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2020-02-12,跑馬地,1,1,5,美妙星 (A202),潘頓,TT,自第九檔出閘後留後，落後領放馬五個馬位，走內欄。直路彎走內欄節省腳程。入直路後持續走內疊。衝刺凌厲，勝出賽事。
2020-02-12,跑馬地,1,2,1,運才 (A251),薛恩,B/H/XB,起步時碰撞對手，居中間位置，走第二疊。直路彎前居相同位置。直路初追前甚多。接近二百米處時與對手互相觸碰。保持強勢至終點，僅以短距離之差落敗。
2020-02-12,跑馬地,1,3,8,齊勝利 (C342),利敬國,B1,自最外檔出閘，留居包尾位置，落後七個馬位。入直路時仍居包尾位置。直路初在催策下反應甚佳。接近一百米處時空位不足，其後衝刺良佳，取得一席季軍。
2020-02-12,跑馬地,1,4,11,友享友賞 (A142),莫雷拉,B,出閘普通，受催策上前，居前列。八百米處讓對手過頭。直路彎走內欄節省腳程。三百五十米處向外移出。直路初在催策下反應良佳。一百五十米處取得領先。保持佳勢，但末段不敵三甲馬匹。
2020-02-12,跑馬地,1,5,9,勝利紅星 (D031),田泰安,B-/PC1,自外檔出閘，留居後列，走第二疊。入直路時走更外疊。衝刺強勁，過終點時最為接近。
2020-02-12,跑馬地,1,6,10,木火同明 (C460),蔡明紹,H/CP1,出閘普通，落後約一個馬位，走第二疊。直路彎前居相同位置。直路初保持佳勢。最後五十米未能再增速。保持穩勢至終點。
2020-02-12,跑馬地,1,7,3,大聚會 (V293),郭能,CP-/B2,出閘迅速，居中間之前位置，走第二疊。直路彎位置相若。直路初在催策下反應良佳。接近二百米處時受妨礙。保持穩勢至終點。
2020-02-12,跑馬地,1,8,7,勇冠多 (V376),潘明輝,SR,出閘笨拙，受催策上前，取得領先。接近八百米處時移入內欄。直路彎走勢暢順。直路初保持佳勢。接近一百五十米處時未能再增速及被超越，其後逐漸轉弱。
2020-02-12,跑馬地,1,9,6,非凡魅力 (D102),何澤堯,H,起步時被對手碰撞，落後領放馬四個馬位，走內欄。跑過四百米處後向外移出。直路初在催策下反應良佳。接近二百米處時觸碰對手。保持佳勢至一百米處大力勒避，其後收慢。
2020-02-12,跑馬地,1,10,12,君悅灣 (P421),黃皓楠,H/TT,出閘迅速，落後領放馬兩個馬位，走內欄。直路彎走內欄節省腳程。直路初在催策下略有反應。五十米處受困，其後收慢。
2020-02-12,跑馬地,1,11,4,全中 (D104),巴度,--,出閘普通，落後三個馬位，在沒有遮擋下走第三疊。入直路時被帶出更外疊。耗力太多，直路初轉弱。
2020-02-12,跑馬地,1,12,2,魅力星光 (C540),希威森,B/XB,出閘普通，落後五個馬位，走第三疊，有遮擋。直路彎落後相同距離。直路初在催策下毫無反應。最後一百五十米收慢。
2020-02-12,跑馬地,2,1,12,燈胆精英 (A183),巴度,--,受推策上前，居領放馬外側。慢步速有利發揮。保持佳勢，勝出賽事。
2020-02-12,跑馬地,2,2,11,大眾勁駒 (B074),莫雷拉,B,受推策以佔取包廂位置。慢步速有利發揮。衝刺強勁，跑獲亞軍。
2020-02-12,跑馬地,2,3,3,悅目星光 (A137),田泰安,--,居前列，走第二疊。慢步速有利發揮。僅能保持位置，跑獲季軍。
2020-02-12,跑馬地,2,4,2,永益善 (B003),利敬國,B,起步後收慢，移入內欄，居後列。儘管慢步速不合發揮，但二百米處衝刺良佳。
2020-02-12,跑馬地,2,5,4,芙蓉莊 (B339),梁家俊,B,收慢留後，走第二至第三疊。慢步速不利發揮。二百米處衝刺良佳。
2020-02-12,跑馬地,2,6,1,環翠戰士 (A187),郭能,B,收慢留居中間位置，走第二疊。慢步速不利發揮。直路上僅能保持位置。
2020-02-12,跑馬地,2,7,9,快閃的 (A189),希威森,B/TT,沿欄居中間位置。慢步速不合發揮。僅能保持位置。
2020-02-12,跑馬地,2,8,6,一定搏 (C497),蔡明紹,--,居中間位置，走第二至第三疊。八百米處發力上前。四百米處力竭。
