date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2020-06-27,沙田,1,1,2,兩全其美 (D205),1:40.19,1-3/4,5,28.17,2-1/4,7,23.61,3-1/4,4,24.61,2,1,23.80,,,,,,
2020-06-27,沙田,1,2,5,輝煌巨星 (C046),1:40.51,5,12,28.69,5,11,23.53,6,9,24.61,2,2,23.68,,,,,,
2020-06-27,沙田,1,3,10,志聰明 (C319),1:40.53,2-1/4,7,28.25,1/2,3,23.25,1-1/4,2,24.57,2,3,24.46,,,,,,
2020-06-27,沙田,1,4,7,驃騎飛 (C456),1:40.54,2,6,28.21,2,6,23.53,1-3/4,3,24.41,2-1/4,4,24.39,,,,,,
2020-06-27,沙田,1,5,13,財帥 (B134),1:40.57,SH,1,27.89,N,1,23.53,1-1/4,1,24.45,2-1/4,5,24.70,,,,,,
2020-06-27,沙田,1,6,12,醫生雄星 (C335),1:40.70,1-1/4,3,28.09,2,5,23.65,4,5,24.77,3-1/4,6,24.19,,,,,,
2020-06-27,沙田,1,7,3,數糊勇士 (B421),1:41.08,3-1/2,9,28.45,4,10,23.61,6-1/2,10,24.85,5-1/2,7,24.17,,,,,,
2020-06-27,沙田,1,8,6,小福將 (C096),1:41.17,4-1/4,11,28.57,8,13,24.13,9,13,24.61,6-1/4,8,23.86,,,,,,
2020-06-27,沙田,1,9,8,喜盈運 (V337),1:41.20,8-3/4,14,29.29,10-1/4,14,23.77,10-1/4,14,24.45,6-1/4,9,23.69,,,,,,
2020-06-27,沙田,1,10,11,盛勢 (V243),1:41.26,2-1/2,8,28.29,3-1/2,8,23.69,5-1/4,7,24.73,6-3/4,10,24.55,,,,,,
