date,venue,race_no,pool,combination,dividend_hkd
2020-01-27,沙田,1,獨贏,10,54.50
2020-01-27,沙田,1,位置,10,20.50
2020-01-27,沙田,1,連贏,"3,10",113.00
2020-01-27,沙田,1,位置Q,"3,10",47.50
2020-01-27,沙田,1,3揀1（組合獨贏）,A1,28.00
2020-01-27,沙田,1,三重彩,"10,3,13","5,137.00"
2020-01-27,沙田,1,單T,"3,10,13",975.00
2020-01-27,沙田,1,四連環,"1,3,10,13","2,282.00"
2020-01-27,沙田,1,四重彩,"10,3,13,1","47,932.00"
2020-01-27,沙田,2,獨贏,3,28.50
2020-01-27,沙田,2,位置,3,13.50
2020-01-27,沙田,2,連贏,"1,3",89.50
2020-01-27,沙田,2,位置Q,"1,3",39.50
2020-01-27,沙田,2,3揀1（組合獨贏）,A1,28.50
2020-01-27,沙田,2,三重彩,"3,1,2",463.00
2020-01-27,沙田,2,單T,"1,2,3",89.00
2020-01-27,沙田,2,四連環,"1,2,3,5",285.00
2020-01-27,沙田,2,四重彩,"3,1,2,5","3,512.00"
2020-01-27,沙田,2,第一口孖寶,10/3,207.50
2020-01-27,沙田,3,獨贏,1,29.00
2020-01-27,沙田,3,位置,1,13.00
2020-01-27,沙田,3,連贏,"1,2",52.50
2020-01-27,沙田,3,位置Q,"1,2",22.50
2020-01-27,沙田,3,3揀1（組合獨贏）,A1,16.00
2020-01-27,沙田,3,三重彩,"1,2,7",294.00
2020-01-27,沙田,3,單T,"1,2,7",56.00
2020-01-27,沙田,3,四連環,"1,2,6,7",144.00
2020-01-27,沙田,3,四重彩,"1,2,7,6","2,113.00"
2020-01-27,沙田,3,第二口孖寶,3/1,102.00
2020-01-27,沙田,4,獨贏,1,25.50
2020-01-27,沙田,4,位置,1,13.50
2020-01-27,沙田,4,連贏,"1,11",134.00
2020-01-27,沙田,4,位置Q,"1,11",52.00
2020-01-27,沙田,4,3揀1（組合獨贏）,A1,19.50
2020-01-27,沙田,4,三重彩,"1,11,5","1,542.00"
2020-01-27,沙田,4,單T,"1,5,11",382.00
2020-01-27,沙田,4,四連環,"1,5,10,11",528.00
2020-01-27,沙田,4,四重彩,"1,11,5,10","6,164.00"
2020-01-27,沙田,4,第三口孖寶,1/1,82.00
2020-01-27,沙田,5,獨贏,11,59.00
2020-01-27,沙田,5,位置,11,23.00
2020-01-27,沙田,5,連贏,"8,11",98.00
2020-01-27,沙田,5,位置Q,"8,11",40.50
2020-01-27,沙田,5,3揀1（組合獨贏）,A1,未能勝出
2020-01-27,沙田,5,三重彩,"11,8,6","1,714.00"
2020-01-27,沙田,5,單T,"6,8,11",193.00
2020-01-27,沙田,5,四連環,"6,7,8,11",368.00
2020-01-27,沙田,5,四重彩,"11,8,6,7","11,633.00"
2020-01-27,沙田,5,第四口孖寶,1/11,282.00
2020-01-27,沙田,5,第一口孖T,"1,5,11/6,8,11","11,550.00"
2020-01-27,沙田,6,獨贏,1,65.00
2020-01-27,沙田,6,位置,1,22.00
2020-01-27,沙田,6,連贏,"1,4",435.50
2020-01-27,沙田,6,位置Q,"1,4",128.00
2020-01-27,沙田,6,3揀1（組合獨贏）,A1,未能勝出
2020-01-27,沙田,6,三重彩,"1,4,8","5,620.00"
2020-01-27,沙田,6,單T,"1,4,8",992.00
2020-01-27,沙田,6,四連環,"1,4,8,13","1,766.00"
2020-01-27,沙田,6,四重彩,"1,4,8,13","38,993.00"
2020-01-27,沙田,6,第五口孖寶,11/1,579.00
2020-01-27,沙田,7,獨贏,14,37.00
2020-01-27,沙田,7,位置,14,16.00
2020-01-27,沙田,7,連贏,"4,14",97.00
2020-01-27,沙田,7,位置Q,"4,14",37.00
2020-01-27,沙田,7,3揀1（組合獨贏）,A1,21.00
2020-01-27,沙田,7,三重彩,"14,4,9",841.00
2020-01-27,沙田,7,單T,"4,9,14",200.00
2020-01-27,沙田,7,四連環,"3,4,9,14",306.00
2020-01-27,沙田,7,四重彩,"14,4,9,3","5,541.00"
2020-01-27,沙田,7,第六口孖寶,"1/5,14",204.50
2020-01-27,沙田,7,三T,"6,8,11/1,4,8/9>4,5,14","492,810.00"
2020-01-27,沙田,7,三T(安慰獎),"6,8,11/1,4,8/任何組合","2,843.00"
2020-01-27,沙田,8,獨贏,1,18.00
2020-01-27,沙田,8,位置,1,11.00
2020-01-27,沙田,8,連贏,"1,4",38.50
2020-01-27,沙田,8,位置Q,"1,4",19.00
2020-01-27,沙田,8,3揀1（組合獨贏）,A1,18.00
2020-01-27,沙田,8,勝出練馬師（組合獨贏）,B1,12.50
2020-01-27,沙田,8,三重彩,"1,4,2",280.00
2020-01-27,沙田,8,單T,"1,2,4",119.00
2020-01-27,沙田,8,四連環,"1,2,3,4",37.00
2020-01-27,沙田,8,四重彩,"1,4,2,3",485.00
2020-01-27,沙田,8,第七口孖寶,"5,14/1",57.00
2020-01-27,沙田,8,第二口孖T,"9>4,5,14/1,2,4","1,654.00"
2020-01-27,沙田,9,獨贏,9,31.00
2020-01-27,沙田,9,位置,9,13.50
2020-01-27,沙田,9,連贏,"9,11",104.50
2020-01-27,沙田,9,位置Q,"9,11",39.00
2020-01-27,沙田,9,3揀1（組合獨贏）,A1,19.50
2020-01-27,沙田,9,三重彩,"9,11,12","2,395.00"
2020-01-27,沙田,9,單T,"9,11,12",631.00
2020-01-27,沙田,9,四連環,"1,9,11,12","4,923.00"
2020-01-27,沙田,9,四重彩,"9,11,12,1","53,432.00"
2020-01-27,沙田,9,第八口孖寶,1/9,52.00
2020-01-27,沙田,10,獨贏,13,24.50
2020-01-27,沙田,10,位置,13,14.00
2020-01-27,沙田,10,連贏,"7,13",120.50
2020-01-27,沙田,10,位置Q,"7,13",48.00
2020-01-27,沙田,10,3揀1（組合獨贏）,A1,14.50
2020-01-27,沙田,10,三重彩,"13,7,12","8,926.00"
2020-01-27,沙田,10,單T,"7,12,13","2,988.00"
2020-01-27,沙田,10,四連環,"5,7,12,13","17,700.00"
2020-01-27,沙田,10,四重彩,"13,7,12,5","186,922.00"
2020-01-27,沙田,10,第九口孖寶,9/13,128.00
2020-01-27,沙田,11,獨贏,2,36.50
2020-01-27,沙田,11,位置,2,13.00
2020-01-27,沙田,11,連贏,"2,3",247.00
2020-01-27,沙田,11,位置Q,"2,3",70.50
2020-01-27,沙田,11,3揀1（組合獨贏）,A1,13.50
2020-01-27,沙田,11,三重彩,"2,3,14","9,986.00"
2020-01-27,沙田,11,單T,"2,3,14","2,987.00"
2020-01-27,沙田,11,四連環,"2,3,6,14","3,063.00"
2020-01-27,沙田,11,四重彩,"2,3,14,6","56,745.00"
2020-01-27,沙田,11,第十口孖寶,13/2,71.00
2020-01-27,沙田,11,三寶,9/13/2,290.00
2020-01-27,沙田,11,第三口孖T,"7,12,13/2,3,14","652,038.00"
2020-01-27,沙田,11,六環彩,"1,4/4,5,14/1,4/9,11/7,13/2,3",859.00
2020-01-27,沙田,11,騎師王 1,2 [潘頓],詳情
